Date,Visitor,G,Home,G,,Att.,LOG,Notes
2007-11-30,Montreal Canadiens,0,New Jersey Devils,4,,15081,,
2007-11-30,Dallas Stars,1,Pittsburgh Penguins,4,,17132,,
2007-11-30,Colorado Avalanche,2,San Jose Sharks,3,,17496,,
2007-12-01,Carolina Hurricanes,1,Buffalo Sabres,8,,18690,,
2007-12-01,Columbus Blue Jackets,4,Calgary Flames,3,OT,19289,,
2007-12-01,Phoenix Coyotes,2,Detroit Red Wings,3,,18557,,
2007-12-01,Washington Capitals,2,Florida Panthers,1,,14333,,
2007-12-01,Colorado Avalanche,5,Los Angeles Kings,2,,17297,,
2007-12-01,Nashville Predators,5,Montreal Canadiens,4,SO,21273,,
2007-12-01,Atlanta Thrashers,4,New York Islanders,0,,15355,,
2007-12-01,New York Rangers,5,Ottawa Senators,2,,20003,,
2007-12-01,Dallas Stars,4,Philadelphia Flyers,1,,19660,,
2007-12-01,Chicago Blackhawks,1,St. Louis Blues,3,,19150,,
2007-12-01,Boston Bruins,1,Tampa Bay Lightning,4,,18444,,
2007-12-01,Pittsburgh Penguins,2,Toronto Maple Leafs,4,,19534,,
2007-12-02,Edmonton Oilers,4,Anaheim Ducks,0,,17174,,
2007-12-02,Vancouver Canucks,1,Minnesota Wild,2,,18568,,
2007-12-02,Atlanta Thrashers,2,New Jersey Devils,3,SO,14978,,
2007-12-03,Dallas Stars,2,Columbus Blue Jackets,1,SO,12233,,
2007-12-03,San Jose Sharks,3,Colorado Avalanche,2,,15213,,
2007-12-03,Edmonton Oilers,4,Los Angeles Kings,3,SO,14193,,
2007-12-03,Boston Bruins,3,New York Islanders,1,,11040,,
2007-12-03,Carolina Hurricanes,4,New York Rangers,0,,18200,,
2007-12-03,Phoenix Coyotes,1,Pittsburgh Penguins,3,,16979,,
2007-12-04,St. Louis Blues,1,Calgary Flames,3,,19289,,
2007-12-04,Detroit Red Wings,4,Montreal Canadiens,1,,21273,,
2007-12-04,Ottawa Senators,3,Tampa Bay Lightning,4,SO,17540,,
2007-12-04,Nashville Predators,1,Toronto Maple Leafs,3,,19400,,
2007-12-05,Buffalo Sabres,1,Anaheim Ducks,4,,17174,,
2007-12-05,New York Islanders,3,Atlanta Thrashers,4,SO,14018,,
2007-12-05,Colorado Avalanche,4,Columbus Blue Jackets,5,,12851,,
2007-12-05,Vancouver Canucks,3,Chicago Blackhawks,2,,12444,,
2007-12-05,San Jose Sharks,3,Dallas Stars,2,,17318,,
2007-12-05,Pittsburgh Penguins,4,Edmonton Oilers,2,,16839,,
2007-12-05,Ottawa Senators,5,Florida Panthers,4,,11289,,
2007-12-05,Philadelphia Flyers,3,Minnesota Wild,1,,18568,,
2007-12-05,Boston Bruins,3,New Jersey Devils,4,OT,14012,,
2007-12-05,Los Angeles Kings,1,Phoenix Coyotes,4,,11401,,
2007-12-06,Montreal Canadiens,4,Boston Bruins,2,,14977,,
2007-12-06,Pittsburgh Penguins,3,Calgary Flames,2,SO,19289,,
2007-12-06,Buffalo Sabres,2,Los Angeles Kings,8,,15980,,
2007-12-06,Vancouver Canucks,5,Nashville Predators,2,,15918,,
2007-12-06,Toronto Maple Leafs,6,New York Rangers,2,,18200,,
2007-12-06,Carolina Hurricanes,1,Tampa Bay Lightning,2,,16674,,
2007-12-07,New York Rangers,2,Atlanta Thrashers,4,,18204,,
2007-12-07,Anaheim Ducks,5,Chicago Blackhawks,3,,17734,,
2007-12-07,Philadelphia Flyers,1,Colorado Avalanche,2,,16312,,
2007-12-07,Ottawa Senators,4,Dallas Stars,2,,18016,,
2007-12-07,Minnesota Wild,0,Detroit Red Wings,5,,19508,,
2007-12-07,St. Louis Blues,4,Edmonton Oilers,3,,16839,,
2007-12-07,New York Islanders,0,Florida Panthers,3,,14502,,
2007-12-07,Washington Capitals,2,New Jersey Devils,3,,16265,,
2007-12-07,San Jose Sharks,1,Phoenix Coyotes,0,,12972,,
2007-12-08,Minnesota Wild,2,Columbus Blue Jackets,1,,15666,,
2007-12-08,Phoenix Coyotes,4,Los Angeles Kings,2,,16053,,
2007-12-08,Carolina Hurricanes,5,Montreal Canadiens,1,,21273,,
2007-12-08,Anaheim Ducks,2,Nashville Predators,4,,13469,,
2007-12-08,Buffalo Sabres,7,San Jose Sharks,1,,17496,,
2007-12-08,New York Islanders,3,Tampa Bay Lightning,2,OT,18319,,
2007-12-08,Boston Bruins,2,Toronto Maple Leafs,1,,19441,,
2007-12-08,Pittsburgh Penguins,2,Vancouver Canucks,1,SO,18630,,
2007-12-08,Atlanta Thrashers,3,Washington Capitals,6,,14014,,
2007-12-09,Calgary Flames,3,Chicago Blackhawks,2,,13382,,
2007-12-09,St. Louis Blues,5,Colorado Avalanche,9,,15476,,
2007-12-09,Carolina Hurricanes,2,Detroit Red Wings,5,,19609,,
2007-12-09,New Jersey Devils,0,New York Rangers,1,OT,18200,,
2007-12-10,Boston Bruins,4,Buffalo Sabres,1,,18302,,
2007-12-10,Anaheim Ducks,4,Columbus Blue Jackets,3,OT,11984,,
2007-12-10,Edmonton Oilers,4,Dallas Stars,5,OT,17833,,
2007-12-10,Vancouver Canucks,2,Los Angeles Kings,4,,15087,,
2007-12-10,Detroit Red Wings,2,Nashville Predators,1,,15056,,
2007-12-10,Tampa Bay Lightning,1,Toronto Maple Leafs,6,,19454,,
2007-12-10,New Jersey Devils,2,Washington Capitals,3,,10719,,
2007-12-11,Calgary Flames,2,Florida Panthers,1,SO,12499,,
2007-12-11,Tampa Bay Lightning,3,Montreal Canadiens,2,SO,21273,,
2007-12-11,Pittsburgh Penguins,2,Philadelphia Flyers,8,,19409,,
2007-12-11,Minnesota Wild,1,San Jose Sharks,4,,17064,,
2007-12-11,Edmonton Oilers,5,St. Louis Blues,4,SO,14329,,
2007-12-12,Vancouver Canucks,3,Anaheim Ducks,2,,17174,,
2007-12-12,Boston Bruins,5,Atlanta Thrashers,3,,14265,,
2007-12-12,New York Islanders,3,Buffalo Sabres,5,,18690,,
2007-12-12,Ottawa Senators,6,Carolina Hurricanes,0,,15268,,
2007-12-12,Colorado Avalanche,1,Columbus Blue Jackets,4,,13150,,
2007-12-12,Los Angeles Kings,3,Chicago Blackhawks,6,,12534,,
2007-12-12,New York Rangers,4,Washington Capitals,5,OT,12553,,
2007-12-13,New Jersey Devils,3,Boston Bruins,1,,12064,,
2007-12-13,Los Angeles Kings,1,Dallas Stars,4,,17913,,
2007-12-13,Edmonton Oilers,4,Detroit Red Wings,3,SO,18859,,
2007-12-13,Colorado Avalanche,2,Nashville Predators,1,,12456,,
2007-12-13,Phoenix Coyotes,2,New York Islanders,3,,9581,,
2007-12-13,Montreal Canadiens,4,Philadelphia Flyers,1,,19322,,
2007-12-13,Ottawa Senators,4,Pittsburgh Penguins,1,,16982,,
2007-12-13,Vancouver Canucks,2,San Jose Sharks,5,,17175,,
2007-12-13,Florida Panthers,1,St. Louis Blues,0,,14088,,
2007-12-13,Calgary Flames,9,Tampa Bay Lightning,6,,19026,,
2007-12-14,Minnesota Wild,5,Anaheim Ducks,2,,17174,,
2007-12-14,Toronto Maple Leafs,4,Atlanta Thrashers,0,,16424,,
2007-12-14,Calgary Flames,4,Carolina Hurricanes,3,,15536,,
2007-12-14,Buffalo Sabres,5,Washington Capitals,3,,17035,,
2007-12-15,Columbus Blue Jackets,0,Boston Bruins,2,,14058,,
2007-12-15,Chicago Blackhawks,1,Buffalo Sabres,3,,18690,,
2007-12-15,Nashville Predators,1,Colorado Avalanche,3,,16582,,
2007-12-15,Florida Panthers,2,Detroit Red Wings,5,,20066,,
2007-12-15,Vancouver Canucks,1,Edmonton Oilers,2,SO,16839,,
2007-12-15,Minnesota Wild,2,Los Angeles Kings,1,,16648,,
2007-12-15,Toronto Maple Leafs,1,Montreal Canadiens,4,,21273,,
2007-12-15,Phoenix Coyotes,4,New Jersey Devils,1,,16636,,
2007-12-15,Pittsburgh Penguins,3,New York Islanders,2,,15269,,
2007-12-15,Atlanta Thrashers,3,Ottawa Senators,7,,20082,,
2007-12-15,Carolina Hurricanes,6,Philadelphia Flyers,5,SO,19460,,
2007-12-15,Dallas Stars,4,San Jose Sharks,2,,17496,,
2007-12-15,Washington Capitals,3,Tampa Bay Lightning,2,,18367,,
2007-12-16,San Jose Sharks,2,Anaheim Ducks,1,SO,17174,,
2007-12-16,Florida Panthers,3,Chicago Blackhawks,1,,12926,,
2007-12-16,Philadelphia Flyers,2,New Jersey Devils,4,,16687,,
2007-12-16,Phoenix Coyotes,5,New York Rangers,1,,18200,,
2007-12-16,Calgary Flames,5,St. Louis Blues,3,,16733,,
2007-12-17,Washington Capitals,3,Detroit Red Wings,4,SO,19483,,
2007-12-17,Colorado Avalanche,4,Los Angeles Kings,2,,16647,,
2007-12-18,Tampa Bay Lightning,2,Atlanta Thrashers,6,,14060,,
2007-12-18,Ottawa Senators,3,Boston Bruins,2,,14874,,
2007-12-18,Toronto Maple Leafs,2,Carolina Hurricanes,3,OT,17045,,
2007-12-18,Calgary Flames,3,Columbus Blue Jackets,1,,13181,,
2007-12-18,Dallas Stars,2,Edmonton Oilers,1,SO,16839,,
2007-12-18,Nashville Predators,2,Minnesota Wild,3,,18568,,
2007-12-18,Florida Panthers,3,Montreal Canadiens,2,,21273,,
2007-12-18,Pittsburgh Penguins,0,New York Rangers,4,,18200,,
2007-12-18,Phoenix Coyotes,3,Philadelphia Flyers,2,,19211,,
2007-12-18,Anaheim Ducks,2,San Jose Sharks,0,,17197,,
2007-12-18,New Jersey Devils,0,Vancouver Canucks,5,,18630,,
2007-12-19,Colorado Avalanche,1,Anaheim Ducks,2,OT,17174,,
2007-12-19,Nashville Predators,2,Chicago Blackhawks,5,,14151,,
2007-12-19,Los Angeles Kings,2,Detroit Red Wings,6,,19516,,
2007-12-19,Buffalo Sabres,2,New York Islanders,1,,10806,,
2007-12-20,Ottawa Senators,2,Atlanta Thrashers,3,,14085,,
2007-12-20,Pittsburgh Penguins,5,Boston Bruins,4,SO,15304,,
2007-12-20,Carolina Hurricanes,4,Florida Panthers,5,,15061,,
2007-12-20,New York Rangers,3,Minnesota Wild,6,,18568,,
2007-12-20,Phoenix Coyotes,3,San Jose Sharks,2,SO,17136,,
2007-12-20,Detroit Red Wings,2,St. Louis Blues,3,,19150,,
2007-12-20,Toronto Maple Leafs,1,Tampa Bay Lightning,2,,19131,,
2007-12-20,Dallas Stars,2,Vancouver Canucks,3,,18630,,
2007-12-20,Montreal Canadiens,5,Washington Capitals,2,,12670,,
2007-12-21,Philadelphia Flyers,2,Buffalo Sabres,3,,18690,,
2007-12-21,Los Angeles Kings,1,Columbus Blue Jackets,2,,14034,,
2007-12-21,Dallas Stars,3,Calgary Flames,2,OT,19289,,
2007-12-21,New York Rangers,3,Colorado Avalanche,4,OT,16612,,
2007-12-21,New Jersey Devils,3,Edmonton Oilers,1,,16839,,
2007-12-21,New York Islanders,4,Pittsburgh Penguins,2,,17008,,
2007-12-22,Montreal Canadiens,2,Atlanta Thrashers,3,SO,17153,,
2007-12-22,St. Louis Blues,4,Boston Bruins,1,,14200,,
2007-12-22,Toronto Maple Leafs,2,Florida Panthers,1,OT,18500,,
2007-12-22,Detroit Red Wings,4,Minnesota Wild,1,,18568,,
2007-12-22,Los Angeles Kings,3,Nashville Predators,4,,15698,,
2007-12-22,Washington Capitals,2,New York Islanders,3,OT,14305,,
2007-12-22,Chicago Blackhawks,4,Ottawa Senators,3,OT,20171,,
2007-12-22,Buffalo Sabres,6,Philadelphia Flyers,5,SO,19606,,
2007-12-22,Vancouver Canucks,2,Phoenix Coyotes,1,SO,17471,,
2007-12-22,Anaheim Ducks,5,San Jose Sharks,2,,17496,,
2007-12-22,Carolina Hurricanes,4,Tampa Bay Lightning,1,,18765,,
2007-12-23,Nashville Predators,3,Columbus Blue Jackets,1,,15481,,
2007-12-23,New Jersey Devils,1,Calgary Flames,0,OT,19289,,
2007-12-23,Edmonton Oilers,2,Chicago Blackhawks,3,,20151,,
2007-12-23,Vancouver Canucks,1,Colorado Avalanche,3,,17186,,
2007-12-23,Montreal Canadiens,1,Dallas Stars,4,,18585,,
2007-12-23,Ottawa Senators,3,New York Rangers,1,,18200,,
2007-12-23,Boston Bruins,2,Pittsburgh Penguins,4,,17060,,
2007-12-23,Atlanta Thrashers,3,St. Louis Blues,2,OT,17731,,
2007-12-26,Ottawa Senators,5,Buffalo Sabres,3,,18690,,
2007-12-26,Atlanta Thrashers,0,Columbus Blue Jackets,2,,15726,,
2007-12-26,Nashville Predators,2,Chicago Blackhawks,5,,20511,,
2007-12-26,Minnesota Wild,3,Dallas Stars,8,,18532,,
2007-12-26,San Jose Sharks,3,Los Angeles Kings,2,,18118,,
2007-12-26,Toronto Maple Leafs,3,New York Islanders,4,OT,15301,,
2007-12-26,Carolina Hurricanes,2,New York Rangers,4,,18200,,
2007-12-26,Detroit Red Wings,5,St. Louis Blues,0,,19250,,
2007-12-26,Tampa Bay Lightning,2,Washington Capitals,3,,15035,,
2007-12-27,Florida Panthers,5,Atlanta Thrashers,3,,16080,,
2007-12-27,Detroit Red Wings,4,Colorado Avalanche,2,,18007,,
2007-12-27,Anaheim Ducks,2,Edmonton Oilers,1,,16839,,
2007-12-27,Columbus Blue Jackets,3,Nashville Predators,4,,14331,,
2007-12-27,New York Islanders,2,Ottawa Senators,5,,20268,,
2007-12-27,Toronto Maple Leafs,1,Philadelphia Flyers,4,,19727,,
2007-12-27,Minnesota Wild,3,Phoenix Coyotes,2,,13756,,
2007-12-27,Washington Capitals,3,Pittsburgh Penguins,4,OT,17132,,
2007-12-27,Montreal Canadiens,5,Tampa Bay Lightning,2,,20294,,
2007-12-27,Calgary Flames,3,Vancouver Canucks,5,,18630,,
2007-12-28,Boston Bruins,3,Carolina Hurricanes,4,,18680,,
2007-12-28,Montreal Canadiens,5,Florida Panthers,1,,19838,,
2007-12-28,Buffalo Sabres,1,New Jersey Devils,2,SO,17625,,
2007-12-28,San Jose Sharks,1,St. Louis Blues,0,,19250,,
2007-12-29,Boston Bruins,0,Atlanta Thrashers,5,,18545,,
2007-12-29,Carolina Hurricanes,1,Columbus Blue Jackets,4,,17453,,
2007-12-29,Anaheim Ducks,3,Calgary Flames,5,,19289,,
2007-12-29,Los Angeles Kings,3,Colorado Avalanche,1,,17256,,
2007-12-29,St. Louis Blues,4,Dallas Stars,5,SO,18532,,
2007-12-29,Edmonton Oilers,4,Minnesota Wild,5,OT,18568,,
2007-12-29,San Jose Sharks,5,Nashville Predators,2,,13298,,
2007-12-29,New Jersey Devils,2,New York Islanders,5,,16234,,
2007-12-29,Washington Capitals,8,Ottawa Senators,6,,20296,,
2007-12-29,Detroit Red Wings,4,Phoenix Coyotes,2,,17866,,
2007-12-29,Buffalo Sabres,0,Pittsburgh Penguins,2,,17132,,
2007-12-29,Philadelphia Flyers,4,Tampa Bay Lightning,2,,20124,,
2007-12-29,New York Rangers,6,Toronto Maple Leafs,1,,19408,,
2007-12-30,Los Angeles Kings,3,Chicago Blackhawks,2,OT,21715,,
2007-12-30,Philadelphia Flyers,1,Florida Panthers,0,,18767,,
2007-12-30,Montreal Canadiens,3,New York Rangers,4,OT,18200,,
2007-12-30,Anaheim Ducks,1,Vancouver Canucks,2,,18630,,
2007-12-31,Atlanta Thrashers,2,Boston Bruins,5,,17565,,
2007-12-31,New York Islanders,4,Carolina Hurricanes,1,,17091,,
2007-12-31,Edmonton Oilers,2,Columbus Blue Jackets,4,,16774,,
2007-12-31,Vancouver Canucks,1,Calgary Flames,2,,19289,,
2007-12-31,Nashville Predators,1,Dallas Stars,0,,18584,,
2007-12-31,St. Louis Blues,2,Detroit Red Wings,0,,20066,,
2007-12-31,San Jose Sharks,3,Minnesota Wild,2,,18568,,
2007-12-31,Colorado Avalanche,3,Phoenix Coyotes,4,SO,12973,,
2008-01-01,Pittsburgh Penguins,2,Buffalo Sabres,1,SO,71217,,NHL Winter Classic
2008-01-01,Chicago Blackhawks,2,Los Angeles Kings,9,,16916,,
2008-01-01,Tampa Bay Lightning,3,Toronto Maple Leafs,4,SO,19347,,
2008-01-01,Ottawa Senators,3,Washington Capitals,6,,14547,,
2008-01-02,Columbus Blue Jackets,1,Anaheim Ducks,2,,17174,,
2008-01-02,Atlanta Thrashers,5,Carolina Hurricanes,4,OT,13506,,
2008-01-02,New York Rangers,3,Calgary Flames,4,,19289,,
2008-01-02,Phoenix Coyotes,5,Colorado Avalanche,2,,15232,,
2008-01-02,Dallas Stars,1,Detroit Red Wings,4,,20066,,
2008-01-02,Florida Panthers,2,New Jersey Devils,3,,14124,,
2008-01-02,Edmonton Oilers,3,St. Louis Blues,2,OT,14465,,
2008-01-03,Washington Capitals,0,Boston Bruins,2,,12240,,
2008-01-03,Columbus Blue Jackets,4,Los Angeles Kings,3,,14173,,
2008-01-03,Dallas Stars,3,Minnesota Wild,6,,18568,,
2008-01-03,Tampa Bay Lightning,3,Montreal Canadiens,6,,21273,,
2008-01-03,Edmonton Oilers,2,Nashville Predators,5,,12676,,
2008-01-03,Florida Panthers,4,New York Islanders,3,OT,11428,,
2008-01-03,Chicago Blackhawks,2,Phoenix Coyotes,4,,12252,,
2008-01-03,Toronto Maple Leafs,2,Pittsburgh Penguins,6,,17074,,
2008-01-03,Calgary Flames,3,San Jose Sharks,2,OT,17496,,
2008-01-03,New York Rangers,0,Vancouver Canucks,3,,18630,,
2008-01-04,Chicago Blackhawks,1,Anaheim Ducks,2,,17174,,
2008-01-04,Carolina Hurricanes,4,Atlanta Thrashers,3,,16097,,
2008-01-04,Ottawa Senators,5,Buffalo Sabres,3,,18690,,
2008-01-04,Philadelphia Flyers,0,New Jersey Devils,3,,17625,,
2008-01-05,New Jersey Devils,3,Boston Bruins,4,,17565,,
2008-01-05,New York Islanders,1,Colorado Avalanche,2,OT,17154,,
2008-01-05,Detroit Red Wings,3,Dallas Stars,0,,18584,,
2008-01-05,New York Rangers,2,Edmonton Oilers,3,SO,16839,,
2008-01-05,Calgary Flames,6,Los Angeles Kings,4,,18118,,
2008-01-05,Washington Capitals,5,Montreal Canadiens,4,OT,21273,,
2008-01-05,Minnesota Wild,1,Nashville Predators,4,,17113,,
2008-01-05,Tampa Bay Lightning,3,Ottawa Senators,4,OT,20108,,
2008-01-05,Anaheim Ducks,2,Phoenix Coyotes,3,SO,16159,,
2008-01-05,Florida Panthers,0,Pittsburgh Penguins,3,,17090,,
2008-01-05,Columbus Blue Jackets,2,San Jose Sharks,3,,17496,,
2008-01-05,Carolina Hurricanes,0,St. Louis Blues,1,,19150,,
2008-01-05,Philadelphia Flyers,3,Toronto Maple Leafs,2,,19412,,
2008-01-06,Buffalo Sabres,2,Atlanta Thrashers,5,,15213,,
2008-01-06,Detroit Red Wings,3,Chicago Blackhawks,1,,21869,,
2008-01-07,Nashville Predators,2,Anaheim Ducks,5,,17174,,
2008-01-07,Minnesota Wild,1,Dallas Stars,3,,17502,,
2008-01-07,New York Islanders,0,Edmonton Oilers,4,,16839,,
2008-01-08,Philadelphia Flyers,4,Atlanta Thrashers,1,,13047,,
2008-01-08,Carolina Hurricanes,1,Boston Bruins,0,,14549,,
2008-01-08,Phoenix Coyotes,3,Calgary Flames,1,,19289,,
2008-01-08,Colorado Avalanche,0,Detroit Red Wings,1,,19160,,
2008-01-08,Pittsburgh Penguins,3,Florida Panthers,1,,17086,,
2008-01-08,Nashville Predators,7,Los Angeles Kings,0,,14751,,
2008-01-08,Chicago Blackhawks,3,Montreal Canadiens,4,OT,21273,,
2008-01-08,Buffalo Sabres,1,New Jersey Devils,2,SO,14030,,
2008-01-08,Tampa Bay Lightning,5,New York Rangers,3,,18200,,
2008-01-08,Columbus Blue Jackets,1,St. Louis Blues,6,,14818,,
2008-01-08,New York Islanders,2,Vancouver Canucks,3,SO,18630,,
2008-01-09,Toronto Maple Leafs,0,Anaheim Ducks,5,,17174,,
2008-01-09,Dallas Stars,3,Chicago Blackhawks,1,,15469,,
2008-01-09,Colorado Avalanche,1,Washington Capitals,2,,16168,,
2008-01-10,Florida Panthers,3,Atlanta Thrashers,2,SO,14805,,
2008-01-10,Montreal Canadiens,5,Boston Bruins,2,,17565,,
2008-01-10,New Jersey Devils,4,Carolina Hurricanes,1,,17173,,
2008-01-10,Minnesota Wild,6,Detroit Red Wings,5,SO,17848,,
2008-01-10,Phoenix Coyotes,2,Edmonton Oilers,5,,16839,,
2008-01-10,Toronto Maple Leafs,2,Los Angeles Kings,5,,18118,,
2008-01-10,Philadelphia Flyers,6,New York Rangers,2,,18200,,
2008-01-10,Buffalo Sabres,2,Ottawa Senators,3,SO,19843,,
2008-01-10,Vancouver Canucks,1,San Jose Sharks,3,,17496,,
2008-01-10,Dallas Stars,2,St. Louis Blues,4,,16805,,
2008-01-10,Pittsburgh Penguins,4,Tampa Bay Lightning,1,,20426,,
2008-01-11,St. Louis Blues,4,Columbus Blue Jackets,6,,15233,,
2008-01-11,New York Islanders,5,Calgary Flames,4,SO,19289,,
2008-01-11,Minnesota Wild,5,Chicago Blackhawks,2,,21139,,
2008-01-11,Phoenix Coyotes,4,Vancouver Canucks,3,,18630,,
2008-01-12,Pittsburgh Penguins,2,Atlanta Thrashers,3,SO,18545,,
2008-01-12,New Jersey Devils,3,Buffalo Sabres,2,SO,18690,,
2008-01-12,Colorado Avalanche,5,Carolina Hurricanes,4,,18680,,
2008-01-12,Nashville Predators,1,Columbus Blue Jackets,2,SO,16230,,
2008-01-12,Tampa Bay Lightning,5,Florida Panthers,3,,16578,,
2008-01-12,Dallas Stars,3,Los Angeles Kings,4,SO,16916,,
2008-01-12,Montreal Canadiens,1,New York Rangers,4,,18200,,
2008-01-12,Detroit Red Wings,2,Ottawa Senators,3,,20208,,
2008-01-12,Boston Bruins,4,Philadelphia Flyers,3,OT,19792,,
2008-01-12,Toronto Maple Leafs,2,San Jose Sharks,3,,17496,,
2008-01-13,San Jose Sharks,3,Anaheim Ducks,4,OT,17174,,
2008-01-13,Calgary Flames,1,Edmonton Oilers,2,,16839,,
2008-01-13,Colorado Avalanche,4,Florida Panthers,3,SO,13854,,
2008-01-13,Phoenix Coyotes,1,Minnesota Wild,4,,18568,,
2008-01-13,Chicago Blackhawks,3,Nashville Predators,2,SO,12484,,
2008-01-13,New York Islanders,3,Ottawa Senators,1,,19804,,
2008-01-13,Vancouver Canucks,4,St. Louis Blues,3,SO,16828,,
2008-01-13,Philadelphia Flyers,6,Washington Capitals,4,,17713,,
2008-01-14,New York Rangers,1,Pittsburgh Penguins,4,,17000,,
2008-01-15,Dallas Stars,2,Anaheim Ducks,4,,17174,,
2008-01-15,Vancouver Canucks,2,Columbus Blue Jackets,3,,13555,,
2008-01-15,Atlanta Thrashers,5,Detroit Red Wings,1,,17408,,
2008-01-15,Los Angeles Kings,3,Edmonton Oilers,1,,16839,,
2008-01-15,Calgary Flames,0,Nashville Predators,3,,11764,,
2008-01-15,Montreal Canadiens,3,New York Islanders,1,,11439,,
2008-01-15,San Jose Sharks,3,Phoenix Coyotes,5,,11822,,
2008-01-15,Colorado Avalanche,3,Tampa Bay Lightning,0,,17222,,
2008-01-15,Carolina Hurricanes,4,Toronto Maple Leafs,5,,19444,,
2008-01-15,Ottawa Senators,2,Washington Capitals,4,,15261,,
2008-01-16,St. Louis Blues,1,Chicago Blackhawks,6,,17570,,
2008-01-16,Calgary Flames,3,Minnesota Wild,2,SO,18568,,
2008-01-16,New York Islanders,3,New Jersey Devils,1,,15975,,
2008-01-16,Buffalo Sabres,1,New York Rangers,2,,18200,,
2008-01-16,Florida Panthers,3,Philadelphia Flyers,5,,19207,,
2008-01-17,Montreal Canadiens,3,Atlanta Thrashers,2,SO,16181,,
2008-01-17,Toronto Maple Leafs,3,Boston Bruins,2,SO,13907,,
2008-01-17,Vancouver Canucks,2,Detroit Red Wings,3,SO,18878,,
2008-01-17,Anaheim Ducks,2,Nashville Predators,1,,14193,,
2008-01-17,Carolina Hurricanes,1,Ottawa Senators,5,,19720,,
2008-01-17,Columbus Blue Jackets,4,Phoenix Coyotes,3,,11114,,
2008-01-17,Dallas Stars,4,San Jose Sharks,2,,17496,,
2008-01-17,Edmonton Oilers,4,Washington Capitals,5,SO,13399,,
2008-01-18,Atlanta Thrashers,1,Buffalo Sabres,10,,18690,,
2008-01-18,Edmonton Oilers,2,Carolina Hurricanes,7,,16868,,
2008-01-18,Los Angeles Kings,1,Calgary Flames,6,,19289,,
2008-01-18,Chicago Blackhawks,2,Colorado Avalanche,1,SO,18007,,
2008-01-18,Anaheim Ducks,4,Minnesota Wild,2,,18568,,
2008-01-18,Florida Panthers,2,New Jersey Devils,1,,15203,,
2008-01-18,Tampa Bay Lightning,3,Pittsburgh Penguins,0,,17132,,
2008-01-19,New York Rangers,3,Boston Bruins,4,SO,17565,,
2008-01-19,Columbus Blue Jackets,1,Dallas Stars,3,,17811,,
2008-01-19,Pittsburgh Penguins,2,Montreal Canadiens,0,,21273,,
2008-01-19,Philadelphia Flyers,5,New York Islanders,3,,16234,,
2008-01-19,Tampa Bay Lightning,2,Ottawa Senators,0,,20091,,
2008-01-19,Chicago Blackhawks,2,Phoenix Coyotes,1,SO,18073,,
2008-01-19,Detroit Red Wings,6,San Jose Sharks,3,,17496,,
2008-01-19,Nashville Predators,5,St. Louis Blues,2,,19275,,
2008-01-19,Buffalo Sabres,2,Toronto Maple Leafs,4,,19436,,
2008-01-19,Los Angeles Kings,4,Vancouver Canucks,3,,18630,,
2008-01-19,Florida Panthers,3,Washington Capitals,5,,16973,,
2008-01-20,Edmonton Oilers,4,Atlanta Thrashers,2,,16683,,
2008-01-20,Columbus Blue Jackets,1,Colorado Avalanche,3,,17197,,
2008-01-20,Anaheim Ducks,2,Dallas Stars,5,,18461,,
2008-01-20,Toronto Maple Leafs,2,New Jersey Devils,3,,15291,,
2008-01-20,Boston Bruins,3,New York Rangers,1,,18200,,
2008-01-20,Ottawa Senators,1,Philadelphia Flyers,6,,19742,,
2008-01-21,St. Louis Blues,3,Nashville Predators,6,,13642,,
2008-01-21,Carolina Hurricanes,3,New York Islanders,2,OT,16234,,
2008-01-21,Buffalo Sabres,2,Phoenix Coyotes,6,,16981,,
2008-01-21,Washington Capitals,6,Pittsburgh Penguins,5,SO,17050,,
2008-01-21,Minnesota Wild,4,Vancouver Canucks,2,,18630,,
2008-01-22,New York Islanders,6,Carolina Hurricanes,3,,15675,,
2008-01-22,Minnesota Wild,1,Calgary Flames,2,,19289,,
2008-01-22,Nashville Predators,4,Colorado Avalanche,0,,15235,,
2008-01-22,Columbus Blue Jackets,4,Dallas Stars,2,,17087,,
2008-01-22,Ottawa Senators,3,Florida Panthers,5,,12794,,
2008-01-22,Detroit Red Wings,3,Los Angeles Kings,0,,18118,,
2008-01-22,Boston Bruins,2,Montreal Canadiens,8,,21273,,
2008-01-22,Atlanta Thrashers,0,New York Rangers,4,,18200,,
2008-01-22,New Jersey Devils,7,Philadelphia Flyers,3,,19677,,
2008-01-22,Chicago Blackhawks,2,San Jose Sharks,3,,17136,,
2008-01-22,Edmonton Oilers,3,Tampa Bay Lightning,4,,16799,,
2008-01-23,Detroit Red Wings,2,Anaheim Ducks,1,,17174,,
2008-01-23,Washington Capitals,2,Toronto Maple Leafs,3,,19479,,
2008-01-23,St. Louis Blues,2,Vancouver Canucks,3,SO,18630,,
2008-01-24,New York Islanders,1,Boston Bruins,4,,13461,,
2008-01-24,Columbus Blue Jackets,1,Chicago Blackhawks,0,,16094,,
2008-01-24,Minnesota Wild,3,Colorado Avalanche,2,,15321,,
2008-01-24,Buffalo Sabres,2,Dallas Stars,1,,18532,,
2008-01-24,Edmonton Oilers,4,Florida Panthers,3,SO,12322,,
2008-01-24,Anaheim Ducks,1,Los Angeles Kings,3,,18118,,
