Date,Visitor,G,Home,G,,Att.,LOG,Notes
2010-12-04,Pittsburgh Penguins,7,Columbus Blue Jackets,2,,19143,,
2010-12-04,Minnesota Wild,3,Dallas Stars,4,OT,14344,,
2010-12-04,St. Louis Blues,1,Edmonton Oilers,2,OT,16839,,
2010-12-04,Detroit Red Wings,2,Los Angeles Kings,3,OT,18118,,
2010-12-04,San Jose Sharks,1,Montreal Canadiens,3,,21273,,
2010-12-04,Carolina Hurricanes,2,Nashville Predators,5,,15016,,
2010-12-04,Buffalo Sabres,1,Ottawa Senators,0,SO,16364,,
2010-12-04,New Jersey Devils,3,Philadelphia Flyers,5,,19657,,
2010-12-04,Florida Panthers,2,Phoenix Coyotes,1,SO,10334,,
2010-12-04,Colorado Avalanche,5,Tampa Bay Lightning,6,,18212,,
2010-12-04,Boston Bruins,2,Toronto Maple Leafs,3,SO,19483,,
2010-12-04,Atlanta Thrashers,3,Washington Capitals,1,,18398,,
2010-12-05,Phoenix Coyotes,3,Anaheim Ducks,0,,14062,,
2010-12-05,Calgary Flames,2,Chicago Blackhawks,4,,21112,,
2010-12-05,Philadelphia Flyers,3,New York Islanders,2,,7773,,
2010-12-05,Ottawa Senators,3,New York Rangers,1,,18200,,
2010-12-05,St. Louis Blues,3,Vancouver Canucks,2,,18860,,
2010-12-06,Nashville Predators,2,Atlanta Thrashers,3,OT,10024,,
2010-12-06,Dallas Stars,2,Columbus Blue Jackets,3,SO,10932,,
2010-12-06,San Jose Sharks,5,Detroit Red Wings,2,,19010,,
2010-12-06,New Jersey Devils,1,Pittsburgh Penguins,2,,18185,,
2010-12-06,Toronto Maple Leafs,5,Washington Capitals,4,SO,18398,,
2010-12-07,Buffalo Sabres,2,Boston Bruins,3,OT,17565,,
2010-12-07,Tampa Bay Lightning,2,Calgary Flames,4,,19289,,
2010-12-07,Anaheim Ducks,3,Edmonton Oilers,2,SO,16839,,
2010-12-07,Colorado Avalanche,3,Florida Panthers,4,OT,12791,,
2010-12-07,Ottawa Senators,1,Montreal Canadiens,4,,21273,,
2010-12-08,Dallas Stars,3,Chicago Blackhawks,5,,21184,,
2010-12-08,Nashville Predators,3,Detroit Red Wings,2,,17359,,
2010-12-08,San Jose Sharks,5,Philadelphia Flyers,4,SO,19801,,
2010-12-08,Toronto Maple Leafs,2,Pittsburgh Penguins,5,,18158,,
2010-12-08,Anaheim Ducks,4,Vancouver Canucks,5,SO,18860,,
2010-12-09,New York Islanders,2,Boston Bruins,5,,17565,,
2010-12-09,San Jose Sharks,3,Buffalo Sabres,6,,18017,,
2010-12-09,Calgary Flames,1,Los Angeles Kings,2,,18118,,
2010-12-09,New York Rangers,5,Ottawa Senators,3,,16324,,
2010-12-09,Minnesota Wild,3,Phoenix Coyotes,2,,7749,,
2010-12-09,Columbus Blue Jackets,1,St. Louis Blues,4,,19150,,
2010-12-09,Philadelphia Flyers,4,Toronto Maple Leafs,1,,19365,,
2010-12-09,Florida Panthers,3,Washington Capitals,0,,18398,,
2010-12-10,Calgary Flames,2,Anaheim Ducks,3,SO,13775,,
2010-12-10,Colorado Avalanche,4,Atlanta Thrashers,2,,14034,,
2010-12-10,Carolina Hurricanes,1,Dallas Stars,2,SO,13012,,
2010-12-10,Montreal Canadiens,2,Detroit Red Wings,4,,20066,,
2010-12-10,Tampa Bay Lightning,3,Edmonton Oilers,4,SO,16839,,
2010-12-10,New Jersey Devils,2,Ottawa Senators,3,,16471,,
2010-12-11,Philadelphia Flyers,2,Boston Bruins,1,OT,17565,,
2010-12-11,Pittsburgh Penguins,5,Buffalo Sabres,2,,18690,,
2010-12-11,New York Rangers,1,Columbus Blue Jackets,3,,15780,,
2010-12-11,Minnesota Wild,3,Los Angeles Kings,2,OT,18118,,
2010-12-11,Detroit Red Wings,4,New Jersey Devils,1,,17625,,
2010-12-11,Florida Panthers,0,Nashville Predators,3,,16128,,
2010-12-11,Atlanta Thrashers,5,New York Islanders,4,,10056,,
2010-12-11,Dallas Stars,2,Phoenix Coyotes,5,,11410,,
2010-12-11,Chicago Blackhawks,1,San Jose Sharks,2,OT,17562,,
2010-12-11,Carolina Hurricanes,2,St. Louis Blues,1,SO,19150,,
2010-12-11,Montreal Canadiens,1,Toronto Maple Leafs,3,,19656,,
2010-12-11,Tampa Bay Lightning,5,Vancouver Canucks,4,OT,18860,,
2010-12-11,Colorado Avalanche,3,Washington Capitals,2,,18398,,
2010-12-12,Minnesota Wild,2,Anaheim Ducks,6,,14338,,
2010-12-12,Vancouver Canucks,2,Edmonton Oilers,1,,16839,,
2010-12-12,Washington Capitals,0,New York Rangers,7,,18200,,
2010-12-13,Columbus Blue Jackets,2,Calgary Flames,3,OT,19289,,
2010-12-13,Chicago Blackhawks,5,Colorado Avalanche,7,,15924,,
2010-12-13,Los Angeles Kings,5,Detroit Red Wings,0,,17810,,
2010-12-13,New York Islanders,0,Nashville Predators,5,,14314,,
2010-12-13,Atlanta Thrashers,4,Ottawa Senators,3,OT,18184,,
2010-12-13,Dallas Stars,3,San Jose Sharks,2,SO,17562,,
2010-12-14,Toronto Maple Leafs,4,Edmonton Oilers,1,,16839,,
2010-12-14,Pittsburgh Penguins,2,Philadelphia Flyers,3,,19824,,
2010-12-15,Boston Bruins,2,Buffalo Sabres,3,,18197,,
2010-12-15,Colorado Avalanche,4,Chicago Blackhawks,3,,21121,,
2010-12-15,St. Louis Blues,2,Detroit Red Wings,5,,18769,,
2010-12-15,Carolina Hurricanes,4,Florida Panthers,3,,14651,,
2010-12-15,Philadelphia Flyers,5,Montreal Canadiens,3,,21273,,
2010-12-15,Phoenix Coyotes,0,New Jersey Devils,3,,13208,,
2010-12-15,San Jose Sharks,2,Nashville Predators,3,,14731,,
2010-12-15,New York Rangers,4,Pittsburgh Penguins,1,,18242,,
2010-12-15,Atlanta Thrashers,1,Tampa Bay Lightning,2,SO,14441,,
2010-12-15,Columbus Blue Jackets,2,Vancouver Canucks,3,OT,18860,,
2010-12-15,Anaheim Ducks,2,Washington Capitals,1,OT,18398,,
2010-12-16,Carolina Hurricanes,3,Atlanta Thrashers,2,SO,11043,,
2010-12-16,Toronto Maple Leafs,2,Calgary Flames,5,,19289,,
2010-12-16,San Jose Sharks,4,Dallas Stars,3,OT,14899,,
2010-12-16,Columbus Blue Jackets,3,Edmonton Oilers,6,,16839,,
2010-12-16,Ottawa Senators,3,Minnesota Wild,1,,17366,,
2010-12-16,Boston Bruins,3,Montreal Canadiens,4,,21273,,
2010-12-16,Anaheim Ducks,2,New York Islanders,3,,7659,,
2010-12-16,Phoenix Coyotes,3,New York Rangers,4,SO,17675,,
2010-12-16,Los Angeles Kings,4,St. Louis Blues,6,,19150,,
2010-12-17,Detroit Red Wings,1,Chicago Blackhawks,4,,21904,,
2010-12-17,Ottawa Senators,5,Colorado Avalanche,6,OT,15113,,
2010-12-17,Buffalo Sabres,2,Florida Panthers,6,,16894,,
2010-12-17,Nashville Predators,3,New Jersey Devils,1,,14137,,
2010-12-18,New Jersey Devils,1,Atlanta Thrashers,7,,17024,,
2010-12-18,Washington Capitals,2,Boston Bruins,3,,17565,,
2010-12-18,Anaheim Ducks,2,Carolina Hurricanes,4,,16603,,
2010-12-18,Dallas Stars,2,Columbus Blue Jackets,1,,13973,,
2010-12-18,Minnesota Wild,3,Calgary Flames,1,,19289,,
2010-12-18,Los Angeles Kings,6,Nashville Predators,1,,16734,,
2010-12-18,Phoenix Coyotes,4,New York Islanders,3,SO,8433,,
2010-12-18,New York Rangers,1,Philadelphia Flyers,4,,19898,,
2010-12-18,San Jose Sharks,4,St. Louis Blues,1,,19150,,
2010-12-18,Buffalo Sabres,1,Tampa Bay Lightning,3,,17141,,
2010-12-18,Toronto Maple Leafs,1,Vancouver Canucks,4,,18860,,
2010-12-19,Los Angeles Kings,2,Chicago Blackhawks,3,,21523,,
2010-12-19,Montreal Canadiens,2,Colorado Avalanche,3,,18007,,
2010-12-19,Dallas Stars,4,Detroit Red Wings,3,OT,20066,,
2010-12-19,Washington Capitals,3,Ottawa Senators,2,,19516,,
2010-12-20,Anaheim Ducks,3,Boston Bruins,0,,17565,,
2010-12-20,Calgary Flames,1,Minnesota Wild,4,,18315,,
2010-12-20,Florida Panthers,5,Philadelphia Flyers,0,,19864,,
2010-12-20,Phoenix Coyotes,1,Pittsburgh Penguins,6,,18262,,
2010-12-20,Vancouver Canucks,3,St. Louis Blues,1,,19150,,
2010-12-20,Carolina Hurricanes,1,Tampa Bay Lightning,5,,17210,,
2010-12-20,Atlanta Thrashers,6,Toronto Maple Leafs,3,,19301,,
2010-12-21,St. Louis Blues,4,Atlanta Thrashers,2,,14662,,
2010-12-21,Anaheim Ducks,2,Buffalo Sabres,5,,18690,,
2010-12-21,Calgary Flames,1,Columbus Blue Jackets,3,,12443,,
2010-12-21,Los Angeles Kings,5,Colorado Avalanche,0,,15891,,
2010-12-21,Montreal Canadiens,2,Dallas Stars,5,,17805,,
2010-12-21,Edmonton Oilers,1,San Jose Sharks,2,,17562,,
2010-12-21,New Jersey Devils,1,Washington Capitals,5,,18398,,
2010-12-22,Nashville Predators,1,Chicago Blackhawks,4,,21526,,
2010-12-22,Vancouver Canucks,4,Detroit Red Wings,5,OT,20066,,
2010-12-22,Tampa Bay Lightning,1,New York Islanders,2,OT,7324,,
2010-12-22,Florida Panthers,2,Pittsburgh Penguins,5,,18238,,
2010-12-23,Atlanta Thrashers,1,Boston Bruins,4,,17565,,
2010-12-23,Florida Panthers,4,Buffalo Sabres,3,,18690,,
2010-12-23,Montreal Canadiens,3,Carolina Hurricanes,2,,16981,,
2010-12-23,Vancouver Canucks,7,Columbus Blue Jackets,3,,12159,,
2010-12-23,Minnesota Wild,3,Colorado Avalanche,1,,16323,,
2010-12-23,Calgary Flames,3,Dallas Stars,2,SO,15520,,
2010-12-23,Edmonton Oilers,2,Los Angeles Kings,3,SO,18118,,
2010-12-23,New York Islanders,5,New Jersey Devils,1,,13312,,
2010-12-23,Ottawa Senators,2,Nashville Predators,1,,17113,,
2010-12-23,Tampa Bay Lightning,4,New York Rangers,3,SO,18200,,
2010-12-23,Phoenix Coyotes,1,San Jose Sharks,4,,17562,,
2010-12-23,Detroit Red Wings,3,St. Louis Blues,4,,19150,,
2010-12-23,Pittsburgh Penguins,3,Washington Capitals,2,SO,18398,,
2010-12-26,Tampa Bay Lightning,3,Atlanta Thrashers,2,OT,14610,,
2010-12-26,Washington Capitals,3,Carolina Hurricanes,2,,10477,,
2010-12-26,Columbus Blue Jackets,1,Chicago Blackhawks,4,,21492,,
2010-12-26,Phoenix Coyotes,1,Dallas Stars,0,,17515,,
2010-12-26,Anaheim Ducks,1,Los Angeles Kings,4,,18313,,
2010-12-26,Detroit Red Wings,4,Minnesota Wild,1,,19227,,
2010-12-26,Toronto Maple Leafs,4,New Jersey Devils,1,,5329,,
2010-12-26,Montreal Canadiens,1,New York Islanders,4,,3136,,
2010-12-26,Pittsburgh Penguins,1,Ottawa Senators,3,,20146,,
2010-12-26,Nashville Predators,0,St. Louis Blues,2,,19150,,
2010-12-26,Edmonton Oilers,2,Vancouver Canucks,3,,18860,,
2010-12-27,Minnesota Wild,3,Columbus Blue Jackets,4,SO,14454,,
2010-12-27,Buffalo Sabres,2,Calgary Flames,5,,19289,,
2010-12-27,Detroit Red Wings,4,Colorado Avalanche,3,OT,18007,,
2010-12-27,Boston Bruins,3,Florida Panthers,2,SO,19250,,
2010-12-27,New York Islanders,2,New York Rangers,7,,18200,,
2010-12-27,Los Angeles Kings,4,San Jose Sharks,0,,17562,,
2010-12-28,Buffalo Sabres,4,Edmonton Oilers,2,,16839,,
2010-12-28,Dallas Stars,4,Nashville Predators,2,,17113,,
2010-12-28,Anaheim Ducks,3,Phoenix Coyotes,1,,14032,,
2010-12-28,Atlanta Thrashers,3,Pittsburgh Penguins,6,,18322,,
2010-12-28,Chicago Blackhawks,1,St. Louis Blues,3,,19150,,
2010-12-28,Boston Bruins,4,Tampa Bay Lightning,3,,20204,,
2010-12-28,Carolina Hurricanes,4,Toronto Maple Leafs,3,,19309,,
2010-12-28,Philadelphia Flyers,2,Vancouver Canucks,6,,18860,,
2010-12-28,Montreal Canadiens,0,Washington Capitals,3,,18398,,
2010-12-29,Detroit Red Wings,7,Dallas Stars,3,,18532,,
2010-12-29,San Jose Sharks,3,Minnesota Wild,5,,19131,,
2010-12-29,New York Rangers,3,New Jersey Devils,1,,17625,,
2010-12-29,Pittsburgh Penguins,1,New York Islanders,2,SO,14345,,
2010-12-29,Carolina Hurricanes,4,Ottawa Senators,0,,20221,,
2010-12-29,Los Angeles Kings,3,Phoenix Coyotes,6,,15153,,
2010-12-30,Boston Bruins,2,Atlanta Thrashers,3,SO,17624,,
2010-12-30,San Jose Sharks,5,Chicago Blackhawks,3,,22112,,
2010-12-30,Colorado Avalanche,4,Edmonton Oilers,3,SO,16839,,
2010-12-30,Philadelphia Flyers,7,Los Angeles Kings,4,,18118,,
2010-12-30,Montreal Canadiens,1,Tampa Bay Lightning,4,,20191,,
2010-12-30,Columbus Blue Jackets,3,Toronto Maple Leafs,2,,19148,,
2010-12-31,Philadelphia Flyers,2,Anaheim Ducks,5,,17103,,
2010-12-31,Ottawa Senators,3,Columbus Blue Jackets,4,OT,17652,,
2010-12-31,Colorado Avalanche,2,Calgary Flames,3,,19289,,
2010-12-31,Vancouver Canucks,4,Dallas Stars,1,,17733,,
2010-12-31,New York Islanders,4,Detroit Red Wings,3,OT,20066,,
2010-12-31,Montreal Canadiens,3,Florida Panthers,2,OT,20072,,
2010-12-31,Nashville Predators,4,Minnesota Wild,1,,18285,,
2010-12-31,Atlanta Thrashers,1,New Jersey Devils,3,,13492,,
2010-12-31,Phoenix Coyotes,3,St. Louis Blues,4,,19150,,
2011-01-01,Boston Bruins,6,Buffalo Sabres,7,SO,18690,,
2011-01-01,New Jersey Devils,3,Carolina Hurricanes,6,,16107,,
2011-01-01,Calgary Flames,2,Edmonton Oilers,1,,16839,,
2011-01-01,San Jose Sharks,1,Los Angeles Kings,0,,18118,,
2011-01-01,Toronto Maple Leafs,5,Ottawa Senators,1,,20027,,
2011-01-01,Washington Capitals,3,Pittsburgh Penguins,1,,68111,,NHL Winter Classic
2011-01-01,New York Rangers,1,Tampa Bay Lightning,2,OT,18242,,
2011-01-02,Chicago Blackhawks,1,Anaheim Ducks,2,,16004,,
2011-01-02,Vancouver Canucks,2,Colorado Avalanche,1,,15323,,
2011-01-02,Philadelphia Flyers,3,Detroit Red Wings,2,,20066,,
2011-01-02,New York Rangers,0,Florida Panthers,3,,16752,,
2011-01-02,Phoenix Coyotes,5,Minnesota Wild,6,OT,17240,,
2011-01-02,Atlanta Thrashers,4,Montreal Canadiens,3,OT,21273,,
2011-01-02,Columbus Blue Jackets,1,Nashville Predators,4,,14593,,
2011-01-02,Dallas Stars,4,St. Louis Blues,2,,19150,,
2011-01-03,Florida Panthers,4,Carolina Hurricanes,3,OT,16637,,
2011-01-03,New York Islanders,5,Calgary Flames,2,,19289,,
2011-01-03,Chicago Blackhawks,4,Los Angeles Kings,3,,17916,,
2011-01-03,Vancouver Canucks,4,San Jose Sharks,3,,17562,,
2011-01-03,Boston Bruins,2,Toronto Maple Leafs,1,,19052,,
2011-01-04,Buffalo Sabres,3,Colorado Avalanche,4,OT,12548,,
2011-01-04,Detroit Red Wings,5,Edmonton Oilers,3,,16839,,
2011-01-04,Minnesota Wild,2,New Jersey Devils,1,,13257,,
2011-01-04,Columbus Blue Jackets,2,Phoenix Coyotes,4,,8222,,
2011-01-04,Tampa Bay Lightning,1,Washington Capitals,0,OT,18398,,
2011-01-05,Nashville Predators,4,Anaheim Ducks,1,,12216,,
2011-01-05,Dallas Stars,4,Chicago Blackhawks,2,,21245,,
2011-01-05,Atlanta Thrashers,3,Florida Panthers,2,,12803,,
2011-01-05,Carolina Hurricanes,1,New York Rangers,2,OT,18200,,
2011-01-05,Tampa Bay Lightning,1,Pittsburgh Penguins,8,,18261,,
2011-01-05,Calgary Flames,1,Vancouver Canucks,3,,18860,,
2011-01-06,Minnesota Wild,3,Boston Bruins,1,,17565,,
2011-01-06,Phoenix Coyotes,2,Colorado Avalanche,0,,12308,,
2011-01-06,New York Islanders,1,Edmonton Oilers,2,,16839,,
2011-01-06,Nashville Predators,5,Los Angeles Kings,2,,17823,,
2011-01-06,Pittsburgh Penguins,1,Montreal Canadiens,2,SO,21273,,
2011-01-06,Philadelphia Flyers,4,New Jersey Devils,2,,15098,,
2011-01-06,Buffalo Sabres,3,San Jose Sharks,0,,17562,,
2011-01-06,St. Louis Blues,5,Toronto Maple Leafs,6,SO,19283,,
2011-01-07,Columbus Blue Jackets,0,Anaheim Ducks,6,,12815,,
2011-01-07,Toronto Maple Leafs,9,Atlanta Thrashers,3,,14592,,
2011-01-07,Detroit Red Wings,5,Calgary Flames,4,SO,19289,,
2011-01-07,Ottawa Senators,2,Chicago Blackhawks,3,SO,21657,,
2011-01-07,New York Rangers,3,Dallas Stars,2,SO,14934,,
2011-01-07,Carolina Hurricanes,5,Florida Panthers,3,,14262,,
2011-01-07,Edmonton Oilers,1,Vancouver Canucks,6,,18860,,
2011-01-08,New York Islanders,4,Colorado Avalanche,3,OT,15171,,
2011-01-08,Columbus Blue Jackets,4,Los Angeles Kings,6,,18118,,
2011-01-08,Boston Bruins,2,Montreal Canadiens,3,OT,21273,,
2011-01-08,Tampa Bay Lightning,2,Ottawa Senators,1,,19698,,
2011-01-08,New Jersey Devils,1,Philadelphia Flyers,2,,19859,,
2011-01-08,Buffalo Sabres,2,Phoenix Coyotes,1,OT,13905,,
2011-01-08,Minnesota Wild,4,Pittsburgh Penguins,0,,18263,,
2011-01-08,Nashville Predators,2,San Jose Sharks,1,,17562,,
2011-01-08,New York Rangers,2,St. Louis Blues,1,,19150,,
2011-01-08,Detroit Red Wings,2,Vancouver Canucks,1,SO,18860,,
2011-01-08,Florida Panthers,2,Washington Capitals,3,,18398,,
2011-01-09,San Jose Sharks,0,Anaheim Ducks,1,,16172,,
2011-01-09,Atlanta Thrashers,3,Carolina Hurricanes,4,OT,17907,,
2011-01-09,New York Islanders,0,Chicago Blackhawks,5,,21205,,
2011-01-09,Dallas Stars,4,Minnesota Wild,0,,18082,,
2011-01-09,Tampa Bay Lightning,3,New Jersey Devils,6,,16197,,
2011-01-10,Detroit Red Wings,4,Colorado Avalanche,5,,17535,,
2011-01-10,Toronto Maple Leafs,3,Los Angeles Kings,2,,17834,,
2011-01-10,Boston Bruins,4,Pittsburgh Penguins,2,,18245,,
2011-01-10,Phoenix Coyotes,4,St. Louis Blues,3,,19150,,
2011-01-11,Ottawa Senators,0,Boston Bruins,6,,17565,,
2011-01-11,Philadelphia Flyers,5,Buffalo Sabres,2,,18155,,
2011-01-11,Calgary Flames,5,Carolina Hurricanes,6,SO,10096,,
2011-01-11,Phoenix Coyotes,4,Columbus Blue Jackets,3,,11109,,
2011-01-11,Edmonton Oilers,2,Dallas Stars,3,,12463,,
2011-01-11,Washington Capitals,3,Florida Panthers,4,OT,14790,,
2011-01-11,Minnesota Wild,1,Nashville Predators,5,,15311,,
2011-01-11,Vancouver Canucks,4,New York Islanders,3,SO,8913,,
2011-01-11,Montreal Canadiens,2,New York Rangers,1,,18200,,
2011-01-11,Toronto Maple Leafs,4,San Jose Sharks,2,,17562,,
2011-01-12,St. Louis Blues,4,Anaheim Ducks,7,,12499,,
2011-01-12,Colorado Avalanche,0,Chicago Blackhawks,4,,21356,,
2011-01-12,Pittsburgh Penguins,5,Montreal Canadiens,2,,21273,,
2011-01-12,Washington Capitals,0,Tampa Bay Lightning,3,,18135,,
2011-01-13,Philadelphia Flyers,5,Boston Bruins,7,,17565,,
2011-01-13,Carolina Hurricanes,2,Buffalo Sabres,3,,18276,,
2011-01-13,Nashville Predators,2,Florida Panthers,3,,12228,,
2011-01-13,St. Louis Blues,3,Los Angeles Kings,1,,17932,,
2011-01-13,Ottawa Senators,6,New York Islanders,4,,8670,,
2011-01-13,Vancouver Canucks,0,New York Rangers,1,,18200,,
2011-01-13,Toronto Maple Leafs,1,Phoenix Coyotes,5,,11205,,
2011-01-13,Edmonton Oilers,5,San Jose Sharks,2,,17562,,
2011-01-14,Philadelphia Flyers,5,Atlanta Thrashers,2,,15081,,
2011-01-14,Detroit Red Wings,2,Columbus Blue Jackets,3,SO,18684,,
2011-01-14,Colorado Avalanche,4,Minnesota Wild,1,,18218,,
2011-01-14,Calgary Flames,3,Ottawa Senators,2,,19984,,
2011-01-14,New Jersey Devils,5,Tampa Bay Lightning,2,,18736,,
2011-01-14,Vancouver Canucks,4,Washington Capitals,2,,18398,,
2011-01-15,Pittsburgh Penguins,3,Boston Bruins,2,,17565,,
2011-01-15,Tampa Bay Lightning,4,Carolina Hurricanes,6,,18680,,
2011-01-15,Atlanta Thrashers,1,Dallas Stars,6,,17702,,
2011-01-15,Columbus Blue Jackets,5,Detroit Red Wings,6,OT,20066,,
2011-01-15,New Jersey Devils,2,Florida Panthers,3,OT,17825,,
2011-01-15,Edmonton Oilers,2,Los Angeles Kings,5,,18118,,
2011-01-15,New York Rangers,2,Montreal Canadiens,3,,21273,,
2011-01-15,Chicago Blackhawks,2,Nashville Predators,3,SO,17113,,
2011-01-15,Buffalo Sabres,3,New York Islanders,5,,12223,,
2011-01-15,Anaheim Ducks,2,Phoenix Coyotes,6,,10951,,
2011-01-15,St. Louis Blues,2,San Jose Sharks,4,,17562,,
2011-01-15,Calgary Flames,2,Toronto Maple Leafs,1,SO,19462,,
2011-01-16,Edmonton Oilers,2,Anaheim Ducks,3,,15764,,
2011-01-16,Nashville Predators,3,Chicago Blackhawks,6,,21387,,
2011-01-16,Vancouver Canucks,0,Minnesota Wild,4,,18458,,
2011-01-16,Philadelphia Flyers,3,New York Rangers,2,,18200,,
2011-01-16,Ottawa Senators,1,Washington Capitals,3,,18398,,
2011-01-17,Carolina Hurricanes,0,Boston Bruins,7,,17565,,
2011-01-17,Los Angeles Kings,1,Dallas Stars,2,,14163,,
2011-01-17,Atlanta Thrashers,3,Florida Panthers,2,SO,11477,,
2011-01-17,Calgary Flames,4,Montreal Canadiens,5,OT,21273,,
2011-01-17,New Jersey Devils,5,New York Islanders,2,,13119,,
2011-01-17,San Jose Sharks,4,Phoenix Coyotes,2,,9672,,
2011-01-18,Montreal Canadiens,1,Buffalo Sabres,2,OT,18225,,
2011-01-18,Boston Bruins,3,Carolina Hurricanes,2,,17419,,
2011-01-18,Vancouver Canucks,3,Colorado Avalanche,4,OT,12791,,
2011-01-18,Minnesota Wild,4,Edmonton Oilers,1,,16839,,
2011-01-18,Anaheim Ducks,2,Ottawa Senators,1,SO,19515,,
2011-01-18,Washington Capitals,2,Philadelphia Flyers,3,OT,19824,,
2011-01-18,Nashville Predators,5,Phoenix Coyotes,2,,8236,,
2011-01-18,Detroit Red Wings,1,Pittsburgh Penguins,4,,18284,,
2011-01-18,Los Angeles Kings,1,St. Louis Blues,2,,19150,,
2011-01-18,Columbus Blue Jackets,2,Tampa Bay Lightning,3,SO,13291,,
2011-01-19,Minnesota Wild,6,Calgary Flames,0,,19289,,
2011-01-19,Columbus Blue Jackets,3,Florida Panthers,2,OT,11629,,
2011-01-19,Toronto Maple Leafs,0,New York Rangers,7,,18200,,
2011-01-20,Tampa Bay Lightning,3,Atlanta Thrashers,2,SO,12314,,
2011-01-20,Buffalo Sabres,4,Boston Bruins,2,,17565,,
2011-01-20,New York Rangers,1,Carolina Hurricanes,4,,15861,,
2011-01-20,Nashville Predators,5,Colorado Avalanche,1,,12638,,
2011-01-20,Dallas Stars,4,Edmonton Oilers,2,,16839,,
2011-01-20,Phoenix Coyotes,2,Los Angeles Kings,0,,18118,,
2011-01-20,Pittsburgh Penguins,0,New Jersey Devils,2,,14890,,
2011-01-20,Washington Capitals,2,New York Islanders,1,,9119,,
2011-01-20,Ottawa Senators,2,Philadelphia Flyers,6,,19721,,
2011-01-20,Detroit Red Wings,4,St. Louis Blues,3,OT,19150,,
2011-01-20,Anaheim Ducks,2,Toronto Maple Leafs,5,,19399,,
2011-01-20,San Jose Sharks,2,Vancouver Canucks,1,SO,18860,,
2011-01-21,New York Islanders,5,Buffalo Sabres,2,,18690,,
2011-01-21,Dallas Stars,4,Calgary Flames,7,,19289,,
2011-01-21,Tampa Bay Lightning,2,Florida Panthers,1,SO,17328,,
2011-01-21,Montreal Canadiens,7,Ottawa Senators,1,,20337,,
2011-01-22,New York Rangers,3,Atlanta Thrashers,2,SO,17061,,
2011-01-22,Boston Bruins,6,Colorado Avalanche,2,,18007,,
2011-01-22,Chicago Blackhawks,4,Detroit Red Wings,1,,20066,,
2011-01-22,Anaheim Ducks,4,Montreal Canadiens,3,SO,21273,,
2011-01-22,New Jersey Devils,3,Philadelphia Flyers,1,,19847,,
2011-01-22,Los Angeles Kings,4,Phoenix Coyotes,3,,13210,,
2011-01-22,Carolina Hurricanes,2,Pittsburgh Penguins,3,,18305,,
2011-01-22,Minnesota Wild,3,San Jose Sharks,4,,17562,,
2011-01-22,Columbus Blue Jackets,5,St. Louis Blues,2,,19150,,
2011-01-22,Washington Capitals,4,Toronto Maple Leafs,1,,19554,,
2011-01-22,Calgary Flames,4,Vancouver Canucks,3,SO,18860,,
2011-01-23,Philadelphia Flyers,4,Chicago Blackhawks,1,,21660,,
2011-01-23,Nashville Predators,3,Edmonton Oilers,2,SO,16839,,
2011-01-23,Florida Panthers,2,New Jersey Devils,5,,15109,,
2011-01-23,Buffalo Sabres,5,New York Islanders,3,,10120,,
2011-01-23,Atlanta Thrashers,1,Tampa Bay Lightning,7,,13916,,
2011-01-24,Toronto Maple Leafs,4,Carolina Hurricanes,6,,16201,,
2011-01-24,Nashville Predators,1,Calgary Flames,3,,19289,,
2011-01-24,St. Louis Blues,3,Colorado Avalanche,4,,12338,,
2011-01-24,Boston Bruins,0,Los Angeles Kings,2,,18118,,
2011-01-24,Dallas Stars,1,Vancouver Canucks,7,,18860,,
2011-01-24,New York Rangers,2,Washington Capitals,1,SO,18398,,
2011-01-25,Anaheim Ducks,3,Columbus Blue Jackets,2,,11700,,
2011-01-25,Minnesota Wild,4,Chicago Blackhawks,2,,21247,,
2011-01-25,Florida Panthers,4,New York Rangers,3,,18200,,
2011-01-25,Buffalo Sabres,3,Ottawa Senators,2,OT,18990,,
2011-01-25,Montreal Canadiens,2,Philadelphia Flyers,5,,19878,,
2011-01-25,Edmonton Oilers,4,Phoenix Coyotes,3,,10057,,
2011-01-25,New York Islanders,0,Pittsburgh Penguins,1,,18225,,
2011-01-25,Toronto Maple Leafs,0,Tampa Bay Lightning,2,,14335,,
2011-01-26,Washington Capitals,0,Atlanta Thrashers,1,,14513,,
2011-01-26,Florida Panthers,1,Boston Bruins,2,,17565,,
2011-01-26,St. Louis Blues,1,Calgary Flames,4,,19289,,
2011-01-26,Phoenix Coyotes,5,Colorado Avalanche,2,,13740,,
2011-01-26,Edmonton Oilers,1,Dallas Stars,3,,13875,,
2011-01-26,New Jersey Devils,1,Detroit Red Wings,3,,20066,,
2011-01-26,San Jose Sharks,2,Los Angeles Kings,3,SO,18118,,
2011-01-26,Carolina Hurricanes,4,New York Islanders,2,,4976,,
2011-01-26,Nashville Predators,1,Vancouver Canucks,2,,18860,,
2011-02-01,New York Islanders,4,Atlanta Thrashers,1,,11176,,
2011-02-01,Boston Bruins,3,Carolina Hurricanes,2,,18126,,
2011-02-01,Chicago Blackhawks,7,Columbus Blue Jackets,4,,12568,,
2011-02-01,Vancouver Canucks,4,Dallas Stars,1,,12884,,
2011-02-01,Los Angeles Kings,0,Minnesota Wild,1,SO,17504,,
2011-02-01,Ottawa Senators,1,New Jersey Devils,2,,7218,,
2011-02-01,Calgary Flames,3,Nashville Predators,2,SO,14360,,
