Date,Visitor,G,Home,G,,Att.,LOG,Notes
2006-12-05,Detroit Red Wings,5,St. Louis Blues,1,,,,
2006-12-05,Buffalo Sabres,4,Tampa Bay Lightning,1,,,,
2006-12-05,Atlanta Thrashers,5,Toronto Maple Leafs,2,,,,
2006-12-06,Nashville Predators,0,Anaheim Ducks,4,,,,
2006-12-06,Phoenix Coyotes,0,Dallas Stars,3,,,,
2006-12-06,Carolina Hurricanes,1,Edmonton Oilers,3,,,,
2006-12-06,Montreal Canadiens,1,New Jersey Devils,2,OT,,,
2006-12-06,Ottawa Senators,2,Washington Capitals,6,,,,
2006-12-07,Toronto Maple Leafs,1,Boston Bruins,3,,,,
2006-12-07,Phoenix Coyotes,2,Chicago Blackhawks,1,SO,,,
2006-12-07,St. Louis Blues,3,Detroit Red Wings,4,OT,,,
2006-12-07,Buffalo Sabres,1,Florida Panthers,3,,,,
2006-12-07,Nashville Predators,4,Los Angeles Kings,1,,,,
2006-12-07,Calgary Flames,2,Minnesota Wild,3,SO,,,
2006-12-07,Montreal Canadiens,4,New York Islanders,2,,,,
2006-12-07,Pittsburgh Penguins,2,New York Rangers,3,SO,,,
2006-12-07,Colorado Avalanche,5,San Jose Sharks,2,,,,
2006-12-07,Atlanta Thrashers,0,Tampa Bay Lightning,8,,,,
2006-12-08,Edmonton Oilers,2,Dallas Stars,0,,,,
2006-12-08,Philadelphia Flyers,0,New Jersey Devils,2,,,,
2006-12-08,Carolina Hurricanes,3,Vancouver Canucks,4,OT,,,
2006-12-08,Anaheim Ducks,6,Washington Capitals,1,,,,
2006-12-09,Pittsburgh Penguins,4,Atlanta Thrashers,3,OT,,,
2006-12-09,New Jersey Devils,5,Boston Bruins,1,,,,
2006-12-09,Vancouver Canucks,3,Calgary Flames,5,,,,
2006-12-09,Toronto Maple Leafs,1,Detroit Red Wings,5,,,,
2006-12-09,Colorado Avalanche,4,Los Angeles Kings,5,,,,
2006-12-09,Chicago Blackhawks,4,Minnesota Wild,5,OT,,,
2006-12-09,Buffalo Sabres,3,Montreal Canadiens,2,SO,,,
2006-12-09,Florida Panthers,4,New York Islanders,5,SO,,,
2006-12-09,New York Rangers,3,Ottawa Senators,1,,,,
2006-12-09,Washington Capitals,5,Philadelphia Flyers,3,,,,
2006-12-09,Dallas Stars,4,Phoenix Coyotes,3,OT,,,
2006-12-09,Nashville Predators,1,San Jose Sharks,3,,,,
2006-12-09,Columbus Blue Jackets,5,St. Louis Blues,1,,,,
2006-12-09,Anaheim Ducks,4,Tampa Bay Lightning,3,,,,
2006-12-10,Ottawa Senators,2,Columbus Blue Jackets,6,,,,
2006-12-10,Edmonton Oilers,1,Chicago Blackhawks,4,,,,
2006-12-10,Florida Panthers,1,New York Rangers,2,,,,
2006-12-11,Carolina Hurricanes,2,Colorado Avalanche,5,,,,
2006-12-11,Phoenix Coyotes,0,San Jose Sharks,4,,,,
2006-12-11,Pittsburgh Penguins,5,Washington Capitals,4,SO,,,
2006-12-12,Minnesota Wild,2,Calgary Flames,5,,,,
2006-12-12,Columbus Blue Jackets,3,Dallas Stars,1,,,,
2006-12-12,Ottawa Senators,3,Detroit Red Wings,2,,,,
2006-12-12,Anaheim Ducks,5,Florida Panthers,4,,,,
2006-12-12,San Jose Sharks,3,Los Angeles Kings,1,,,,
2006-12-12,Boston Bruins,3,Montreal Canadiens,4,,,,
2006-12-12,Buffalo Sabres,3,New Jersey Devils,2,,,,
2006-12-12,Edmonton Oilers,2,Nashville Predators,3,,,,
2006-12-12,New York Rangers,3,Philadelphia Flyers,1,,,,
2006-12-12,Chicago Blackhawks,3,St. Louis Blues,2,,,,
2006-12-12,Tampa Bay Lightning,4,Toronto Maple Leafs,5,,,,
2006-12-12,Phoenix Coyotes,2,Vancouver Canucks,5,,,,
2006-12-13,Anaheim Ducks,2,Atlanta Thrashers,1,,,,
2006-12-13,St. Louis Blues,1,Colorado Avalanche,4,,,,
2006-12-13,Philadelphia Flyers,4,Pittsburgh Penguins,8,,,,
2006-12-14,New Jersey Devils,3,Boston Bruins,5,,,,
2006-12-14,Florida Panthers,1,Buffalo Sabres,2,,,,
2006-12-14,Detroit Red Wings,3,Chicago Blackhawks,2,,,,
2006-12-14,New York Rangers,5,Dallas Stars,2,,,,
2006-12-14,Minnesota Wild,1,Edmonton Oilers,3,,,,
2006-12-14,Tampa Bay Lightning,2,Montreal Canadiens,4,,,,
2006-12-14,Ottawa Senators,0,Nashville Predators,6,,,,
2006-12-14,Columbus Blue Jackets,4,Phoenix Coyotes,5,SO,,,
2006-12-14,Los Angeles Kings,4,San Jose Sharks,2,,,,
2006-12-14,Calgary Flames,1,Vancouver Canucks,3,,,,
2006-12-15,Washington Capitals,3,Atlanta Thrashers,2,OT,,,
2006-12-15,Toronto Maple Leafs,4,Carolina Hurricanes,3,,,,
2006-12-15,Edmonton Oilers,1,Colorado Avalanche,4,,,,
2006-12-15,New York Islanders,4,Pittsburgh Penguins,7,,,,
2006-12-16,Florida Panthers,6,Boston Bruins,3,,,,
2006-12-16,Ottawa Senators,3,Buffalo Sabres,1,,,,
2006-12-16,Chicago Blackhawks,6,Columbus Blue Jackets,4,,,,
2006-12-16,Dallas Stars,4,Los Angeles Kings,3,SO,,,
2006-12-16,Pittsburgh Penguins,3,Montreal Canadiens,6,,,,
2006-12-16,Detroit Red Wings,2,New Jersey Devils,1,,,,
2006-12-16,St. Louis Blues,2,Nashville Predators,3,SO,,,
2006-12-16,Atlanta Thrashers,0,New York Islanders,6,,,,
2006-12-16,Calgary Flames,6,Phoenix Coyotes,3,,,,
2006-12-16,Anaheim Ducks,3,San Jose Sharks,4,,,,
2006-12-16,Carolina Hurricanes,3,Tampa Bay Lightning,2,,,,
2006-12-16,New York Rangers,2,Toronto Maple Leafs,9,,,,
2006-12-16,Minnesota Wild,1,Vancouver Canucks,2,,,,
2006-12-16,Philadelphia Flyers,1,Washington Capitals,4,,,,
2006-12-17,Colorado Avalanche,1,Chicago Blackhawks,2,,,,
2006-12-17,New Jersey Devils,6,New York Rangers,1,,,,
2006-12-17,Nashville Predators,2,St. Louis Blues,1,OT,,,
2006-12-18,Calgary Flames,1,Anaheim Ducks,4,,,,
2006-12-18,Detroit Red Wings,3,Columbus Blue Jackets,4,,,,
2006-12-19,Montreal Canadiens,5,Buffalo Sabres,2,,,,
2006-12-19,Colorado Avalanche,7,Edmonton Oilers,6,,,,
2006-12-19,Calgary Flames,5,Los Angeles Kings,3,,,,
2006-12-19,Vancouver Canucks,2,Minnesota Wild,5,,,,
2006-12-19,Atlanta Thrashers,4,New Jersey Devils,3,SO,,,
2006-12-19,New York Islanders,4,New York Rangers,3,,,,
2006-12-19,Boston Bruins,7,Ottawa Senators,2,,,,
2006-12-19,Carolina Hurricanes,2,Philadelphia Flyers,1,,,,
2006-12-19,St. Louis Blues,4,Pittsburgh Penguins,1,,,,
2006-12-19,Florida Panthers,7,Toronto Maple Leafs,3,,,,
2006-12-19,Tampa Bay Lightning,5,Washington Capitals,4,,,,
2006-12-20,Dallas Stars,1,Anaheim Ducks,4,,,,
2006-12-20,Nashville Predators,2,Chicago Blackhawks,1,,,,
2006-12-20,Columbus Blue Jackets,0,Detroit Red Wings,5,,,,
2006-12-21,Pittsburgh Penguins,3,Atlanta Thrashers,4,SO,,,
2006-12-21,Vancouver Canucks,0,Boston Bruins,2,,,,
2006-12-21,New York Rangers,2,Florida Panthers,3,,,,
2006-12-21,Philadelphia Flyers,2,Montreal Canadiens,4,,,,
2006-12-21,Buffalo Sabres,7,Nashville Predators,2,,,,
2006-12-21,Tampa Bay Lightning,4,Ottawa Senators,2,,,,
2006-12-21,Edmonton Oilers,3,Phoenix Coyotes,2,,,,
2006-12-21,Dallas Stars,3,San Jose Sharks,0,,,,
2006-12-21,Los Angeles Kings,2,St. Louis Blues,5,,,,
2006-12-22,New York Islanders,1,Carolina Hurricanes,5,,,,
2006-12-22,Vancouver Canucks,2,Columbus Blue Jackets,3,,,,
2006-12-22,Toronto Maple Leafs,1,Chicago Blackhawks,3,,,,
2006-12-22,Minnesota Wild,1,Detroit Red Wings,3,,,,
2006-12-22,New Jersey Devils,4,Washington Capitals,1,,,,
2006-12-23,New Jersey Devils,2,Atlanta Thrashers,5,,,,
2006-12-23,Montreal Canadiens,2,Boston Bruins,4,,,,
2006-12-23,Chicago Blackhawks,2,Colorado Avalanche,3,,,,
2006-12-23,Edmonton Oilers,2,Dallas Stars,3,,,,
2006-12-23,Carolina Hurricanes,3,Florida Panthers,2,OT,,,
2006-12-23,Detroit Red Wings,2,Minnesota Wild,3,OT,,,
2006-12-23,Los Angeles Kings,0,Nashville Predators,7,,,,
2006-12-23,Columbus Blue Jackets,0,New York Islanders,4,,,,
2006-12-23,Ottawa Senators,6,Philadelphia Flyers,3,,,,
2006-12-23,Anaheim Ducks,0,Phoenix Coyotes,2,,,,
2006-12-23,Calgary Flames,1,San Jose Sharks,4,,,,
2006-12-23,Buffalo Sabres,2,St. Louis Blues,3,OT,,,
2006-12-23,New York Rangers,3,Tampa Bay Lightning,4,,,,
2006-12-23,Washington Capitals,3,Toronto Maple Leafs,2,,,,
2006-12-26,Tampa Bay Lightning,1,Atlanta Thrashers,2,,,,
2006-12-26,Washington Capitals,3,Buffalo Sabres,6,,,,
2006-12-26,Florida Panthers,2,Carolina Hurricanes,4,,,,
2006-12-26,Boston Bruins,4,Columbus Blue Jackets,5,OT,,,
2006-12-26,Vancouver Canucks,3,Calgary Flames,1,,,,
2006-12-26,Dallas Stars,1,Chicago Blackhawks,2,,,,
2006-12-26,Phoenix Coyotes,3,Los Angeles Kings,4,SO,,,
2006-12-26,Pittsburgh Penguins,0,New Jersey Devils,3,,,,
2006-12-26,St. Louis Blues,2,Nashville Predators,3,SO,,,
2006-12-26,New York Rangers,0,New York Islanders,2,,,,
2006-12-26,Anaheim Ducks,4,San Jose Sharks,3,,,,
2006-12-26,Minnesota Wild,3,Toronto Maple Leafs,4,,,,
2006-12-27,Dallas Stars,5,Colorado Avalanche,4,,,,
2006-12-27,Minnesota Wild,1,Detroit Red Wings,3,,,,
2006-12-27,Philadelphia Flyers,1,Florida Panthers,3,,,,
2006-12-27,New York Islanders,0,Ottawa Senators,2,,,,
2006-12-27,Atlanta Thrashers,4,Pittsburgh Penguins,2,,,,
2006-12-27,Calgary Flames,5,Vancouver Canucks,6,OT,,,
2006-12-27,Montreal Canadiens,4,Washington Capitals,1,,,,
2006-12-28,Carolina Hurricanes,1,Buffalo Sabres,4,,,,
2006-12-28,Detroit Red Wings,7,Columbus Blue Jackets,4,,,,
2006-12-28,Los Angeles Kings,7,Edmonton Oilers,4,,,,
2006-12-28,Phoenix Coyotes,3,San Jose Sharks,2,,,,
2006-12-28,Philadelphia Flyers,4,Tampa Bay Lightning,3,,,,
2006-12-29,Anaheim Ducks,2,Carolina Hurricanes,4,,,,
2006-12-29,Los Angeles Kings,4,Calgary Flames,6,,,,
2006-12-29,Boston Bruins,5,Chicago Blackhawks,3,,,,
2006-12-29,St. Louis Blues,4,Colorado Avalanche,2,,,,
2006-12-29,Nashville Predators,1,Dallas Stars,4,,,,
2006-12-29,Montreal Canadiens,1,Florida Panthers,3,,,,
2006-12-29,Columbus Blue Jackets,3,Minnesota Wild,4,OT,,,
2006-12-29,Washington Capitals,3,New Jersey Devils,4,,,,
2006-12-29,New York Rangers,0,Ottawa Senators,1,,,,
2006-12-29,Toronto Maple Leafs,1,Pittsburgh Penguins,4,,,,
2006-12-30,Atlanta Thrashers,1,Buffalo Sabres,4,,,,
2006-12-30,Vancouver Canucks,6,Edmonton Oilers,2,,,,
2006-12-30,Boston Bruins,0,Nashville Predators,5,,,,
2006-12-30,New Jersey Devils,2,New York Islanders,0,,,,
2006-12-30,Washington Capitals,1,New York Rangers,4,,,,
2006-12-30,San Jose Sharks,0,Phoenix Coyotes,8,,,,
2006-12-30,Colorado Avalanche,0,St. Louis Blues,2,,,,
2006-12-30,Montreal Canadiens,1,Tampa Bay Lightning,3,,,,
2006-12-30,Ottawa Senators,3,Toronto Maple Leafs,2,OT,,,
2006-12-31,Philadelphia Flyers,5,Carolina Hurricanes,2,,,,
2006-12-31,Chicago Blackhawks,1,Columbus Blue Jackets,3,,,,
2006-12-31,Edmonton Oilers,2,Calgary Flames,4,,,,
2006-12-31,San Jose Sharks,4,Dallas Stars,2,,,,
2006-12-31,Los Angeles Kings,2,Detroit Red Wings,6,,,,
2006-12-31,Anaheim Ducks,3,Minnesota Wild,4,,,,
2007-01-01,New York Islanders,1,Buffalo Sabres,3,,,,
2007-01-01,Colorado Avalanche,5,Nashville Predators,3,,,,
2007-01-01,Atlanta Thrashers,3,Ottawa Senators,2,OT,,,
2007-01-01,Boston Bruins,1,Toronto Maple Leafs,5,,,,
2007-01-01,Phoenix Coyotes,3,Washington Capitals,2,,,,
2007-01-02,Vancouver Canucks,3,Calgary Flames,2,,,,
2007-01-02,Anaheim Ducks,1,Detroit Red Wings,2,,,,
2007-01-02,Florida Panthers,1,Edmonton Oilers,4,,,,
2007-01-02,Atlanta Thrashers,1,Minnesota Wild,5,,,,
2007-01-02,Tampa Bay Lightning,2,Montreal Canadiens,5,,,,
2007-01-02,New York Rangers,3,New Jersey Devils,2,SO,,,
2007-01-02,Philadelphia Flyers,3,New York Islanders,2,,,,
2007-01-02,Carolina Hurricanes,0,Pittsburgh Penguins,3,,,,
2007-01-02,Chicago Blackhawks,4,St. Louis Blues,1,,,,
2007-01-03,Columbus Blue Jackets,0,Los Angeles Kings,3,,,,
2007-01-03,Buffalo Sabres,3,Ottawa Senators,6,,,,
2007-01-03,Dallas Stars,1,Vancouver Canucks,2,SO,,,
2007-01-04,Toronto Maple Leafs,10,Boston Bruins,2,,,,
2007-01-04,Phoenix Coyotes,2,Carolina Hurricanes,0,,,,
2007-01-04,Florida Panthers,4,Calgary Flames,5,OT,,,
2007-01-04,Dallas Stars,6,Edmonton Oilers,5,SO,,,
2007-01-04,Tampa Bay Lightning,3,Minnesota Wild,2,,,,
2007-01-04,New York Islanders,3,New Jersey Devils,4,,,,
2007-01-04,Philadelphia Flyers,2,New York Rangers,3,,,,
2007-01-04,Detroit Red Wings,4,San Jose Sharks,9,,,,
2007-01-04,Chicago Blackhawks,0,St. Louis Blues,2,,,,
2007-01-04,Montreal Canadiens,1,Washington Capitals,5,,,,
2007-01-05,Columbus Blue Jackets,4,Anaheim Ducks,3,,,,
2007-01-05,Phoenix Coyotes,5,Atlanta Thrashers,4,OT,,,
2007-01-05,Pittsburgh Penguins,4,Buffalo Sabres,2,,,,
2007-01-05,Nashville Predators,8,Chicago Blackhawks,3,,,,
2007-01-05,Tampa Bay Lightning,2,Colorado Avalanche,4,,,,
2007-01-05,Edmonton Oilers,2,Vancouver Canucks,3,OT,,,
2007-01-06,Philadelphia Flyers,3,Boston Bruins,4,,,,
2007-01-06,New York Islanders,2,Carolina Hurricanes,4,,,,
2007-01-06,Dallas Stars,2,Calgary Flames,4,,,,
2007-01-06,Detroit Red Wings,2,Los Angeles Kings,4,,,,
2007-01-06,Colorado Avalanche,2,Minnesota Wild,1,SO,,,
2007-01-06,New York Rangers,4,Montreal Canadiens,3,,,,
2007-01-06,St. Louis Blues,2,Nashville Predators,3,,,,
2007-01-06,New Jersey Devils,3,Ottawa Senators,2,,,,
2007-01-06,Columbus Blue Jackets,2,San Jose Sharks,5,,,,
2007-01-06,Buffalo Sabres,4,Toronto Maple Leafs,3,,,,
2007-01-06,Atlanta Thrashers,2,Washington Capitals,3,OT,,,
2007-01-07,Detroit Red Wings,2,Anaheim Ducks,4,,,,
2007-01-07,Phoenix Coyotes,4,Chicago Blackhawks,2,,,,
2007-01-07,New Jersey Devils,3,Montreal Canadiens,0,,,,
2007-01-07,Philadelphia Flyers,1,Ottawa Senators,6,,,,
2007-01-07,Tampa Bay Lightning,3,Pittsburgh Penguins,2,SO,,,
2007-01-07,Florida Panthers,3,Vancouver Canucks,4,SO,,,
2007-01-08,Edmonton Oilers,2,Los Angeles Kings,1,OT,,,
2007-01-09,St. Louis Blues,4,Columbus Blue Jackets,3,SO,,,
2007-01-09,Minnesota Wild,0,Calgary Flames,3,,,,
2007-01-09,Detroit Red Wings,4,Colorado Avalanche,3,SO,,,
2007-01-09,Phoenix Coyotes,5,Dallas Stars,2,,,,
2007-01-09,Atlanta Thrashers,2,Montreal Canadiens,4,,,,
2007-01-09,Anaheim Ducks,4,Nashville Predators,5,OT,,,
2007-01-09,New York Islanders,5,New York Rangers,3,,,,
2007-01-09,Boston Bruins,2,Ottawa Senators,5,,,,
2007-01-09,Pittsburgh Penguins,2,Tampa Bay Lightning,3,,,,
2007-01-09,Carolina Hurricanes,4,Toronto Maple Leafs,1,,,,
2007-01-09,Philadelphia Flyers,2,Washington Capitals,6,,,,
2007-01-10,Buffalo Sabres,2,Chicago Blackhawks,1,,,,
2007-01-10,Pittsburgh Penguins,2,Florida Panthers,5,,,,
2007-01-10,St. Louis Blues,3,New Jersey Devils,2,,,,
2007-01-10,Edmonton Oilers,3,San Jose Sharks,2,,,,
2007-01-11,New York Islanders,5,Boston Bruins,4,SO,,,
2007-01-11,Toronto Maple Leafs,4,Buffalo Sabres,2,,,,
2007-01-11,Florida Panthers,4,Carolina Hurricanes,6,,,,
2007-01-11,Calgary Flames,7,Colorado Avalanche,3,,,,
2007-01-11,Anaheim Ducks,5,Dallas Stars,1,,,,
2007-01-11,San Jose Sharks,5,Los Angeles Kings,2,,,,
2007-01-11,Ottawa Senators,6,New York Rangers,4,,,,
2007-01-11,Montreal Canadiens,4,Philadelphia Flyers,2,,,,
2007-01-11,Detroit Red Wings,5,Phoenix Coyotes,1,,,,
2007-01-11,Washington Capitals,4,Tampa Bay Lightning,5,,,,
2007-01-11,Minnesota Wild,5,Vancouver Canucks,2,,,,
2007-01-12,Minnesota Wild,4,Edmonton Oilers,2,,,,
2007-01-12,Atlanta Thrashers,1,New Jersey Devils,2,,,,
2007-01-12,Columbus Blue Jackets,0,Nashville Predators,2,,,,
2007-01-13,Colorado Avalanche,3,Anaheim Ducks,2,SO,,,
2007-01-13,Tampa Bay Lightning,3,Buffalo Sabres,2,,,,
2007-01-13,Atlanta Thrashers,4,Carolina Hurricanes,3,SO,,,
2007-01-13,Nashville Predators,4,Columbus Blue Jackets,1,,,,
2007-01-13,Edmonton Oilers,1,Calgary Flames,3,,,,
2007-01-13,Chicago Blackhawks,3,Detroit Red Wings,6,,,,
2007-01-13,Washington Capitals,3,Florida Panthers,7,,,,
2007-01-13,New Jersey Devils,2,New York Islanders,1,OT,,,
2007-01-13,Boston Bruins,1,New York Rangers,3,,,,
2007-01-13,Montreal Canadiens,3,Ottawa Senators,8,,,,
2007-01-13,Pittsburgh Penguins,5,Philadelphia Flyers,3,,,,
2007-01-13,San Jose Sharks,4,Phoenix Coyotes,1,,,,
2007-01-13,Los Angeles Kings,5,St. Louis Blues,6,,,,
2007-01-13,Vancouver Canucks,6,Toronto Maple Leafs,1,,,,
2007-01-14,Minnesota Wild,4,Chicago Blackhawks,3,SO,,,
2007-01-15,Buffalo Sabres,2,Boston Bruins,3,SO,,,
2007-01-15,Los Angeles Kings,1,Dallas Stars,3,,,,
2007-01-15,Montreal Canadiens,0,Detroit Red Wings,2,,,,
2007-01-15,Calgary Flames,3,Nashville Predators,5,,,,
2007-01-15,Tampa Bay Lightning,4,New York Islanders,3,,,,
2007-01-15,St. Louis Blues,4,Phoenix Coyotes,5,SO,,,
2007-01-15,Colorado Avalanche,1,San Jose Sharks,3,,,,
2007-01-16,St. Louis Blues,6,Anaheim Ducks,2,,,,
2007-01-16,Los Angeles Kings,2,Atlanta Thrashers,6,,,,
2007-01-16,Columbus Blue Jackets,5,Chicago Blackhawks,4,OT,,,
2007-01-16,Carolina Hurricanes,3,Florida Panthers,2,OT,,,
2007-01-16,Edmonton Oilers,2,Minnesota Wild,1,,,,
2007-01-16,Vancouver Canucks,4,Montreal Canadiens,0,,,,
2007-01-16,New York Rangers,0,New Jersey Devils,1,,,,
2007-01-16,Washington Capitals,2,Ottawa Senators,5,,,,
2007-01-16,New York Islanders,2,Pittsburgh Penguins,5,,,,
2007-01-16,Toronto Maple Leafs,4,Tampa Bay Lightning,2,,,,
2007-01-17,Boston Bruins,3,Buffalo Sabres,6,,,,
2007-01-17,Phoenix Coyotes,3,Colorado Avalanche,4,,,,
2007-01-17,Calgary Flames,2,Dallas Stars,4,,,,
2007-01-17,Nashville Predators,3,Detroit Red Wings,5,,,,
2007-01-18,Montreal Canadiens,4,Atlanta Thrashers,1,,,,
2007-01-18,Pittsburgh Penguins,4,Boston Bruins,5,SO,,,
2007-01-18,Washington Capitals,5,Carolina Hurricanes,2,,,,
2007-01-18,Anaheim Ducks,1,Edmonton Oilers,4,,,,
2007-01-18,Toronto Maple Leafs,3,Florida Panthers,2,,,,
2007-01-18,St. Louis Blues,3,Los Angeles Kings,1,,,,
2007-01-18,Tampa Bay Lightning,3,New Jersey Devils,2,SO,,,
2007-01-18,Columbus Blue Jackets,0,Nashville Predators,4,,,,
2007-01-18,Vancouver Canucks,2,Ottawa Senators,1,,,,
2007-01-18,New York Islanders,4,Philadelphia Flyers,2,,,,
2007-01-18,Phoenix Coyotes,2,San Jose Sharks,5,,,,
2007-01-19,Vancouver Canucks,3,Buffalo Sabres,4,SO,,,
2007-01-19,Detroit Red Wings,1,Columbus Blue Jackets,3,,,,
2007-01-19,Anaheim Ducks,2,Calgary Flames,3,,,,
2007-01-19,Minnesota Wild,3,Chicago Blackhawks,0,,,,
2007-01-20,Ottawa Senators,3,Boston Bruins,0,,,,
2007-01-20,Tampa Bay Lightning,6,Carolina Hurricanes,5,SO,,,
2007-01-20,Detroit Red Wings,1,Colorado Avalanche,3,,,,
2007-01-20,Calgary Flames,4,Edmonton Oilers,0,,,,
2007-01-20,Phoenix Coyotes,3,Los Angeles Kings,2,,,,
2007-01-20,Dallas Stars,2,Minnesota Wild,1,SO,,,
2007-01-20,Buffalo Sabres,3,Montreal Canadiens,4,,,,
2007-01-20,Philadelphia Flyers,3,New Jersey Devils,4,SO,,,
2007-01-20,Chicago Blackhawks,3,Nashville Predators,6,,,,
2007-01-20,Atlanta Thrashers,3,New York Rangers,1,,,,
2007-01-20,Toronto Maple Leafs,2,Pittsburgh Penguins,8,,,,
2007-01-20,St. Louis Blues,1,San Jose Sharks,0,,,,
2007-01-20,Florida Panthers,4,Washington Capitals,1,,,,
2007-01-26,New York Islanders,4,Atlanta Thrashers,5,OT,,,
2007-01-26,Washington Capitals,2,Carolina Hurricanes,6,,,,
2007-01-26,Buffalo Sabres,2,Columbus Blue Jackets,3,,,,
2007-01-26,Nashville Predators,3,Chicago Blackhawks,1,,,,
2007-01-26,Phoenix Coyotes,5,Colorado Avalanche,4,SO,,,
2007-01-26,Pittsburgh Penguins,4,Dallas Stars,3,SO,,,
2007-01-26,San Jose Sharks,5,Edmonton Oilers,1,,,,
2007-01-26,Calgary Flames,1,Minnesota Wild,2,SO,,,
2007-01-26,Detroit Red Wings,1,St. Louis Blues,2,OT,,,
2007-01-26,New Jersey Devils,2,Tampa Bay Lightning,0,,,,
2007-01-26,Los Angeles Kings,3,Vancouver Canucks,2,OT,,,
2007-01-27,Minnesota Wild,2,Columbus Blue Jackets,3,,,,
2007-01-27,Los Angeles Kings,3,Edmonton Oilers,4,,,,
2007-01-27,New Jersey Devils,2,Florida Panthers,4,,,,
2007-01-27,Buffalo Sabres,3,New York Islanders,5,,,,
2007-01-27,Boston Bruins,1,Ottawa Senators,3,,,,
2007-01-27,New York Rangers,2,Philadelphia Flyers,1,,,,
2007-01-27,Pittsburgh Penguins,7,Phoenix Coyotes,2,,,,
2007-01-27,Nashville Predators,6,St. Louis Blues,3,,,,
2007-01-27,Montreal Canadiens,1,Toronto Maple Leafs,4,,,,
2007-01-27,Carolina Hurricanes,3,Washington Capitals,7,,,,
2007-01-28,Dallas Stars,1,Anaheim Ducks,4,,,,
2007-01-28,Philadelphia Flyers,2,Atlanta Thrashers,1,,,,
2007-01-28,Calgary Flames,3,Chicago Blackhawks,4,OT,,,
2007-01-28,Colorado Avalanche,1,Detroit Red Wings,3,,,,
2007-01-28,San Jose Sharks,1,Vancouver Canucks,3,,,,
2007-01-29,New York Rangers,6,Boston Bruins,1,,,,
2007-01-29,Ottawa Senators,1,Montreal Canadiens,3,,,,
2007-01-30,New Jersey Devils,4,Atlanta Thrashers,5,SO,,,
2007-01-30,Boston Bruins,1,Buffalo Sabres,7,,,,
2007-01-30,Toronto Maple Leafs,4,Carolina Hurricanes,1,,,,
2007-01-30,Los Angeles Kings,1,Calgary Flames,4,,,,
2007-01-30,Nashville Predators,3,Colorado Avalanche,4,,,,
2007-01-30,Detroit Red Wings,4,New York Islanders,3,OT,,,
2007-01-30,Washington Capitals,2,Ottawa Senators,3,,,,
2007-01-30,Tampa Bay Lightning,4,Philadelphia Flyers,3,SO,,,
2007-01-30,Florida Panthers,0,Pittsburgh Penguins,3,,,,
2007-01-30,Dallas Stars,3,San Jose Sharks,2,SO,,,
2007-01-30,Minnesota Wild,5,St. Louis Blues,2,,,,
2007-01-30,Columbus Blue Jackets,3,Vancouver Canucks,2,SO,,,
2007-01-31,Phoenix Coyotes,1,Anaheim Ducks,2,,,,
2007-01-31,Columbus Blue Jackets,2,Edmonton Oilers,5,,,,
2007-01-31,Toronto Maple Leafs,2,New York Rangers,1,,,,
2007-02-01,New York Islanders,5,Atlanta Thrashers,2,,,,
2007-02-01,Buffalo Sabres,3,Boston Bruins,1,,,,
2007-02-01,Tampa Bay Lightning,4,Carolina Hurricanes,0,,,,
2007-02-01,Minnesota Wild,5,Colorado Avalanche,3,,,,
2007-02-01,Washington Capitals,3,Florida Panthers,6,,,,
2007-02-01,Chicago Blackhawks,3,Los Angeles Kings,2,OT,,,
2007-02-01,New Jersey Devils,6,Philadelphia Flyers,5,OT,,,
2007-02-01,Nashville Predators,2,Phoenix Coyotes,3,,,,
2007-02-01,Montreal Canadiens,4,Pittsburgh Penguins,5,SO,,,
2007-02-01,Dallas Stars,4,San Jose Sharks,2,,,,
2007-02-01,Edmonton Oilers,3,Vancouver Canucks,5,,,,
2007-02-02,Columbus Blue Jackets,2,Calgary Flames,6,,,,
2007-02-02,St. Louis Blues,3,Detroit Red Wings,5,,,,
2007-02-03,Philadelphia Flyers,5,Atlanta Thrashers,2,,,,
2007-02-03,Boston Bruins,4,Carolina Hurricanes,3,OT,,,
2007-02-03,Vancouver Canucks,3,Calgary Flames,4,,,,
2007-02-03,Edmonton Oilers,3,Colorado Avalanche,2,,,,
2007-02-03,Los Angeles Kings,7,Florida Panthers,0,,,,
2007-02-03,New York Islanders,4,Montreal Canadiens,2,,,,
2007-02-03,Buffalo Sabres,2,New Jersey Devils,3,,,,
2007-02-03,Anaheim Ducks,0,Nashville Predators,3,,,,
2007-02-03,Toronto Maple Leafs,3,Ottawa Senators,2,SO,,,
2007-02-03,Minnesota Wild,1,Phoenix Coyotes,0,,,,
2007-02-03,Washington Capitals,0,Pittsburgh Penguins,2,,,,
2007-02-03,Chicago Blackhawks,2,San Jose Sharks,4,,,,
2007-02-03,Dallas Stars,0,St. Louis Blues,2,,,,
2007-02-03,New York Rangers,2,Tampa Bay Lightning,3,,,,
2007-02-04,Pittsburgh Penguins,3,Montreal Canadiens,4,OT,,,
2007-02-04,New York Islanders,1,Washington Capitals,2,SO,,,
2007-02-05,Detroit Red Wings,4,New York Rangers,3,,,,
2007-02-06,Buffalo Sabres,4,Atlanta Thrashers,3,SO,,,
2007-02-06,Phoenix Coyotes,3,Columbus Blue Jackets,0,,,,
2007-02-06,Chicago Blackhawks,3,Calgary Flames,2,SO,,,
2007-02-06,Florida Panthers,4,Colorado Avalanche,5,OT,,,
