Date,Visitor,G,Home,G,,Att.,LOG,Notes
2011-10-30,Los Angeles Kings,2,Colorado Avalanche,3,,12355,,
2011-10-30,St. Louis Blues,2,Edmonton Oilers,4,,16839,,
2011-10-30,Toronto Maple Leafs,2,Ottawa Senators,3,,19522,,
2011-10-31,Nashville Predators,4,Chicago Blackhawks,5,OT,20721,,
2011-10-31,Winnipeg Jets,4,Florida Panthers,3,SO,11855,,
2011-10-31,San Jose Sharks,2,New York Rangers,5,,17852,,
2011-11-01,Ottawa Senators,3,Boston Bruins,5,,17565,,
2011-11-01,Tampa Bay Lightning,2,Carolina Hurricanes,4,,13374,,
2011-11-01,Vancouver Canucks,5,Calgary Flames,1,,19289,,
2011-11-01,Minnesota Wild,2,Detroit Red Wings,1,OT,20066,,
2011-11-01,Anaheim Ducks,4,Washington Capitals,5,OT,18506,,
2011-11-02,Philadelphia Flyers,3,Buffalo Sabres,2,,18299,,
2011-11-02,Phoenix Coyotes,4,Colorado Avalanche,1,,12141,,
2011-11-02,Toronto Maple Leafs,5,New Jersey Devils,3,,13033,,
2011-11-03,Toronto Maple Leafs,4,Columbus Blue Jackets,1,,14306,,
2011-11-03,Calgary Flames,4,Detroit Red Wings,1,,20066,,
2011-11-03,Chicago Blackhawks,3,Florida Panthers,2,SO,15929,,
2011-11-03,Edmonton Oilers,3,Los Angeles Kings,0,,18118,,
2011-11-03,Vancouver Canucks,1,Minnesota Wild,5,,16534,,
2011-11-03,Winnipeg Jets,3,New York Islanders,0,,10157,,
2011-11-03,Anaheim Ducks,1,New York Rangers,2,SO,18200,,
2011-11-03,New Jersey Devils,4,Philadelphia Flyers,3,SO,19667,,
2011-11-03,Nashville Predators,3,Phoenix Coyotes,0,,6738,,
2011-11-03,Pittsburgh Penguins,3,San Jose Sharks,4,SO,17562,,
2011-11-04,Calgary Flames,1,Buffalo Sabres,2,,18690,,
2011-11-04,Washington Capitals,5,Carolina Hurricanes,1,,14589,,
2011-11-04,Colorado Avalanche,6,Dallas Stars,7,OT,11981,,
2011-11-04,Montreal Canadiens,2,Ottawa Senators,1,,20329,,
2011-11-04,Vancouver Canucks,2,St. Louis Blues,3,,19150,,
2011-11-04,Chicago Blackhawks,4,Tampa Bay Lightning,5,OT,19204,,
2011-11-05,Anaheim Ducks,0,Detroit Red Wings,5,,20066,,
2011-11-05,Pittsburgh Penguins,3,Los Angeles Kings,2,SO,18118,,
2011-11-05,St. Louis Blues,1,Minnesota Wild,2,,16917,,
2011-11-05,Winnipeg Jets,2,New Jersey Devils,3,OT,14952,,
2011-11-05,Washington Capitals,3,New York Islanders,5,,14812,,
2011-11-05,Montreal Canadiens,3,New York Rangers,5,,18200,,
2011-11-05,Buffalo Sabres,3,Ottawa Senators,2,SO,18805,,
2011-11-05,Columbus Blue Jackets,2,Philadelphia Flyers,9,,19784,,
2011-11-05,Edmonton Oilers,2,Phoenix Coyotes,4,,13381,,
2011-11-05,Nashville Predators,4,San Jose Sharks,3,OT,17562,,
2011-11-05,Boston Bruins,7,Toronto Maple Leafs,0,,19497,,
2011-11-06,Dallas Stars,5,Carolina Hurricanes,2,,14815,,
2011-11-06,Vancouver Canucks,6,Chicago Blackhawks,2,,21883,,
2011-11-06,Calgary Flames,2,Colorado Avalanche,1,,15356,,
2011-11-06,Tampa Bay Lightning,4,Florida Panthers,3,SO,15066,,
2011-11-06,Winnipeg Jets,0,New York Rangers,3,,18200,,
2011-11-07,New York Islanders,2,Boston Bruins,6,,17565,,
2011-11-07,Los Angeles Kings,2,San Jose Sharks,4,,17562,,
2011-11-08,Winnipeg Jets,5,Buffalo Sabres,6,OT,18690,,
2011-11-08,Minnesota Wild,3,Calgary Flames,0,,19289,,
2011-11-08,Colorado Avalanche,2,Detroit Red Wings,5,,20066,,
2011-11-08,Nashville Predators,3,Los Angeles Kings,4,,17963,,
2011-11-08,Edmonton Oilers,3,Montreal Canadiens,1,,21273,,
2011-11-08,Carolina Hurricanes,2,New Jersey Devils,3,,13056,,
2011-11-08,Chicago Blackhawks,0,St. Louis Blues,3,,19150,,
2011-11-08,Florida Panthers,5,Toronto Maple Leafs,1,,19414,,
2011-11-08,Dallas Stars,5,Washington Capitals,2,,18506,,
2011-11-09,Nashville Predators,4,Anaheim Ducks,2,,13529,,
2011-11-09,New York Rangers,3,Ottawa Senators,2,,19543,,
2011-11-09,Philadelphia Flyers,1,Tampa Bay Lightning,2,OT,19204,,
2011-11-10,Edmonton Oilers,3,Boston Bruins,6,,17565,,
2011-11-10,Chicago Blackhawks,6,Columbus Blue Jackets,3,,15048,,
2011-11-10,New York Islanders,3,Colorado Avalanche,4,OT,13221,,
2011-11-10,Vancouver Canucks,3,Los Angeles Kings,2,,18118,,
2011-11-10,Montreal Canadiens,3,Phoenix Coyotes,2,OT,14138,,
2011-11-10,Minnesota Wild,1,San Jose Sharks,3,,17562,,
2011-11-10,Toronto Maple Leafs,3,St. Louis Blues,2,SO,19150,,
2011-11-10,Florida Panthers,5,Winnipeg Jets,2,,15004,,
2011-11-11,Vancouver Canucks,3,Anaheim Ducks,4,,17339,,
2011-11-11,Ottawa Senators,1,Buffalo Sabres,5,,18690,,
2011-11-11,Calgary Flames,1,Chicago Blackhawks,4,,21720,,
2011-11-11,Edmonton Oilers,0,Detroit Red Wings,3,,20066,,
2011-11-11,Washington Capitals,3,New Jersey Devils,1,,15230,,
2011-11-11,Carolina Hurricanes,1,New York Rangers,5,,18200,,
2011-11-11,Dallas Stars,1,Pittsburgh Penguins,3,,18585,,
2011-11-12,Buffalo Sabres,2,Boston Bruins,6,,17565,,
2011-11-12,Pittsburgh Penguins,3,Carolina Hurricanes,5,,16260,,
2011-11-12,Winnipeg Jets,1,Columbus Blue Jackets,2,,15581,,
2011-11-12,Calgary Flames,4,Colorado Avalanche,3,,14919,,
2011-11-12,Dallas Stars,2,Detroit Red Wings,5,,20066,,
2011-11-12,Minnesota Wild,2,Los Angeles Kings,5,,18118,,
2011-11-12,Montreal Canadiens,2,Nashville Predators,1,OT,17113,,
2011-11-12,Phoenix Coyotes,3,San Jose Sharks,0,,17562,,
2011-11-12,Tampa Bay Lightning,0,St. Louis Blues,3,,19150,,
2011-11-12,Ottawa Senators,5,Toronto Maple Leafs,2,,19553,,
2011-11-12,New Jersey Devils,3,Washington Capitals,2,SO,18506,,
2011-11-13,Minnesota Wild,3,Anaheim Ducks,2,,13803,,
2011-11-13,Edmonton Oilers,3,Chicago Blackhawks,6,,21110,,
2011-11-13,Philadelphia Flyers,3,Florida Panthers,2,,15215,,
2011-11-13,New York Islanders,1,Vancouver Canucks,4,,18860,,
2011-11-14,Philadelphia Flyers,5,Carolina Hurricanes,3,,14491,,
2011-11-14,Buffalo Sabres,3,Montreal Canadiens,2,SO,21273,,
2011-11-14,Tampa Bay Lightning,2,Winnipeg Jets,5,,15004,,
2011-11-15,New Jersey Devils,3,Boston Bruins,4,,17565,,
2011-11-15,Minnesota Wild,4,Columbus Blue Jackets,2,,10833,,
2011-11-15,Ottawa Senators,3,Calgary Flames,1,,19289,,
2011-11-15,Florida Panthers,6,Dallas Stars,0,,10175,,
2011-11-15,Washington Capitals,1,Nashville Predators,3,,14863,,
2011-11-15,New York Rangers,4,New York Islanders,2,,16234,,
2011-11-15,Colorado Avalanche,3,Pittsburgh Penguins,6,,18483,,
2011-11-15,Detroit Red Wings,1,St. Louis Blues,2,,19150,,
2011-11-15,Phoenix Coyotes,3,Toronto Maple Leafs,2,SO,19522,,
2011-11-16,New Jersey Devils,5,Buffalo Sabres,3,,18690,,
2011-11-16,Anaheim Ducks,1,Los Angeles Kings,2,SO,18118,,
2011-11-16,Carolina Hurricanes,0,Montreal Canadiens,4,,21273,,
2011-11-16,Chicago Blackhawks,5,Vancouver Canucks,1,,18860,,
2011-11-17,Los Angeles Kings,5,Anaheim Ducks,3,,15412,,
2011-11-17,Columbus Blue Jackets,1,Boston Bruins,2,SO,17565,,
2011-11-17,Ottawa Senators,5,Edmonton Oilers,2,,16839,,
2011-11-17,Colorado Avalanche,0,Minnesota Wild,1,,16779,,
2011-11-17,Toronto Maple Leafs,1,Nashville Predators,4,,16135,,
2011-11-17,Montreal Canadiens,3,New York Islanders,4,,9928,,
2011-11-17,Phoenix Coyotes,1,Philadelphia Flyers,2,,19610,,
2011-11-17,Detroit Red Wings,2,San Jose Sharks,5,,17562,,
2011-11-17,Florida Panthers,1,St. Louis Blues,4,,17642,,
2011-11-17,Pittsburgh Penguins,1,Tampa Bay Lightning,4,,18509,,
2011-11-17,Washington Capitals,1,Winnipeg Jets,4,,15004,,
2011-11-18,Buffalo Sabres,1,Carolina Hurricanes,0,,15072,,
2011-11-18,Chicago Blackhawks,2,Calgary Flames,5,,19289,,
2011-11-18,Dallas Stars,0,Colorado Avalanche,3,,16091,,
2011-11-19,Phoenix Coyotes,4,Buffalo Sabres,2,,18690,,
2011-11-19,San Jose Sharks,4,Dallas Stars,1,,13711,,
2011-11-19,Chicago Blackhawks,2,Edmonton Oilers,9,,16839,,
2011-11-19,Pittsburgh Penguins,2,Florida Panthers,3,,18071,,
2011-11-19,Detroit Red Wings,4,Los Angeles Kings,1,,18118,,
2011-11-19,St. Louis Blues,2,Minnesota Wild,3,SO,17259,,
2011-11-19,New York Rangers,0,Montreal Canadiens,4,,21273,,
2011-11-19,Columbus Blue Jackets,4,Nashville Predators,3,OT,16776,,
2011-11-19,Boston Bruins,6,New York Islanders,0,,16011,,
2011-11-19,New Jersey Devils,4,Tampa Bay Lightning,2,,18894,,
2011-11-19,Washington Capitals,1,Toronto Maple Leafs,7,,19594,,
2011-11-19,Philadelphia Flyers,4,Winnipeg Jets,6,,15004,,
2011-11-20,Detroit Red Wings,4,Anaheim Ducks,2,,17229,,
2011-11-20,Toronto Maple Leafs,2,Carolina Hurricanes,3,,13187,,
2011-11-20,San Jose Sharks,4,Colorado Avalanche,1,,15013,,
2011-11-20,Ottawa Senators,1,Vancouver Canucks,2,OT,18890,,
2011-11-21,Calgary Flames,1,Columbus Blue Jackets,4,,11629,,
2011-11-21,Edmonton Oilers,1,Dallas Stars,4,,11458,,
2011-11-21,New Jersey Devils,3,Florida Panthers,4,,13122,,
2011-11-21,Boston Bruins,1,Montreal Canadiens,0,,21273,,
2011-11-21,Carolina Hurricanes,4,Philadelphia Flyers,2,,19632,,
2011-11-21,New York Islanders,0,Pittsburgh Penguins,5,,18571,,
2011-11-21,Phoenix Coyotes,3,Washington Capitals,4,,18506,,
2011-11-22,Edmonton Oilers,6,Nashville Predators,2,,16838,,
2011-11-22,Los Angeles Kings,3,St. Louis Blues,2,,18178,,
2011-11-22,Toronto Maple Leafs,7,Tampa Bay Lightning,1,,19204,,
2011-11-23,Boston Bruins,4,Buffalo Sabres,3,SO,18690,,
2011-11-23,Montreal Canadiens,4,Carolina Hurricanes,3,SO,14862,,
2011-11-23,Vancouver Canucks,3,Colorado Avalanche,0,,15538,,
2011-11-23,Los Angeles Kings,2,Dallas Stars,3,OT,11779,,
2011-11-23,Calgary Flames,3,Detroit Red Wings,5,,20066,,
2011-11-23,New York Rangers,1,Florida Panthers,2,,17461,,
2011-11-23,Nashville Predators,2,Minnesota Wild,3,,16981,,
2011-11-23,Columbus Blue Jackets,1,New Jersey Devils,2,SO,15585,,
2011-11-23,Philadelphia Flyers,4,New York Islanders,3,OT,11086,,
2011-11-23,Anaheim Ducks,2,Phoenix Coyotes,4,,9124,,
2011-11-23,St. Louis Blues,3,Pittsburgh Penguins,2,OT,18583,,
2011-11-23,Chicago Blackhawks,0,San Jose Sharks,1,,17562,,
2011-11-23,Winnipeg Jets,3,Washington Capitals,4,OT,18506,,
2011-11-25,Chicago Blackhawks,6,Anaheim Ducks,5,,17174,,
2011-11-25,Detroit Red Wings,3,Boston Bruins,2,SO,17565,,
2011-11-25,Winnipeg Jets,3,Carolina Hurricanes,1,,15718,,
2011-11-25,Buffalo Sabres,1,Columbus Blue Jackets,5,,16705,,
2011-11-25,Toronto Maple Leafs,4,Dallas Stars,3,SO,18532,,
2011-11-25,Tampa Bay Lightning,2,Florida Panthers,1,OT,17380,,
2011-11-25,Edmonton Oilers,5,Minnesota Wild,2,,18092,,
2011-11-25,New Jersey Devils,1,New York Islanders,0,,15358,,
2011-11-25,Montreal Canadiens,1,Philadelphia Flyers,3,,19991,,
2011-11-25,Vancouver Canucks,5,Phoenix Coyotes,0,,14569,,
2011-11-25,Ottawa Senators,3,Pittsburgh Penguins,6,,18610,,
2011-11-25,Calgary Flames,0,St. Louis Blues,2,,19150,,
2011-11-25,New York Rangers,6,Washington Capitals,3,,18506,,
2011-11-26,Winnipeg Jets,2,Boston Bruins,4,,17565,,
2011-11-26,Washington Capitals,1,Buffalo Sabres,5,,18690,,
2011-11-26,Edmonton Oilers,2,Colorado Avalanche,5,,17684,,
2011-11-26,Nashville Predators,1,Detroit Red Wings,4,,20066,,
2011-11-26,Chicago Blackhawks,2,Los Angeles Kings,1,,18118,,
2011-11-26,Pittsburgh Penguins,4,Montreal Canadiens,3,OT,21273,,
2011-11-26,New York Islanders,3,New Jersey Devils,2,,16014,,
2011-11-26,Philadelphia Flyers,0,New York Rangers,2,,18200,,
2011-11-26,Dallas Stars,0,Phoenix Coyotes,3,,10036,,
2011-11-26,Vancouver Canucks,3,San Jose Sharks,2,,17562,,
2011-11-26,Florida Panthers,1,Tampa Bay Lightning,5,,17841,,
2011-11-27,Toronto Maple Leafs,5,Anaheim Ducks,2,,13685,,
2011-11-27,St. Louis Blues,2,Columbus Blue Jackets,1,,14151,,
2011-11-27,Calgary Flames,5,Minnesota Wild,2,,16864,,
2011-11-27,Carolina Hurricanes,3,Ottawa Senators,4,,19656,,
2011-11-28,Dallas Stars,3,Colorado Avalanche,1,,12015,,
2011-11-28,Nashville Predators,2,Edmonton Oilers,1,,16839,,
2011-11-28,San Jose Sharks,0,Los Angeles Kings,2,,18118,,
2011-11-28,Tampa Bay Lightning,1,Minnesota Wild,3,,16628,,
2011-11-29,New York Islanders,2,Buffalo Sabres,1,,18690,,
2011-11-29,Florida Panthers,3,Carolina Hurricanes,1,,13065,,
2011-11-29,Nashville Predators,0,Calgary Flames,1,,19289,,
2011-11-29,Phoenix Coyotes,4,Chicago Blackhawks,1,,21183,,
2011-11-29,Pittsburgh Penguins,3,New York Rangers,4,,18200,,
2011-11-29,Columbus Blue Jackets,1,Vancouver Canucks,4,,18890,,
2011-11-29,Ottawa Senators,6,Winnipeg Jets,4,,15004,,
2011-11-29,St. Louis Blues,2,Washington Capitals,1,,18506,,
2011-11-30,Montreal Canadiens,1,Anaheim Ducks,4,,13237,,
2011-11-30,New Jersey Devils,1,Colorado Avalanche,6,,14251,,
2011-11-30,Tampa Bay Lightning,2,Detroit Red Wings,4,,20066,,
2011-11-30,Minnesota Wild,3,Edmonton Oilers,2,SO,16839,,
2011-11-30,Boston Bruins,6,Toronto Maple Leafs,3,,19643,,
2011-12-01,New York Rangers,5,Carolina Hurricanes,3,,12566,,
2011-12-01,Columbus Blue Jackets,4,Calgary Flames,3,SO,19289,,
2011-12-01,Ottawa Senators,2,Dallas Stars,3,,10490,,
2011-12-01,Florida Panthers,1,Los Angeles Kings,2,,17720,,
2011-12-01,Montreal Canadiens,3,San Jose Sharks,4,SO,17562,,
2011-12-01,Nashville Predators,6,Vancouver Canucks,5,,18890,,
2011-12-01,Phoenix Coyotes,0,Winnipeg Jets,1,,15004,,
2011-12-01,Pittsburgh Penguins,2,Washington Capitals,1,,18506,,
2011-12-02,Philadelphia Flyers,4,Anaheim Ducks,3,OT,15975,,
2011-12-02,Detroit Red Wings,4,Buffalo Sabres,1,,18690,,
2011-12-02,New York Islanders,4,Chicago Blackhawks,5,SO,21463,,
2011-12-02,St. Louis Blues,2,Colorado Avalanche,3,SO,15966,,
2011-12-02,Columbus Blue Jackets,3,Edmonton Oilers,6,,16839,,
2011-12-02,New Jersey Devils,2,Minnesota Wild,4,,17310,,
2011-12-03,Toronto Maple Leafs,1,Boston Bruins,4,,17565,,
2011-12-03,Pittsburgh Penguins,3,Carolina Hurricanes,2,,17696,,
2011-12-03,New York Islanders,5,Dallas Stars,4,,14423,,
2011-12-03,Calgary Flames,5,Edmonton Oilers,3,,16839,,
2011-12-03,Montreal Canadiens,2,Los Angeles Kings,1,,18118,,
2011-12-03,Buffalo Sabres,3,Nashville Predators,2,,17113,,
2011-12-03,Philadelphia Flyers,4,Phoenix Coyotes,2,,14913,,
