Date,Visitor,G,Home,G,,Att.,LOG,Notes
2008-10-16,New Jersey Devils,1,Atlanta Thrashers,0,,11293,,
2008-10-16,Philadelphia Flyers,2,Colorado Avalanche,5,,18007,,
2008-10-16,Vancouver Canucks,4,Detroit Red Wings,3,OT,19011,,
2008-10-16,Minnesota Wild,6,Florida Panthers,2,,12106,,
2008-10-16,Washington Capitals,4,Pittsburgh Penguins,3,,17030,,
2008-10-16,Dallas Stars,1,St. Louis Blues,6,,18550,,
2008-10-16,New York Islanders,4,Tampa Bay Lightning,3,OT,14420,,
2008-10-17,San Jose Sharks,0,Anaheim Ducks,4,,17174,,
2008-10-17,Vancouver Canucks,2,Buffalo Sabres,5,,18449,,
2008-10-17,Nashville Predators,3,Columbus Blue Jackets,5,,17930,,
2008-10-17,Edmonton Oilers,4,Calgary Flames,3,,19289,,
2008-10-17,Carolina Hurricanes,3,Los Angeles Kings,4,OT,14194,,
2008-10-17,Toronto Maple Leafs,0,New York Rangers,1,SO,18200,,
2008-10-17,Phoenix Coyotes,3,Ottawa Senators,6,,20179,,
2008-10-18,Buffalo Sabres,2,Atlanta Thrashers,3,SO,14091,,
2008-10-18,Colorado Avalanche,5,Dallas Stars,4,,17151,,
2008-10-18,New York Rangers,4,Detroit Red Wings,5,OT,20066,,
2008-10-18,Calgary Flames,2,Edmonton Oilers,3,,16839,,
2008-10-18,New York Islanders,0,Florida Panthers,2,,16087,,
2008-10-18,Phoenix Coyotes,1,Montreal Canadiens,4,,21273,,
2008-10-18,Columbus Blue Jackets,3,Nashville Predators,6,,13259,,
2008-10-18,Boston Bruins,4,Ottawa Senators,2,,19318,,
2008-10-18,Toronto Maple Leafs,1,Pittsburgh Penguins,4,,17033,,
2008-10-18,Philadelphia Flyers,4,San Jose Sharks,5,OT,17496,,
2008-10-18,Chicago Blackhawks,3,St. Louis Blues,4,SO,19150,,
2008-10-18,Minnesota Wild,1,Tampa Bay Lightning,0,SO,15191,,
2008-10-18,New Jersey Devils,4,Washington Capitals,3,SO,17904,,
2008-10-19,Carolina Hurricanes,3,Anaheim Ducks,1,,16847,,
2008-10-19,Vancouver Canucks,2,Chicago Blackhawks,4,,21193,,
2008-10-20,Pittsburgh Penguins,2,Boston Bruins,1,SO,17565,,
2008-10-20,Colorado Avalanche,4,Los Angeles Kings,3,,13891,,
2008-10-20,Florida Panthers,1,Montreal Canadiens,3,,21273,,
2008-10-20,Dallas Stars,2,New York Rangers,1,,18200,,
2008-10-21,Boston Bruins,2,Buffalo Sabres,3,SO,18334,,
2008-10-21,Vancouver Canucks,2,Columbus Blue Jackets,4,,12057,,
2008-10-21,Washington Capitals,1,Calgary Flames,2,,19289,,
2008-10-21,Atlanta Thrashers,2,Tampa Bay Lightning,3,OT,13922,,
2008-10-21,Anaheim Ducks,3,Toronto Maple Leafs,2,SO,19222,,
2008-10-22,Edmonton Oilers,0,Chicago Blackhawks,3,,21168,,
2008-10-22,Dallas Stars,0,New Jersey Devils,5,,12101,,
2008-10-22,Florida Panthers,3,Ottawa Senators,1,,18952,,
2008-10-22,San Jose Sharks,7,Philadelphia Flyers,6,SO,19072,,
2008-10-22,Detroit Red Wings,4,St. Louis Blues,3,,19150,,
2008-10-23,Toronto Maple Leafs,4,Boston Bruins,2,,12274,,
2008-10-23,Edmonton Oilers,1,Colorado Avalanche,4,,14898,,
2008-10-23,Buffalo Sabres,4,Minnesota Wild,3,OT,18568,,
2008-10-23,Calgary Flames,5,Nashville Predators,3,,12042,,
2008-10-23,Dallas Stars,5,New York Islanders,3,,10183,,
2008-10-23,Washington Capitals,1,Phoenix Coyotes,2,,14722,,
2008-10-23,Carolina Hurricanes,1,Pittsburgh Penguins,4,,17132,,
2008-10-24,New York Rangers,3,Columbus Blue Jackets,1,,14724,,
2008-10-24,Atlanta Thrashers,3,Detroit Red Wings,5,,20066,,
2008-10-24,San Jose Sharks,3,Florida Panthers,4,,15232,,
2008-10-24,Philadelphia Flyers,6,New Jersey Devils,3,,15529,,
2008-10-24,Anaheim Ducks,4,Ottawa Senators,3,,19762,,
2008-10-24,Los Angeles Kings,4,St. Louis Blues,0,,19150,,
2008-10-25,Atlanta Thrashers,4,Boston Bruins,5,,16044,,
2008-10-25,Detroit Red Wings,6,Chicago Blackhawks,5,SO,22690,,
2008-10-25,Buffalo Sabres,1,Colorado Avalanche,2,SO,18007,,
2008-10-25,Washington Capitals,6,Dallas Stars,5,OT,18532,,
2008-10-25,Columbus Blue Jackets,1,Minnesota Wild,2,,18568,,
2008-10-25,Anaheim Ducks,6,Montreal Canadiens,4,,21273,,
2008-10-25,Los Angeles Kings,4,Nashville Predators,5,,14704,,
2008-10-25,Carolina Hurricanes,4,New York Islanders,3,,11219,,
2008-10-25,Pittsburgh Penguins,2,New York Rangers,3,SO,18200,,
2008-10-25,New Jersey Devils,2,Philadelphia Flyers,3,OT,19611,,
2008-10-25,Calgary Flames,4,Phoenix Coyotes,1,,15038,,
2008-10-25,Florida Panthers,0,St. Louis Blues,4,,19150,,
2008-10-25,San Jose Sharks,3,Tampa Bay Lightning,0,,16831,,
2008-10-25,Ottawa Senators,2,Toronto Maple Leafs,3,,19232,,
2008-10-25,Edmonton Oilers,3,Vancouver Canucks,6,,18630,,
2008-10-27,Ottawa Senators,5,Buffalo Sabres,2,,18690,,
2008-10-27,Anaheim Ducks,3,Columbus Blue Jackets,2,,10494,,
2008-10-27,Boston Bruins,1,Edmonton Oilers,0,OT,16839,,
2008-10-27,Detroit Red Wings,4,Los Angeles Kings,3,SO,17671,,
2008-10-27,Chicago Blackhawks,2,Minnesota Wild,3,,18568,,
2008-10-27,New York Rangers,4,New York Islanders,2,,15581,,
2008-10-28,Philadelphia Flyers,7,Atlanta Thrashers,0,,13207,,
2008-10-28,Colorado Avalanche,0,Calgary Flames,3,,19289,,
2008-10-28,Carolina Hurricanes,2,Montreal Canadiens,3,SO,21273,,
2008-10-28,Pittsburgh Penguins,1,San Jose Sharks,2,,17496,,
2008-10-28,Tampa Bay Lightning,3,Toronto Maple Leafs,2,,19348,,
2008-10-28,Boston Bruins,1,Vancouver Canucks,0,,18630,,
2008-10-28,Nashville Predators,3,Washington Capitals,4,SO,17011,,
2008-10-29,Detroit Red Wings,4,Anaheim Ducks,5,OT,17174,,
2008-10-29,Minnesota Wild,2,Dallas Stars,4,,18431,,
2008-10-29,Toronto Maple Leafs,6,New Jersey Devils,5,SO,14119,,
2008-10-30,Tampa Bay Lightning,5,Buffalo Sabres,2,,18690,,
2008-10-30,Boston Bruins,2,Calgary Flames,3,,19289,,
2008-10-30,Columbus Blue Jackets,4,Colorado Avalanche,2,,14945,,
2008-10-30,Ottawa Senators,2,Florida Panthers,1,,13567,,
2008-10-30,Vancouver Canucks,4,Los Angeles Kings,0,,13652,,
2008-10-30,Montreal Canadiens,2,Minnesota Wild,1,,18568,,
2008-10-30,Edmonton Oilers,1,Nashville Predators,3,,11294,,
2008-10-30,Atlanta Thrashers,2,New York Rangers,3,,18200,,
2008-10-30,New York Islanders,2,Philadelphia Flyers,3,OT,18227,,
2008-10-30,Pittsburgh Penguins,1,Phoenix Coyotes,4,,15178,,
2008-10-30,Detroit Red Wings,2,San Jose Sharks,4,,17496,,
2008-10-30,Carolina Hurricanes,1,St. Louis Blues,0,,17860,,
2008-10-31,Vancouver Canucks,7,Anaheim Ducks,6,SO,16704,,
2008-10-31,Dallas Stars,2,Chicago Blackhawks,5,,21212,,
2008-11-01,Dallas Stars,1,Boston Bruins,5,,14576,,
2008-11-01,Washington Capitals,0,Buffalo Sabres,5,,18690,,
2008-11-01,Edmonton Oilers,3,Carolina Hurricanes,1,,15016,,
2008-11-01,Chicago Blackhawks,4,Columbus Blue Jackets,3,SO,14680,,
2008-11-01,Calgary Flames,3,Los Angeles Kings,2,,16279,,
2008-11-01,Atlanta Thrashers,1,New Jersey Devils,6,,14958,,
2008-11-01,Florida Panthers,2,Nashville Predators,3,SO,14909,,
2008-11-01,Montreal Canadiens,5,New York Islanders,4,,14429,,
2008-11-01,Minnesota Wild,3,Phoenix Coyotes,2,,14817,,
2008-11-01,Pittsburgh Penguins,6,St. Louis Blues,3,,19150,,
2008-11-01,Ottawa Senators,2,Tampa Bay Lightning,3,SO,16104,,
2008-11-01,New York Rangers,2,Toronto Maple Leafs,5,,19179,,
2008-11-02,Calgary Flames,2,Anaheim Ducks,3,,16965,,
2008-11-02,Florida Panthers,3,Atlanta Thrashers,5,,10584,,
2008-11-02,Toronto Maple Leafs,4,Carolina Hurricanes,6,,15635,,
2008-11-02,San Jose Sharks,5,Colorado Avalanche,3,,15452,,
2008-11-02,Edmonton Oilers,5,Philadelphia Flyers,4,,19437,,
2008-11-02,Detroit Red Wings,3,Vancouver Canucks,2,,18630,,
2008-11-03,Colorado Avalanche,2,Chicago Blackhawks,6,,21142,,
2008-11-03,Buffalo Sabres,2,New Jersey Devils,0,,10567,,
2008-11-03,Columbus Blue Jackets,3,New York Islanders,4,OT,10184,,
2008-11-04,Phoenix Coyotes,4,Calgary Flames,2,,19289,,
2008-11-04,Anaheim Ducks,1,Los Angeles Kings,0,OT,14327,,
2008-11-04,New York Islanders,2,New York Rangers,1,,18200,,
2008-11-04,Washington Capitals,1,Ottawa Senators,2,OT,18485,,
2008-11-04,Minnesota Wild,1,San Jose Sharks,3,,17183,,
2008-11-04,Carolina Hurricanes,5,Toronto Maple Leafs,4,OT,19266,,
2008-11-04,Nashville Predators,0,Vancouver Canucks,4,,18630,,
2008-11-05,St. Louis Blues,2,Anaheim Ducks,5,,16144,,
2008-11-05,Edmonton Oilers,4,Columbus Blue Jackets,5,,11228,,
2008-11-05,Tampa Bay Lightning,3,New Jersey Devils,4,SO,11619,,
2008-11-06,New York Islanders,3,Atlanta Thrashers,4,,14122,,
2008-11-06,Toronto Maple Leafs,2,Boston Bruins,5,,15391,,
2008-11-06,Nashville Predators,6,Calgary Flames,7,,19289,,
2008-11-06,Minnesota Wild,3,Colorado Avalanche,1,,14562,,
2008-11-06,Florida Panthers,2,Los Angeles Kings,3,,11267,,
2008-11-06,Tampa Bay Lightning,2,New York Rangers,5,,18200,,
2008-11-06,Philadelphia Flyers,1,Ottawa Senators,4,,18938,,
2008-11-06,Edmonton Oilers,4,Pittsburgh Penguins,5,,16971,,
2008-11-06,St. Louis Blues,4,San Jose Sharks,5,SO,17496,,
2008-11-06,Phoenix Coyotes,0,Vancouver Canucks,1,,18630,,
2008-11-06,Carolina Hurricanes,2,Washington Capitals,3,,17874,,
2008-11-07,Dallas Stars,5,Anaheim Ducks,2,,17048,,
2008-11-07,Atlanta Thrashers,5,Buffalo Sabres,4,OT,18466,,
2008-11-07,Ottawa Senators,1,Carolina Hurricanes,2,,15206,,
2008-11-07,Montreal Canadiens,3,Columbus Blue Jackets,4,SO,14603,,
2008-11-08,Buffalo Sabres,1,Boston Bruins,3,,17565,,
2008-11-08,Calgary Flames,1,Columbus Blue Jackets,3,,14088,,
2008-11-08,Nashville Predators,0,Colorado Avalanche,1,,18007,,
2008-11-08,New Jersey Devils,1,Detroit Red Wings,3,,20066,,
2008-11-08,St. Louis Blues,3,Los Angeles Kings,5,,17182,,
2008-11-08,Pittsburgh Penguins,4,New York Islanders,3,SO,14303,,
2008-11-08,Tampa Bay Lightning,2,Philadelphia Flyers,1,,19412,,
2008-11-08,Florida Panthers,1,Phoenix Coyotes,4,,14807,,
2008-11-08,Dallas Stars,1,San Jose Sharks,2,,17496,,
2008-11-08,Montreal Canadiens,3,Toronto Maple Leafs,6,,19512,,
2008-11-08,Minnesota Wild,0,Vancouver Canucks,2,,18630,,
2008-11-08,New York Rangers,1,Washington Capitals,3,,17948,,
2008-11-09,Florida Panthers,3,Anaheim Ducks,1,,16951,,
2008-11-09,Atlanta Thrashers,5,Carolina Hurricanes,2,,12398,,
2008-11-09,Calgary Flames,1,Chicago Blackhawks,6,,21169,,
2008-11-09,Edmonton Oilers,2,New Jersey Devils,1,,14193,,
2008-11-09,San Jose Sharks,2,Phoenix Coyotes,4,,15056,,
2008-11-10,Edmonton Oilers,3,New York Rangers,2,SO,18200,,
2008-11-10,Tampa Bay Lightning,2,Washington Capitals,4,,17932,,
2008-11-11,Toronto Maple Leafs,3,Calgary Flames,4,,19289,,
2008-11-11,Pittsburgh Penguins,7,Detroit Red Wings,6,OT,20066,,
2008-11-11,Dallas Stars,2,Los Angeles Kings,3,SO,13823,,
2008-11-11,Ottawa Senators,0,Montreal Canadiens,4,,21273,,
2008-11-11,Philadelphia Flyers,3,New York Islanders,1,,13447,,
2008-11-11,Nashville Predators,4,San Jose Sharks,3,OT,17496,,
2008-11-12,St. Louis Blues,3,Buffalo Sabres,4,,18690,,
2008-11-12,Washington Capitals,5,Carolina Hurricanes,1,,14261,,
2008-11-12,Phoenix Coyotes,5,Columbus Blue Jackets,2,,11350,,
2008-11-12,Boston Bruins,2,Chicago Blackhawks,1,SO,22092,,
2008-11-12,Tampa Bay Lightning,0,Florida Panthers,4,,12104,,
2008-11-12,New York Rangers,5,New Jersey Devils,2,,17625,,
2008-11-12,Colorado Avalanche,2,Vancouver Canucks,1,SO,18630,,
2008-11-13,Montreal Canadiens,1,Boston Bruins,6,,16816,,
2008-11-13,Los Angeles Kings,3,Dallas Stars,2,,17675,,
2008-11-13,Toronto Maple Leafs,5,Edmonton Oilers,2,,16839,,
2008-11-13,Phoenix Coyotes,0,Minnesota Wild,4,,18568,,
2008-11-13,New York Islanders,3,Ottawa Senators,1,,19061,,
2008-11-13,Philadelphia Flyers,4,Pittsburgh Penguins,5,SO,17132,,
2008-11-13,Calgary Flames,1,San Jose Sharks,6,,17496,,
2008-11-13,Detroit Red Wings,4,Tampa Bay Lightning,3,,20544,,
2008-11-14,Nashville Predators,4,Anaheim Ducks,3,OT,16485,,
2008-11-14,Carolina Hurricanes,2,Atlanta Thrashers,3,,16128,,
2008-11-14,Columbus Blue Jackets,6,Buffalo Sabres,1,,18690,,
2008-11-14,St. Louis Blues,4,Chicago Blackhawks,3,OT,22260,,
2008-11-14,Detroit Red Wings,3,Florida Panthers,2,,18637,,
2008-11-14,New Jersey Devils,1,Washington Capitals,3,,18277,,
2008-11-15,Colorado Avalanche,3,Edmonton Oilers,2,SO,16839,,
2008-11-15,Nashville Predators,3,Los Angeles Kings,1,,14135,,
2008-11-15,Columbus Blue Jackets,2,Minnesota Wild,3,SO,18568,,
2008-11-15,Philadelphia Flyers,2,Montreal Canadiens,1,,21273,,
2008-11-15,Washington Capitals,5,New Jersey Devils,6,SO,17051,,
2008-11-15,Ottawa Senators,2,New York Islanders,3,,13722,,
2008-11-15,Boston Bruins,2,New York Rangers,3,SO,18200,,
2008-11-15,Dallas Stars,3,Phoenix Coyotes,2,,15508,,
2008-11-15,Buffalo Sabres,2,Pittsburgh Penguins,5,,17132,,
2008-11-15,Toronto Maple Leafs,2,Vancouver Canucks,4,,18630,,
2008-11-16,Los Angeles Kings,0,Anaheim Ducks,2,,17174,,
2008-11-16,Tampa Bay Lightning,2,Carolina Hurricanes,3,SO,13781,,
2008-11-16,San Jose Sharks,6,Chicago Blackhawks,5,,21181,,
2008-11-16,Atlanta Thrashers,3,Philadelphia Flyers,4,,19437,,
2008-11-16,Montreal Canadiens,3,St. Louis Blues,2,SO,19150,,
2008-11-17,Edmonton Oilers,0,Detroit Red Wings,4,,18934,,
2008-11-17,San Jose Sharks,4,Nashville Predators,1,,13312,,
2008-11-17,Vancouver Canucks,1,New York Islanders,2,SO,11299,,
2008-11-17,Ottawa Senators,1,New York Rangers,2,SO,18200,,
2008-11-17,Boston Bruins,3,Toronto Maple Leafs,2,,19410,,
2008-11-18,Montreal Canadiens,1,Carolina Hurricanes,2,,12164,,
2008-11-18,Edmonton Oilers,7,Columbus Blue Jackets,2,,12689,,
2008-11-18,Colorado Avalanche,1,Calgary Flames,4,,19289,,
2008-11-18,Chicago Blackhawks,3,Phoenix Coyotes,2,SO,14682,,
2008-11-18,Minnesota Wild,2,Pittsburgh Penguins,1,SO,16971,,
2008-11-18,Florida Panthers,4,Tampa Bay Lightning,3,SO,16176,,
2008-11-19,Washington Capitals,6,Anaheim Ducks,4,,16076,,
2008-11-19,Buffalo Sabres,4,Boston Bruins,7,,15623,,
2008-11-19,Vancouver Canucks,6,New York Rangers,3,,18200,,
2008-11-20,Pittsburgh Penguins,3,Atlanta Thrashers,2,,13391,,
2008-11-20,Calgary Flames,1,Colorado Avalanche,0,,14536,,
2008-11-20,Chicago Blackhawks,6,Dallas Stars,3,,18027,,
2008-11-20,Detroit Red Wings,4,Edmonton Oilers,3,,16839,,
2008-11-20,Washington Capitals,2,Los Angeles Kings,5,,17428,,
2008-11-20,Vancouver Canucks,3,Minnesota Wild,2,,18568,,
2008-11-20,Florida Panthers,1,New Jersey Devils,3,,14291,,
2008-11-20,Montreal Canadiens,3,Ottawa Senators,2,SO,20475,,
2008-11-21,Florida Panthers,2,Boston Bruins,4,,16878,,
2008-11-21,Philadelphia Flyers,3,Buffalo Sabres,0,,18256,,
2008-11-21,Phoenix Coyotes,2,Carolina Hurricanes,5,,14848,,
2008-11-21,New York Islanders,2,New Jersey Devils,5,,17138,,
2008-11-21,Anaheim Ducks,2,St. Louis Blues,3,OT,19150,,
2008-11-21,Nashville Predators,1,Tampa Bay Lightning,4,,16444,,
2008-11-22,Columbus Blue Jackets,2,Atlanta Thrashers,0,,15561,,
2008-11-22,New York Islanders,4,Buffalo Sabres,2,,18529,,
2008-11-22,Detroit Red Wings,5,Calgary Flames,2,,19289,,
2008-11-22,Anaheim Ducks,2,Dallas Stars,1,SO,17734,,
2008-11-22,Colorado Avalanche,4,Los Angeles Kings,3,SO,18118,,
2008-11-22,St. Louis Blues,2,Minnesota Wild,1,,18568,,
2008-11-22,Boston Bruins,3,Montreal Canadiens,2,SO,21273,,
2008-11-22,New York Rangers,1,Ottawa Senators,4,,19619,,
2008-11-22,Phoenix Coyotes,3,Philadelphia Flyers,4,OT,19520,,
2008-11-22,Vancouver Canucks,3,Pittsburgh Penguins,1,,17040,,
2008-11-22,Washington Capitals,2,San Jose Sharks,7,,17496,,
2008-11-22,Chicago Blackhawks,5,Toronto Maple Leafs,4,OT,19474,,
2008-11-23,Nashville Predators,5,Carolina Hurricanes,2,,13042,,
2008-11-23,New Jersey Devils,7,Tampa Bay Lightning,3,,14222,,
2008-11-24,Colorado Avalanche,1,Anaheim Ducks,4,,16632,,
2008-11-24,Carolina Hurricanes,2,Florida Panthers,3,,11117,,
2008-11-24,Washington Capitals,3,Minnesota Wild,4,,18568,,
2008-11-24,New York Islanders,4,Montreal Canadiens,3,SO,21273,,
2008-11-24,Phoenix Coyotes,1,New York Rangers,4,,18200,,
2008-11-24,Dallas Stars,3,Philadelphia Flyers,4,,19171,,
2008-11-24,Detroit Red Wings,2,Vancouver Canucks,3,OT,18630,,
2008-11-25,Los Angeles Kings,2,Calgary Flames,6,,19289,,
2008-11-25,St. Louis Blues,1,Nashville Predators,0,SO,13825,,
2008-11-25,Atlanta Thrashers,6,Toronto Maple Leafs,3,,19297,,
2008-11-26,Boston Bruins,2,Buffalo Sabres,3,,18326,,
2008-11-26,Philadelphia Flyers,3,Carolina Hurricanes,1,,15057,,
2008-11-26,Phoenix Coyotes,3,Columbus Blue Jackets,2,,14569,,
2008-11-26,St. Louis Blues,1,Colorado Avalanche,3,,14568,,
2008-11-26,Montreal Canadiens,3,Detroit Red Wings,1,,20066,,
2008-11-26,Los Angeles Kings,2,Edmonton Oilers,1,,16839,,
2008-11-26,New Jersey Devils,3,Florida Panthers,2,OT,14932,,
2008-11-26,Dallas Stars,4,Minnesota Wild,3,,18568,,
2008-11-26,Pittsburgh Penguins,5,New York Islanders,3,,14871,,
2008-11-26,Chicago Blackhawks,2,San Jose Sharks,3,OT,17496,,
2008-11-26,New York Rangers,3,Tampa Bay Lightning,2,SO,16991,,
2008-11-26,Atlanta Thrashers,3,Washington Capitals,5,,18277,,
2008-11-27,Toronto Maple Leafs,1,Ottawa Senators,2,SO,19703,,
2008-11-27,Calgary Flames,4,Vancouver Canucks,3,,18630,,
2008-11-28,Chicago Blackhawks,0,Anaheim Ducks,1,,16994,,
2008-11-28,Nashville Predators,4,Atlanta Thrashers,3,OT,15022,,
2008-11-28,New York Islanders,2,Boston Bruins,7,,17565,,
2008-11-28,Pittsburgh Penguins,3,Buffalo Sabres,4,,18690,,
2008-11-28,San Jose Sharks,6,Dallas Stars,2,,18532,,
2008-11-28,Columbus Blue Jackets,3,Detroit Red Wings,5,,20066,,
2008-11-28,New York Rangers,4,Florida Panthers,3,SO,18106,,
2008-11-28,Tampa Bay Lightning,2,Minnesota Wild,4,,18568,,
2008-11-28,Carolina Hurricanes,3,Philadelphia Flyers,2,OT,19587,,
2008-11-28,Colorado Avalanche,1,Phoenix Coyotes,2,,14031,,
2008-11-28,Montreal Canadiens,0,Washington Capitals,3,,18277,,
2008-11-29,Detroit Red Wings,1,Boston Bruins,4,,17565,,
2008-11-29,Washington Capitals,0,Columbus Blue Jackets,3,,17448,,
2008-11-29,Vancouver Canucks,1,Calgary Flames,3,,19289,,
2008-11-29,Tampa Bay Lightning,3,Colorado Avalanche,4,,18007,,
2008-11-29,Chicago Blackhawks,2,Los Angeles Kings,5,,16147,,
2008-11-29,Buffalo Sabres,2,Montreal Canadiens,3,,21273,,
2008-11-29,Minnesota Wild,6,Nashville Predators,2,,13990,,
2008-11-29,Ottawa Senators,2,New York Islanders,4,,13108,,
2008-11-29,San Jose Sharks,3,Phoenix Coyotes,2,,14007,,
2008-11-29,New Jersey Devils,1,Pittsburgh Penguins,4,,17132,,
2008-11-29,Edmonton Oilers,4,St. Louis Blues,2,,19150,,
2008-11-29,Philadelphia Flyers,2,Toronto Maple Leafs,4,,19387,,
2008-11-30,St. Louis Blues,4,Atlanta Thrashers,2,,14078,,
2008-11-30,Anaheim Ducks,4,Carolina Hurricanes,1,,14191,,
2008-11-30,Edmonton Oilers,3,Dallas Stars,4,,16650,,
2008-11-30,Florida Panthers,4,New York Rangers,0,,18200,,
2008-12-01,Nashville Predators,2,Buffalo Sabres,0,,18690,,
2008-12-01,Vancouver Canucks,2,Columbus Blue Jackets,3,,13299,,
2008-12-01,Anaheim Ducks,1,Detroit Red Wings,2,,18862,,
2008-12-01,Toronto Maple Leafs,3,Los Angeles Kings,1,,15052,,
2008-12-01,Colorado Avalanche,6,Minnesota Wild,5,,18568,,
2008-12-02,Dallas Stars,3,Calgary Flames,1,,19289,,
2008-12-02,Atlanta Thrashers,4,Montreal Canadiens,5,,21273,,
2008-12-02,Tampa Bay Lightning,3,Philadelphia Flyers,4,OT,19227,,
2008-12-02,Los Angeles Kings,2,Phoenix Coyotes,4,,11473,,
2008-12-02,Toronto Maple Leafs,2,San Jose Sharks,5,,17496,,
2008-12-02,Florida Panthers,5,Washington Capitals,3,,16792,,
2008-12-03,Anaheim Ducks,2,Chicago Blackhawks,4,,21574,,
2008-12-03,Dallas Stars,2,Edmonton Oilers,5,,16839,,
2008-12-03,St. Louis Blues,0,Minnesota Wild,4,,18568,,
2008-12-03,Pittsburgh Penguins,2,New York Rangers,3,SO,18200,,
2008-12-03,Atlanta Thrashers,1,Ottawa Senators,5,,17215,,
2008-12-04,Pittsburgh Penguins,5,Carolina Hurricanes,2,,14559,,
2008-12-04,Vancouver Canucks,5,Detroit Red Wings,6,,19116,,
2008-12-04,Buffalo Sabres,1,Florida Panthers,2,,13123,,
2008-12-04,New York Rangers,2,Montreal Canadiens,6,,21273,,
2008-12-04,Colorado Avalanche,2,Nashville Predators,3,,12717,,
2008-12-04,New Jersey Devils,3,Philadelphia Flyers,2,OT,19577,,
2008-12-04,Toronto Maple Leafs,3,Phoenix Coyotes,6,,13777,,
2008-12-04,Columbus Blue Jackets,2,San Jose Sharks,3,,17496,,
2008-12-04,Boston Bruins,3,Tampa Bay Lightning,1,,15598,,
2008-12-04,New York Islanders,2,Washington Capitals,5,,18130,,
2008-12-05,Colorado Avalanche,1,Dallas Stars,2,SO,16651,,
2008-12-05,Edmonton Oilers,5,Los Angeles Kings,4,SO,14920,,
2008-12-05,Vancouver Canucks,2,Minnesota Wild,1,,18568,,
