Date,Visitor,G,Home,G,,Att.,LOG,Notes
2008-12-05,Calgary Flames,4,St. Louis Blues,3,OT,17365,,
2008-12-06,Philadelphia Flyers,2,Carolina Hurricanes,1,OT,14061,,
2008-12-06,Chicago Blackhawks,4,Detroit Red Wings,5,SO,20066,,
2008-12-06,Boston Bruins,4,Florida Panthers,0,,16213,,
2008-12-06,Columbus Blue Jackets,0,Los Angeles Kings,3,,15235,,
2008-12-06,New Jersey Devils,2,Montreal Canadiens,1,OT,21273,,
2008-12-06,Minnesota Wild,0,Nashville Predators,1,,14408,,
2008-12-06,Atlanta Thrashers,5,New York Islanders,1,,14174,,
2008-12-06,Pittsburgh Penguins,2,Ottawa Senators,3,,19561,,
2008-12-06,Edmonton Oilers,3,San Jose Sharks,2,OT,17496,,
2008-12-06,Phoenix Coyotes,3,St. Louis Blues,4,,19150,,
2008-12-06,Buffalo Sabres,4,Tampa Bay Lightning,3,,17154,,
2008-12-06,Washington Capitals,2,Toronto Maple Leafs,1,,19416,,
2008-12-07,Columbus Blue Jackets,3,Anaheim Ducks,5,,16914,,
2008-12-07,Washington Capitals,1,Carolina Hurricanes,3,,15308,,
2008-12-07,Phoenix Coyotes,1,Chicago Blackhawks,7,,21217,,
2008-12-07,Vancouver Canucks,4,Colorado Avalanche,5,SO,13411,,
2008-12-07,Calgary Flames,3,New York Rangers,0,,18200,,
2008-12-08,Tampa Bay Lightning,3,Boston Bruins,5,,16973,,
2008-12-08,Florida Panthers,4,Ottawa Senators,3,OT,17947,,
2008-12-08,Buffalo Sabres,4,Pittsburgh Penguins,3,,16976,,
2008-12-08,Nashville Predators,3,St. Louis Blues,6,,14537,,
2008-12-08,New York Islanders,2,Toronto Maple Leafs,4,,19309,,
2008-12-09,Los Angeles Kings,1,Colorado Avalanche,6,,14122,,
2008-12-09,Calgary Flames,1,Montreal Canadiens,4,,21273,,
2008-12-09,Vancouver Canucks,3,Nashville Predators,1,,12441,,
2008-12-09,New York Islanders,3,Philadelphia Flyers,4,,19037,,
2008-12-10,St. Louis Blues,2,Anaheim Ducks,4,,16058,,
2008-12-10,New York Rangers,3,Atlanta Thrashers,2,OT,13704,,
2008-12-10,Tampa Bay Lightning,2,Buffalo Sabres,4,,18431,,
2008-12-10,Ottawa Senators,0,Chicago Blackhawks,2,,21614,,
2008-12-10,Phoenix Coyotes,5,Dallas Stars,3,,16374,,
2008-12-10,Calgary Flames,3,Detroit Red Wings,4,OT,19335,,
2008-12-10,Pittsburgh Penguins,1,New Jersey Devils,4,,16808,,
2008-12-10,Boston Bruins,1,Washington Capitals,3,,17697,,
2008-12-11,Nashville Predators,1,Columbus Blue Jackets,2,SO,13484,,
2008-12-11,Florida Panthers,2,Edmonton Oilers,0,,16839,,
2008-12-11,St. Louis Blues,2,Los Angeles Kings,6,,13851,,
2008-12-11,Tampa Bay Lightning,3,Montreal Canadiens,1,,21273,,
2008-12-11,Carolina Hurricanes,5,Philadelphia Flyers,6,SO,19057,,
2008-12-11,Minnesota Wild,1,Phoenix Coyotes,3,,13296,,
2008-12-11,New York Islanders,2,Pittsburgh Penguins,9,,16972,,
2008-12-11,Anaheim Ducks,0,San Jose Sharks,2,,17496,,
2008-12-12,Boston Bruins,7,Atlanta Thrashers,3,,15818,,
2008-12-12,Toronto Maple Leafs,2,Buffalo Sabres,1,,18211,,
2008-12-12,Florida Panthers,3,Calgary Flames,2,SO,19289,,
2008-12-12,Chicago Blackhawks,4,Colorado Avalanche,3,,17569,,
2008-12-12,Detroit Red Wings,1,Dallas Stars,3,,18532,,
2008-12-12,New York Rangers,5,New Jersey Devils,8,,17625,,
2008-12-12,Ottawa Senators,1,Washington Capitals,5,,17973,,
2008-12-13,Atlanta Thrashers,2,Boston Bruins,4,,17565,,
2008-12-13,New York Islanders,1,Columbus Blue Jackets,3,,15443,,
2008-12-13,Vancouver Canucks,0,Edmonton Oilers,3,,16839,,
2008-12-13,Minnesota Wild,1,Los Angeles Kings,3,,14857,,
2008-12-13,Washington Capitals,2,Montreal Canadiens,1,,21273,,
2008-12-13,Buffalo Sabres,4,New Jersey Devils,2,,15713,,
2008-12-13,Dallas Stars,0,Nashville Predators,3,,15426,,
2008-12-13,Carolina Hurricanes,2,New York Rangers,3,SO,18200,,
2008-12-13,Tampa Bay Lightning,0,Ottawa Senators,2,,18446,,
2008-12-13,Pittsburgh Penguins,3,Philadelphia Flyers,6,,19811,,
2008-12-13,Detroit Red Wings,5,Phoenix Coyotes,4,SO,16339,,
2008-12-13,St. Louis Blues,4,San Jose Sharks,5,,17496,,
2008-12-14,Minnesota Wild,2,Anaheim Ducks,4,,16577,,
2008-12-14,Columbus Blue Jackets,1,Chicago Blackhawks,3,,21379,,
2008-12-14,Florida Panthers,3,Vancouver Canucks,5,,18630,,
2008-12-15,Colorado Avalanche,3,Detroit Red Wings,2,,19154,,
2008-12-15,San Jose Sharks,3,Los Angeles Kings,2,SO,16005,,
2008-12-16,New York Rangers,3,Anaheim Ducks,1,,16921,,
2008-12-16,Montreal Canadiens,2,Carolina Hurricanes,3,,16434,,
2008-12-16,Phoenix Coyotes,1,Dallas Stars,2,OT,15387,,
2008-12-16,Chicago Blackhawks,9,Edmonton Oilers,2,,16839,,
2008-12-16,Washington Capitals,5,New York Islanders,4,OT,11655,,
2008-12-16,Atlanta Thrashers,4,Ottawa Senators,1,,18746,,
2008-12-16,Colorado Avalanche,2,Philadelphia Flyers,5,,19219,,
2008-12-16,Calgary Flames,6,St. Louis Blues,3,,16426,,
2008-12-16,New Jersey Devils,2,Toronto Maple Leafs,3,SO,19315,,
2008-12-17,New Jersey Devils,5,Buffalo Sabres,3,,18690,,
2008-12-17,San Jose Sharks,1,Columbus Blue Jackets,2,OT,13884,,
2008-12-17,New York Rangers,3,Los Angeles Kings,2,OT,17166,,
2008-12-17,Calgary Flames,3,Minnesota Wild,2,OT,18568,,
2008-12-17,Edmonton Oilers,2,Vancouver Canucks,4,,18630,,
2008-12-18,Pittsburgh Penguins,6,Atlanta Thrashers,3,,15124,,
2008-12-18,Toronto Maple Leafs,5,Boston Bruins,8,,17565,,
2008-12-18,Florida Panthers,1,Carolina Hurricanes,2,OT,14533,,
2008-12-18,Columbus Blue Jackets,5,Dallas Stars,6,SO,16281,,
2008-12-18,San Jose Sharks,0,Detroit Red Wings,6,,19507,,
2008-12-18,Philadelphia Flyers,2,Montreal Canadiens,5,,21273,,
2008-12-18,Nashville Predators,1,Phoenix Coyotes,2,,14193,,
2008-12-18,Colorado Avalanche,2,Tampa Bay Lightning,1,SO,16333,,
2008-12-18,St. Louis Blues,2,Washington Capitals,4,,18277,,
2008-12-19,Los Angeles Kings,0,Buffalo Sabres,5,,18147,,
2008-12-19,Chicago Blackhawks,3,Calgary Flames,2,OT,19289,,
2008-12-19,Anaheim Ducks,3,Edmonton Oilers,2,SO,16839,,
2008-12-19,New York Islanders,1,Minnesota Wild,4,,18568,,
2008-12-19,Ottawa Senators,1,New Jersey Devils,5,,13242,,
2008-12-20,Tampa Bay Lightning,3,Atlanta Thrashers,4,,14395,,
2008-12-20,Carolina Hurricanes,2,Boston Bruins,4,,17565,,
2008-12-20,Los Angeles Kings,4,Detroit Red Wings,6,,19784,,
2008-12-20,Buffalo Sabres,3,Montreal Canadiens,4,OT,21273,,
2008-12-20,New York Islanders,0,Nashville Predators,1,,16457,,
2008-12-20,Dallas Stars,4,Ottawa Senators,5,OT,19486,,
2008-12-20,Washington Capitals,1,Philadelphia Flyers,7,,19897,,
2008-12-20,Columbus Blue Jackets,0,Phoenix Coyotes,2,,16125,,
2008-12-20,Toronto Maple Leafs,7,Pittsburgh Penguins,3,,17053,,
2008-12-20,New York Rangers,2,San Jose Sharks,3,,17496,,
2008-12-20,Minnesota Wild,2,St. Louis Blues,4,,19150,,
2008-12-20,Chicago Blackhawks,3,Vancouver Canucks,1,,18630,,
2008-12-21,Colorado Avalanche,0,Florida Panthers,3,,16132,,
2008-12-21,Carolina Hurricanes,3,Montreal Canadiens,2,OT,21273,,
2008-12-21,Philadelphia Flyers,2,New Jersey Devils,3,SO,14426,,
2008-12-21,Boston Bruins,6,St. Louis Blues,3,,19150,,
2008-12-22,Toronto Maple Leafs,6,Atlanta Thrashers,2,,16413,,
2008-12-22,Pittsburgh Penguins,4,Buffalo Sabres,3,OT,18690,,
2008-12-22,Phoenix Coyotes,2,Edmonton Oilers,4,,16839,,
2008-12-22,Anaheim Ducks,3,Vancouver Canucks,4,,18630,,
2008-12-23,Los Angeles Kings,3,Columbus Blue Jackets,0,,15145,,
2008-12-23,Anaheim Ducks,3,Calgary Flames,4,,19289,,
2008-12-23,Phoenix Coyotes,4,Colorado Avalanche,5,OT,14625,,
2008-12-23,St. Louis Blues,1,Detroit Red Wings,4,,20066,,
2008-12-23,Nashville Predators,0,Florida Panthers,3,,14703,,
2008-12-23,Carolina Hurricanes,2,Minnesota Wild,3,,18568,,
2008-12-23,Boston Bruins,2,New Jersey Devils,0,,16305,,
2008-12-23,Atlanta Thrashers,4,New York Islanders,2,,14227,,
2008-12-23,Washington Capitals,5,New York Rangers,4,OT,18200,,
2008-12-23,Ottawa Senators,4,Philadelphia Flyers,6,,19578,,
2008-12-23,Tampa Bay Lightning,2,Pittsburgh Penguins,0,,17064,,
2008-12-23,Vancouver Canucks,0,San Jose Sharks,5,,17496,,
2008-12-23,Dallas Stars,8,Toronto Maple Leafs,2,,19269,,
2008-12-26,Carolina Hurricanes,5,Atlanta Thrashers,4,,16012,,
2008-12-26,Philadelphia Flyers,1,Chicago Blackhawks,5,,22712,,
2008-12-26,Tampa Bay Lightning,4,Florida Panthers,3,SO,16961,,
2008-12-26,Phoenix Coyotes,2,Los Angeles Kings,1,,18118,,
2008-12-26,Pittsburgh Penguins,1,New Jersey Devils,0,,16921,,
2008-12-26,Detroit Red Wings,2,Nashville Predators,3,,17113,,
2008-12-26,Toronto Maple Leafs,1,New York Islanders,4,,15173,,
2008-12-26,Edmonton Oilers,3,Vancouver Canucks,2,,18630,,
2008-12-26,Buffalo Sabres,2,Washington Capitals,3,,18277,,
2008-12-27,New York Islanders,3,Buffalo Sabres,4,SO,18690,,
2008-12-27,Boston Bruins,4,Carolina Hurricanes,2,,16705,,
2008-12-27,Philadelphia Flyers,0,Columbus Blue Jackets,3,,18402,,
2008-12-27,Ottawa Senators,3,Calgary Flames,6,,19289,,
2008-12-27,Detroit Red Wings,3,Colorado Avalanche,4,SO,18007,,
2008-12-27,Anaheim Ducks,3,Dallas Stars,4,OT,18532,,
2008-12-27,New Jersey Devils,4,New York Rangers,2,,18200,,
2008-12-27,Los Angeles Kings,4,Phoenix Coyotes,0,,16199,,
2008-12-27,Montreal Canadiens,3,Pittsburgh Penguins,2,,17132,,
2008-12-27,San Jose Sharks,2,St. Louis Blues,3,SO,19150,,
2008-12-27,Florida Panthers,4,Tampa Bay Lightning,6,,18226,,
2008-12-28,Boston Bruins,2,Atlanta Thrashers,1,,16835,,
2008-12-28,Nashville Predators,2,Edmonton Oilers,5,,16839,,
2008-12-28,Chicago Blackhawks,4,Minnesota Wild,1,,18568,,
2008-12-28,Anaheim Ducks,4,St. Louis Blues,3,,19150,,
2008-12-28,Ottawa Senators,0,Vancouver Canucks,3,,18630,,
2008-12-28,Toronto Maple Leafs,1,Washington Capitals,4,,18277,,
2008-12-29,Minnesota Wild,1,Calgary Flames,2,,19289,,
2008-12-29,Nashville Predators,1,Colorado Avalanche,5,,15643,,
2008-12-29,San Jose Sharks,3,Dallas Stars,1,,18532,,
2008-12-29,Montreal Canadiens,5,Florida Panthers,2,,20741,,
2008-12-29,Columbus Blue Jackets,2,Los Angeles Kings,0,,18118,,
2008-12-29,New York Islanders,4,New York Rangers,5,,18200,,
2008-12-30,Washington Capitals,4,Buffalo Sabres,2,,18690,,
2008-12-30,Chicago Blackhawks,0,Detroit Red Wings,4,,20066,,
2008-12-30,Ottawa Senators,3,Edmonton Oilers,2,,16839,,
2008-12-30,Boston Bruins,5,Pittsburgh Penguins,2,,17132,,
2008-12-30,New Jersey Devils,4,St. Louis Blues,3,,19150,,
2008-12-30,Montreal Canadiens,2,Tampa Bay Lightning,1,SO,20454,,
2008-12-30,Atlanta Thrashers,3,Toronto Maple Leafs,4,OT,19260,,
2008-12-30,Philadelphia Flyers,3,Vancouver Canucks,2,,18630,,
2008-12-31,Columbus Blue Jackets,2,Anaheim Ducks,0,,16758,,
2008-12-31,Atlanta Thrashers,1,Carolina Hurricanes,3,,18137,,
2008-12-31,Edmonton Oilers,4,Calgary Flames,6,,19289,,
2008-12-31,New Jersey Devils,2,Dallas Stars,4,,18584,,
2008-12-31,San Jose Sharks,2,Minnesota Wild,3,OT,18568,,
2008-12-31,Florida Panthers,2,New York Islanders,4,,12211,,
2008-12-31,Colorado Avalanche,1,Phoenix Coyotes,3,,15008,,
2009-01-01,Pittsburgh Penguins,2,Boston Bruins,4,,17565,,
2009-01-01,Detroit Red Wings,6,Chicago Blackhawks,4,,40818,,NHL Winter Classic
2009-01-01,Vancouver Canucks,2,Nashville Predators,1,,16502,,
2009-01-01,Buffalo Sabres,4,Toronto Maple Leafs,1,,19176,,
2009-01-01,Tampa Bay Lightning,4,Washington Capitals,7,,18277,,
2009-01-02,Philadelphia Flyers,5,Anaheim Ducks,4,SO,17597,,
2009-01-02,Vancouver Canucks,3,Atlanta Thrashers,4,SO,14902,,
2009-01-02,St. Louis Blues,1,Carolina Hurricanes,2,,17092,,
2009-01-02,Columbus Blue Jackets,6,Colorado Avalanche,1,,14482,,
2009-01-02,Montreal Canadiens,1,New Jersey Devils,4,,17625,,
2009-01-02,New York Islanders,4,Phoenix Coyotes,5,,14547,,
2009-01-03,Buffalo Sabres,4,Boston Bruins,2,,17565,,
2009-01-03,Dallas Stars,1,Edmonton Oilers,4,,16839,,
2009-01-03,Philadelphia Flyers,1,Los Angeles Kings,2,SO,18118,,
2009-01-03,Detroit Red Wings,3,Minnesota Wild,2,SO,18568,,
2009-01-03,Calgary Flames,3,Nashville Predators,2,,14321,,
2009-01-03,Florida Panthers,6,Pittsburgh Penguins,1,,17042,,
2009-01-03,New York Islanders,3,San Jose Sharks,5,,17496,,
2009-01-03,Columbus Blue Jackets,2,St. Louis Blues,5,,19150,,
2009-01-03,Carolina Hurricanes,3,Tampa Bay Lightning,2,,15873,,
2009-01-03,Ottawa Senators,1,Toronto Maple Leafs,3,,19406,,
2009-01-03,New York Rangers,1,Washington Capitals,2,,18277,,
2009-01-04,Phoenix Coyotes,0,Anaheim Ducks,2,,16878,,
2009-01-04,Tampa Bay Lightning,4,Atlanta Thrashers,1,,10750,,
2009-01-04,Calgary Flames,2,Chicago Blackhawks,5,,22146,,
2009-01-04,Minnesota Wild,2,Colorado Avalanche,0,,14125,,
2009-01-04,Florida Panthers,5,Montreal Canadiens,6,SO,21273,,
2009-01-04,Ottawa Senators,3,New Jersey Devils,4,OT,14798,,
2009-01-04,Dallas Stars,3,Vancouver Canucks,2,SO,18630,,
2009-01-05,New York Islanders,2,Edmonton Oilers,3,,16839,,
2009-01-05,Pittsburgh Penguins,0,New York Rangers,4,,18200,,
2009-01-06,Los Angeles Kings,1,Anaheim Ducks,3,,17174,,
2009-01-06,Minnesota Wild,1,Boston Bruins,0,,16272,,
2009-01-06,Ottawa Senators,2,Buffalo Sabres,4,,18443,,
2009-01-06,New Jersey Devils,2,Carolina Hurricanes,3,,15399,,
2009-01-06,San Jose Sharks,2,Calgary Flames,5,,19289,,
2009-01-06,Columbus Blue Jackets,0,Detroit Red Wings,3,,19717,,
2009-01-06,Colorado Avalanche,2,Nashville Predators,1,,13598,,
2009-01-06,Chicago Blackhawks,6,Phoenix Coyotes,0,,14651,,
2009-01-06,Atlanta Thrashers,1,Pittsburgh Penguins,3,,16975,,
2009-01-06,Florida Panthers,4,Toronto Maple Leafs,2,,19197,,
2009-01-06,Philadelphia Flyers,1,Washington Capitals,2,SO,18277,,
2009-01-07,Vancouver Canucks,4,Edmonton Oilers,2,,16839,,
2009-01-07,Montreal Canadiens,6,New York Rangers,3,,18200,,
2009-01-08,Ottawa Senators,4,Boston Bruins,6,,16464,,
2009-01-08,New York Islanders,2,Calgary Flames,5,,19289,,
2009-01-08,Chicago Blackhawks,1,Colorado Avalanche,2,,15174,,
2009-01-08,Dallas Stars,1,Detroit Red Wings,6,,20066,,
2009-01-08,Carolina Hurricanes,2,Florida Panthers,4,,10323,,
2009-01-08,Anaheim Ducks,3,Los Angeles Kings,4,,18118,,
2009-01-08,Toronto Maple Leafs,2,Montreal Canadiens,6,,21273,,
2009-01-08,Atlanta Thrashers,4,New Jersey Devils,0,,16489,,
2009-01-08,Pittsburgh Penguins,3,Nashville Predators,5,,14297,,
2009-01-08,Minnesota Wild,1,Philadelphia Flyers,3,,19596,,
2009-01-08,Tampa Bay Lightning,2,Phoenix Coyotes,3,,13736,,
2009-01-09,Tampa Bay Lightning,4,Anaheim Ducks,3,,17174,,
2009-01-09,New York Rangers,1,Buffalo Sabres,2,SO,18385,,
2009-01-09,San Jose Sharks,4,Edmonton Oilers,1,,16839,,
2009-01-09,St. Louis Blues,6,Vancouver Canucks,4,,18630,,
2009-01-09,Columbus Blue Jackets,3,Washington Capitals,0,,18277,,
2009-01-10,Carolina Hurricanes,1,Boston Bruins,5,,17565,,
2009-01-10,Minnesota Wild,2,Columbus Blue Jackets,4,,16605,,
2009-01-10,Pittsburgh Penguins,3,Colorado Avalanche,5,,17908,,
2009-01-10,Buffalo Sabres,1,Detroit Red Wings,3,,20066,,
2009-01-10,Atlanta Thrashers,4,Florida Panthers,8,,14323,,
2009-01-10,New Jersey Devils,5,Los Angeles Kings,1,,18118,,
2009-01-10,Washington Capitals,4,Montreal Canadiens,5,,21273,,
2009-01-10,Chicago Blackhawks,1,Nashville Predators,4,,16802,,
2009-01-10,New York Rangers,2,Ottawa Senators,0,,19029,,
2009-01-10,Toronto Maple Leafs,1,Philadelphia Flyers,4,,19787,,
2009-01-10,Dallas Stars,0,Phoenix Coyotes,1,SO,14557,,
2009-01-10,San Jose Sharks,4,Vancouver Canucks,2,,18630,,
2009-01-11,New Jersey Devils,3,Anaheim Ducks,4,,17331,,
2009-01-11,Nashville Predators,1,Chicago Blackhawks,3,,21666,,
2009-01-11,St. Louis Blues,1,Edmonton Oilers,2,,16839,,
2009-01-12,Detroit Red Wings,4,Dallas Stars,5,OT,17648,,
2009-01-12,Tampa Bay Lightning,3,Los Angeles Kings,1,,16511,,
2009-01-13,Montreal Canadiens,1,Boston Bruins,3,,17565,,
2009-01-13,Colorado Avalanche,3,Columbus Blue Jackets,4,,15343,,
2009-01-13,St. Louis Blues,1,Calgary Flames,3,,19289,,
2009-01-13,Phoenix Coyotes,3,Minnesota Wild,6,,18568,,
2009-01-13,New York Rangers,2,New York Islanders,1,,16234,,
2009-01-13,Carolina Hurricanes,1,Ottawa Senators,5,,18512,,
2009-01-13,Pittsburgh Penguins,4,Philadelphia Flyers,2,,19872,,
2009-01-13,Tampa Bay Lightning,1,San Jose Sharks,7,,17496,,
2009-01-13,Nashville Predators,2,Toronto Maple Leafs,0,,19223,,
2009-01-13,New Jersey Devils,5,Vancouver Canucks,3,,18630,,
2009-01-13,Edmonton Oilers,5,Washington Capitals,2,,17948,,
2009-01-14,Detroit Red Wings,4,Anaheim Ducks,3,,17525,,
2009-01-14,Ottawa Senators,3,Atlanta Thrashers,2,,14163,,
2009-01-14,Buffalo Sabres,1,Chicago Blackhawks,4,,21684,,
2009-01-14,Washington Capitals,6,Pittsburgh Penguins,3,,16975,,
2009-01-15,Toronto Maple Leafs,6,Carolina Hurricanes,4,,18037,,
2009-01-15,Buffalo Sabres,5,Dallas Stars,4,SO,17339,,
2009-01-15,Detroit Red Wings,4,Los Angeles Kings,0,,18118,,
2009-01-15,Edmonton Oilers,1,Minnesota Wild,5,,18568,,
2009-01-15,Nashville Predators,2,Montreal Canadiens,3,,21273,,
2009-01-15,Boston Bruins,2,New York Islanders,1,,15548,,
2009-01-15,Calgary Flames,3,San Jose Sharks,2,,17496,,
2009-01-15,Colorado Avalanche,2,St. Louis Blues,5,,17545,,
2009-01-15,Philadelphia Flyers,1,Tampa Bay Lightning,4,,15604,,
2009-01-15,Phoenix Coyotes,4,Vancouver Canucks,1,,18630,,
2009-01-16,Toronto Maple Leafs,3,Atlanta Thrashers,4,OT,15619,,
2009-01-16,New Jersey Devils,2,Columbus Blue Jackets,1,,17738,,
2009-01-16,New York Rangers,3,Chicago Blackhawks,2,OT,22624,,
2009-01-16,Edmonton Oilers,3,Colorado Avalanche,2,,15681,,
2009-01-16,Philadelphia Flyers,3,Florida Panthers,2,SO,17827,,
2009-01-16,Anaheim Ducks,1,Pittsburgh Penguins,3,,17005,,
2009-01-17,Carolina Hurricanes,1,Buffalo Sabres,3,,18690,,
2009-01-17,Phoenix Coyotes,4,Calgary Flames,3,,19289,,
2009-01-17,Los Angeles Kings,2,Dallas Stars,3,SO,18532,,
2009-01-17,Anaheim Ducks,3,Minnesota Wild,0,,18568,,
2009-01-17,Atlanta Thrashers,7,Nashville Predators,2,,17113,,
2009-01-17,New Jersey Devils,3,New York Islanders,1,,16234,,
2009-01-17,Montreal Canadiens,5,Ottawa Senators,4,SO,20413,,
2009-01-17,Detroit Red Wings,5,San Jose Sharks,6,,17496,,
2009-01-17,Chicago Blackhawks,2,St. Louis Blues,1,OT,19250,,
2009-01-17,Florida Panthers,4,Tampa Bay Lightning,3,,17217,,
2009-01-17,Boston Bruins,1,Washington Capitals,2,,18277,,
2009-01-18,Calgary Flames,2,Colorado Avalanche,6,,16113,,
2009-01-18,Phoenix Coyotes,3,Edmonton Oilers,6,,16839,,
2009-01-18,New York Rangers,0,Pittsburgh Penguins,3,,17024,,
2009-01-18,Columbus Blue Jackets,6,Vancouver Canucks,5,SO,18630,,
2009-01-19,St. Louis Blues,5,Boston Bruins,4,SO,17565,,
2009-01-19,Minnesota Wild,4,Chicago Blackhawks,1,,21320,,
2009-01-19,Buffalo Sabres,3,Florida Panthers,2,SO,12480,,
2009-01-19,New Jersey Devils,3,Nashville Predators,1,,14848,,
2009-01-19,Washington Capitals,2,New York Islanders,1,OT,15221,,
2009-01-19,Dallas Stars,2,Tampa Bay Lightning,4,,13991,,
2009-01-19,Carolina Hurricanes,2,Toronto Maple Leafs,0,,19018,,
2009-01-20,Montreal Canadiens,2,Atlanta Thrashers,4,,13076,,
2009-01-20,Columbus Blue Jackets,3,Edmonton Oilers,4,,16839,,
2009-01-20,Los Angeles Kings,5,Minnesota Wild,2,,18568,,
2009-01-20,Anaheim Ducks,2,New York Rangers,4,,18200,,
2009-01-20,Washington Capitals,2,Ottawa Senators,3,,20125,,
2009-01-20,Detroit Red Wings,3,Phoenix Coyotes,6,,16368,,
2009-01-20,Carolina Hurricanes,2,Pittsburgh Penguins,1,,16972,,
2009-01-20,Vancouver Canucks,1,San Jose Sharks,2,OT,17496,,
2009-01-21,Columbus Blue Jackets,4,Calgary Flames,5,SO,19289,,
2009-01-21,St. Louis Blues,2,Chicago Blackhawks,0,,22299,,
2009-01-21,Los Angeles Kings,6,Colorado Avalanche,5,,13289,,
2009-01-21,Dallas Stars,4,Florida Panthers,1,,11200,,
2009-01-21,Montreal Canadiens,2,New Jersey Devils,5,,16235,,
2009-01-21,Anaheim Ducks,1,New York Islanders,2,,11853,,
2009-01-21,Atlanta Thrashers,3,Philadelphia Flyers,5,,19766,,
2009-01-21,Buffalo Sabres,3,Tampa Bay Lightning,5,,15611,,
2009-01-21,Boston Bruins,4,Toronto Maple Leafs,3,SO,19258,,
2009-01-27,Washington Capitals,2,Boston Bruins,3,OT,17565,,
2009-01-27,Detroit Red Wings,2,Columbus Blue Jackets,3,OT,16348,,
2009-01-27,San Jose Sharks,3,Colorado Avalanche,0,,14592,,
2009-01-27,Atlanta Thrashers,0,Dallas Stars,2,,16726,,
2009-01-27,Buffalo Sabres,10,Edmonton Oilers,2,,16839,,
2009-01-27,Philadelphia Flyers,2,Florida Panthers,3,,13904,,
2009-01-27,Toronto Maple Leafs,1,Minnesota Wild,6,,18568,,
2009-01-27,Carolina Hurricanes,2,New York Rangers,3,,18200,,
2009-01-27,New Jersey Devils,4,Ottawa Senators,1,,18786,,
2009-01-27,Anaheim Ducks,7,Phoenix Coyotes,3,,15383,,
2009-01-27,Montreal Canadiens,3,Tampa Bay Lightning,5,,15912,,
2009-01-28,Chicago Blackhawks,3,Anaheim Ducks,2,,17193,,
2009-01-28,Buffalo Sabres,2,Calgary Flames,5,,19289,,
2009-01-28,New York Rangers,2,Pittsburgh Penguins,6,,16965,,
2009-01-28,Nashville Predators,5,Vancouver Canucks,3,,18630,,
2009-01-29,New York Islanders,5,Atlanta Thrashers,4,,15200,,
2009-01-29,New Jersey Devils,4,Boston Bruins,3,OT,17565,,
2009-01-29,Tampa Bay Lightning,2,Carolina Hurricanes,3,,16405,,
2009-01-29,Toronto Maple Leafs,7,Colorado Avalanche,4,,15216,,
2009-01-29,Dallas Stars,4,Detroit Red Wings,2,,20066,,
2009-01-29,Montreal Canadiens,1,Florida Panthers,5,,16334,,
2009-01-29,Chicago Blackhawks,2,Los Angeles Kings,5,,18118,,
2009-01-29,Phoenix Coyotes,0,San Jose Sharks,2,,17496,,
2009-01-29,Ottawa Senators,3,St. Louis Blues,1,,18639,,
2009-01-30,Ottawa Senators,0,Columbus Blue Jackets,1,,17080,,
2009-01-30,Nashville Predators,1,Calgary Flames,3,,19289,,
2009-01-30,Minnesota Wild,1,Edmonton Oilers,3,,16839,,
2009-01-30,Pittsburgh Penguins,3,New Jersey Devils,4,OT,17625,,
2009-01-30,Philadelphia Flyers,6,Tampa Bay Lightning,1,,18120,,
2009-01-31,New York Rangers,0,Boston Bruins,1,,17565,,
2009-01-31,Atlanta Thrashers,0,Carolina Hurricanes,2,,16215,,
2009-01-31,Dallas Stars,7,Columbus Blue Jackets,3,,18049,,
2009-01-31,Anaheim Ducks,4,Colorado Avalanche,3,,17652,,
2009-01-31,Los Angeles Kings,3,Montreal Canadiens,4,,21273,,
2009-01-31,Florida Panthers,1,New York Islanders,3,,13336,,
2009-01-31,Buffalo Sabres,2,Phoenix Coyotes,0,,16253,,
2009-01-31,Chicago Blackhawks,4,San Jose Sharks,2,,17496,,
2009-01-31,Philadelphia Flyers,0,St. Louis Blues,4,,19150,,
2009-01-31,Pittsburgh Penguins,4,Toronto Maple Leafs,5,,19570,,
2009-01-31,Minnesota Wild,4,Vancouver Canucks,3,OT,18630,,
2009-01-31,Detroit Red Wings,2,Washington Capitals,4,,18277,,
2009-02-01,Nashville Predators,2,Edmonton Oilers,1,,16839,,
2009-02-01,Boston Bruins,3,Montreal Canadiens,1,,21273,,
2009-02-01,Ottawa Senators,4,Washington Capitals,7,,18277,,
2009-02-02,Buffalo Sabres,2,Anaheim Ducks,3,,16874,,
2009-02-02,Calgary Flames,3,Colorado Avalanche,4,,13409,,
2009-02-02,St. Louis Blues,3,Detroit Red Wings,4,SO,19384,,
2009-02-03,St. Louis Blues,4,Columbus Blue Jackets,2,,13560,,
2009-02-03,Calgary Flames,1,Dallas Stars,3,,16395,,
2009-02-03,Chicago Blackhawks,3,Edmonton Oilers,1,,16839,,
2009-02-03,Pittsburgh Penguins,2,Montreal Canadiens,4,,21273,,
2009-02-03,Washington Capitals,5,New Jersey Devils,2,,14018,,
2009-02-03,Phoenix Coyotes,1,Nashville Predators,2,,13195,,
2009-02-03,Tampa Bay Lightning,1,New York Islanders,3,,9808,,
2009-02-03,Atlanta Thrashers,2,New York Rangers,1,SO,18200,,
2009-02-03,Los Angeles Kings,1,Ottawa Senators,0,,18054,,
2009-02-03,Florida Panthers,4,Toronto Maple Leafs,3,OT,19095,,
