Date,Visitor,G,Home,G,,Att.,LOG,Notes
2009-11-28,Detroit Red Wings,4,St. Louis Blues,3,SO,19150,,
2009-11-28,Edmonton Oilers,3,Vancouver Canucks,7,,18810,,
2009-11-29,Phoenix Coyotes,3,Anaheim Ducks,2,OT,13023,,
2009-11-29,San Jose Sharks,4,Vancouver Canucks,2,,18810,,
2009-11-30,Florida Panthers,3,Atlanta Thrashers,4,,10310,,
2009-11-30,Washington Capitals,3,Carolina Hurricanes,2,,12797,,
2009-11-30,St. Louis Blues,2,Columbus Blue Jackets,5,,12391,,
2009-11-30,Dallas Stars,1,Detroit Red Wings,4,,17645,,
2009-11-30,Calgary Flames,5,Nashville Predators,0,,10581,,
2009-11-30,Pittsburgh Penguins,5,New York Rangers,2,,18200,,
2009-11-30,Colorado Avalanche,3,Tampa Bay Lightning,0,,12214,,
2009-11-30,Buffalo Sabres,3,Toronto Maple Leafs,0,,19110,,
2009-12-01,Los Angeles Kings,4,Anaheim Ducks,3,,14231,,
2009-12-01,Columbus Blue Jackets,3,Chicago Blackhawks,4,SO,20363,,
2009-12-01,Toronto Maple Leafs,3,Montreal Canadiens,0,,21273,,
2009-12-01,Ottawa Senators,2,San Jose Sharks,5,,17562,,
2009-12-02,Tampa Bay Lightning,1,Boston Bruins,4,,16553,,
2009-12-02,Colorado Avalanche,5,Florida Panthers,6,SO,12403,,
2009-12-02,Nashville Predators,4,Minnesota Wild,5,OT,18071,,
2009-12-02,Vancouver Canucks,5,New Jersey Devils,2,,13586,,
2009-12-03,New York Islanders,4,Atlanta Thrashers,1,,11704,,
2009-12-03,Montreal Canadiens,2,Buffalo Sabres,6,,18690,,
2009-12-03,Toronto Maple Leafs,6,Columbus Blue Jackets,3,,13825,,
2009-12-03,Anaheim Ducks,1,Dallas Stars,3,,16217,,
2009-12-03,Edmonton Oilers,4,Detroit Red Wings,1,,18018,,
2009-12-03,Ottawa Senators,3,Los Angeles Kings,6,,14997,,
2009-12-03,Vancouver Canucks,3,Philadelphia Flyers,0,,18892,,
2009-12-03,Calgary Flames,1,Phoenix Coyotes,2,,9868,,
2009-12-03,Colorado Avalanche,1,Pittsburgh Penguins,4,,16968,,
2009-12-03,St. Louis Blues,3,San Jose Sharks,2,SO,17424,,
2009-12-03,Florida Panthers,2,Washington Capitals,6,,18277,,
2009-12-04,Nashville Predators,4,Chicago Blackhawks,1,,20887,,
2009-12-04,Anaheim Ducks,4,Minnesota Wild,5,SO,18265,,
2009-12-04,Boston Bruins,1,Montreal Canadiens,5,,21273,,
2009-12-04,Tampa Bay Lightning,2,New Jersey Devils,3,,15336,,
2009-12-05,Toronto Maple Leafs,2,Boston Bruins,7,,17565,,
2009-12-05,New York Rangers,2,Buffalo Sabres,1,,18301,,
2009-12-05,Vancouver Canucks,3,Carolina Hurricanes,5,,14990,,
2009-12-05,Colorado Avalanche,3,Columbus Blue Jackets,2,,14909,,
2009-12-05,Edmonton Oilers,3,Dallas Stars,2,SO,15860,,
2009-12-05,Atlanta Thrashers,2,Florida Panthers,1,SO,13291,,
2009-12-05,St. Louis Blues,5,Los Angeles Kings,4,SO,17519,,
2009-12-05,Detroit Red Wings,3,New Jersey Devils,4,SO,17625,,
2009-12-05,Minnesota Wild,5,Nashville Predators,3,,13145,,
2009-12-05,Washington Capitals,8,Philadelphia Flyers,2,,19789,,
2009-12-05,Ottawa Senators,2,Phoenix Coyotes,3,,8642,,
2009-12-05,Chicago Blackhawks,2,Pittsburgh Penguins,1,OT,17132,,
2009-12-05,Calgary Flames,2,San Jose Sharks,1,,17562,,
2009-12-05,New York Islanders,0,Tampa Bay Lightning,4,,13577,,
2009-12-06,Ottawa Senators,4,Anaheim Ducks,3,SO,14946,,
2009-12-06,Detroit Red Wings,3,New York Rangers,1,,18200,,
2009-12-07,New Jersey Devils,3,Buffalo Sabres,0,,18690,,
2009-12-07,Edmonton Oilers,3,Florida Panthers,2,SO,11469,,
2009-12-07,Calgary Flames,1,Los Angeles Kings,2,,13853,,
2009-12-07,Philadelphia Flyers,1,Montreal Canadiens,3,,21273,,
2009-12-07,Minnesota Wild,0,Phoenix Coyotes,2,,8981,,
2009-12-07,Carolina Hurricanes,3,Pittsburgh Penguins,2,,16964,,
2009-12-07,Colorado Avalanche,4,St. Louis Blues,0,,19150,,
2009-12-07,Washington Capitals,3,Tampa Bay Lightning,0,,12400,,
2009-12-07,Atlanta Thrashers,2,Toronto Maple Leafs,5,,19050,,
2009-12-08,Dallas Stars,3,Anaheim Ducks,4,OT,13861,,
2009-12-08,Vancouver Canucks,2,Nashville Predators,4,,12565,,
2009-12-08,Montreal Canadiens,4,Ottawa Senators,1,,18866,,
2009-12-08,New York Islanders,2,Philadelphia Flyers,6,,19330,,
2009-12-09,Washington Capitals,0,Buffalo Sabres,3,,17982,,
2009-12-09,Florida Panthers,0,Columbus Blue Jackets,3,,12800,,
2009-12-09,Atlanta Thrashers,1,Calgary Flames,3,,19289,,
2009-12-09,New York Rangers,1,Chicago Blackhawks,2,OT,21022,,
2009-12-09,Minnesota Wild,1,Colorado Avalanche,0,,11435,,
2009-12-09,St. Louis Blues,1,Detroit Red Wings,0,,18165,,
2009-12-09,Carolina Hurricanes,2,New Jersey Devils,4,,12013,,
2009-12-09,Los Angeles Kings,5,San Jose Sharks,4,OT,17562,,
2009-12-09,Edmonton Oilers,3,Tampa Bay Lightning,2,,13477,,
2009-12-09,New York Islanders,2,Toronto Maple Leafs,3,,19102,,
2009-12-10,Toronto Maple Leafs,2,Boston Bruins,5,,17565,,
2009-12-10,Phoenix Coyotes,2,Los Angeles Kings,3,SO,15259,,
2009-12-10,Pittsburgh Penguins,3,Montreal Canadiens,2,,21273,,
2009-12-10,Columbus Blue Jackets,3,Nashville Predators,4,SO,14601,,
2009-12-10,Ottawa Senators,2,Philadelphia Flyers,0,,19706,,
2009-12-10,Atlanta Thrashers,2,Vancouver Canucks,4,,18810,,
2009-12-11,Chicago Blackhawks,1,Buffalo Sabres,2,,18009,,
2009-12-11,Minnesota Wild,2,Calgary Flames,1,OT,19289,,
2009-12-11,Tampa Bay Lightning,1,Colorado Avalanche,2,SO,12188,,
2009-12-11,Anaheim Ducks,2,Detroit Red Wings,3,OT,20066,,
2009-12-11,Florida Panthers,4,New Jersey Devils,2,,14132,,
2009-12-11,Dallas Stars,3,San Jose Sharks,2,SO,17562,,
2009-12-11,Edmonton Oilers,5,St. Louis Blues,3,,19150,,
2009-12-11,Carolina Hurricanes,3,Washington Capitals,4,OT,18277,,
2009-12-12,Montreal Canadiens,3,Atlanta Thrashers,4,OT,16616,,
2009-12-12,Anaheim Ducks,3,Columbus Blue Jackets,1,,14461,,
2009-12-12,Dallas Stars,2,Los Angeles Kings,3,SO,18118,,
2009-12-12,Philadelphia Flyers,1,New Jersey Devils,4,,15724,,
2009-12-12,Detroit Red Wings,3,Nashville Predators,2,OT,16673,,
2009-12-12,Boston Bruins,2,New York Islanders,3,OT,13744,,
2009-12-12,Buffalo Sabres,3,New York Rangers,2,,18200,,
2009-12-12,Carolina Hurricanes,2,Ottawa Senators,4,,16229,,
2009-12-12,San Jose Sharks,1,Phoenix Coyotes,2,,10650,,
2009-12-12,Florida Panthers,2,Pittsburgh Penguins,3,OT,16977,,
2009-12-12,Washington Capitals,3,Toronto Maple Leafs,6,,19316,,
2009-12-12,Minnesota Wild,3,Vancouver Canucks,4,,18810,,
2009-12-13,Tampa Bay Lightning,0,Chicago Blackhawks,4,,21081,,
2009-12-13,Calgary Flames,2,Colorado Avalanche,3,,11448,,
2009-12-14,Philadelphia Flyers,3,Boston Bruins,1,,17565,,
2009-12-14,Nashville Predators,5,Columbus Blue Jackets,3,,12856,,
2009-12-14,Phoenix Coyotes,2,Detroit Red Wings,3,,18795,,
2009-12-14,Buffalo Sabres,4,Montreal Canadiens,3,,21273,,
2009-12-14,Florida Panthers,7,New York Islanders,1,,10489,,
2009-12-14,Atlanta Thrashers,3,New York Rangers,2,SO,18200,,
2009-12-14,Ottawa Senators,2,Toronto Maple Leafs,3,,19315,,
2009-12-14,Los Angeles Kings,1,Vancouver Canucks,3,,18810,,
2009-12-15,Washington Capitals,6,Colorado Avalanche,1,,14172,,
2009-12-15,Los Angeles Kings,3,Edmonton Oilers,2,,16839,,
2009-12-15,Columbus Blue Jackets,1,Minnesota Wild,2,,18086,,
2009-12-15,Tampa Bay Lightning,4,Nashville Predators,7,,15084,,
2009-12-15,Philadelphia Flyers,1,Pittsburgh Penguins,6,,17086,,
2009-12-15,Calgary Flames,3,St. Louis Blues,4,,19150,,
2009-12-16,Dallas Stars,3,Carolina Hurricanes,5,,13954,,
2009-12-16,St. Louis Blues,0,Chicago Blackhawks,3,,21137,,
2009-12-16,Atlanta Thrashers,3,Florida Panthers,4,,11672,,
2009-12-16,Montreal Canadiens,1,New Jersey Devils,2,,12178,,
2009-12-16,New York Islanders,2,New York Rangers,1,,18200,,
2009-12-16,Buffalo Sabres,0,Ottawa Senators,2,,16917,,
2009-12-16,Phoenix Coyotes,6,Toronto Maple Leafs,3,,19088,,
2009-12-16,Anaheim Ducks,3,Vancouver Canucks,2,,18810,,
2009-12-17,Dallas Stars,5,Atlanta Thrashers,6,OT,11957,,
2009-12-17,Phoenix Coyotes,2,Columbus Blue Jackets,1,SO,13363,,
2009-12-17,Los Angeles Kings,1,Calgary Flames,2,,19289,,
2009-12-17,Tampa Bay Lightning,0,Detroit Red Wings,3,,19474,,
2009-12-17,Nashville Predators,6,Edmonton Oilers,3,,16839,,
2009-12-17,Minnesota Wild,3,Montreal Canadiens,1,,21273,,
2009-12-17,New York Rangers,5,New York Islanders,2,,15138,,
2009-12-17,Pittsburgh Penguins,3,Philadelphia Flyers,2,SO,19689,,
2009-12-17,Anaheim Ducks,1,San Jose Sharks,4,,17562,,
2009-12-18,Toronto Maple Leafs,2,Buffalo Sabres,5,,18159,,
2009-12-18,Boston Bruins,4,Chicago Blackhawks,5,SO,21717,,
2009-12-18,Carolina Hurricanes,3,Florida Panthers,6,,15107,,
2009-12-18,Ottawa Senators,2,New Jersey Devils,4,,13728,,
2009-12-18,Tampa Bay Lightning,6,St. Louis Blues,3,,19150,,
2009-12-18,Washington Capitals,2,Vancouver Canucks,3,,18810,,
2009-12-19,Phoenix Coyotes,2,Anaheim Ducks,4,,15107,,
2009-12-19,New Jersey Devils,5,Atlanta Thrashers,4,,14616,,
2009-12-19,Pittsburgh Penguins,2,Buffalo Sabres,1,SO,18690,,
2009-12-19,Florida Panthers,2,Carolina Hurricanes,3,,12758,,
2009-12-19,Nashville Predators,5,Calgary Flames,3,,19289,,
2009-12-19,Columbus Blue Jackets,2,Colorado Avalanche,5,,11782,,
2009-12-19,Detroit Red Wings,3,Dallas Stars,4,,18532,,
2009-12-19,Washington Capitals,4,Edmonton Oilers,2,,16839,,
2009-12-19,Montreal Canadiens,3,New York Islanders,0,,7842,,
2009-12-19,Minnesota Wild,1,Ottawa Senators,4,,16259,,
2009-12-19,New York Rangers,2,Philadelphia Flyers,1,,19637,,
2009-12-19,Boston Bruins,0,Toronto Maple Leafs,2,,19101,,
2009-12-20,Detroit Red Wings,0,Chicago Blackhawks,3,,21781,,
2009-12-20,St. Louis Blues,3,Vancouver Canucks,1,,18810,,
2009-12-21,Montreal Canadiens,4,Atlanta Thrashers,3,OT,15075,,
2009-12-21,New York Rangers,3,Carolina Hurricanes,1,,16514,,
2009-12-21,San Jose Sharks,4,Dallas Stars,2,,18532,,
2009-12-21,St. Louis Blues,7,Edmonton Oilers,2,,16839,,
2009-12-21,Colorado Avalanche,4,Minnesota Wild,3,,18244,,
2009-12-21,Tampa Bay Lightning,4,New York Islanders,2,,10864,,
2009-12-21,Boston Bruins,2,Ottawa Senators,0,,19865,,
2009-12-21,Florida Panthers,4,Philadelphia Flyers,1,,19323,,
2009-12-21,Columbus Blue Jackets,2,Phoenix Coyotes,5,,9348,,
2009-12-21,New Jersey Devils,4,Pittsburgh Penguins,0,,17132,,
2009-12-21,Buffalo Sabres,3,Toronto Maple Leafs,2,OT,19235,,
2009-12-22,San Jose Sharks,3,Chicago Blackhawks,2,,21614,,
2009-12-22,Anaheim Ducks,4,Colorado Avalanche,2,,12171,,
2009-12-22,Nashville Predators,1,Vancouver Canucks,4,,18810,,
2009-12-23,Atlanta Thrashers,4,Boston Bruins,6,,17565,,
2009-12-23,Montreal Canadiens,5,Carolina Hurricanes,1,,14820,,
2009-12-23,St. Louis Blues,2,Calgary Flames,1,SO,19289,,
2009-12-23,Columbus Blue Jackets,1,Dallas Stars,3,,16532,,
2009-12-23,Chicago Blackhawks,3,Detroit Red Wings,0,,20066,,
2009-12-23,Edmonton Oilers,1,Minnesota Wild,3,,18250,,
2009-12-23,Toronto Maple Leafs,1,New York Islanders,3,,10865,,
2009-12-23,Florida Panthers,1,New York Rangers,4,,18200,,
2009-12-23,Anaheim Ducks,0,Phoenix Coyotes,4,,10030,,
2009-12-23,Ottawa Senators,2,Pittsburgh Penguins,8,,17132,,
2009-12-23,Philadelphia Flyers,5,Tampa Bay Lightning,2,,16177,,
2009-12-23,Buffalo Sabres,2,Washington Capitals,5,,18277,,
2009-12-26,Ottawa Senators,3,Buffalo Sabres,2,SO,18690,,
2009-12-26,Philadelphia Flyers,4,Carolina Hurricanes,3,SO,16288,,
2009-12-26,Dallas Stars,1,Colorado Avalanche,4,,18007,,
2009-12-26,Columbus Blue Jackets,1,Detroit Red Wings,2,,20066,,
2009-12-26,St. Louis Blues,3,Minnesota Wild,4,,18554,,
2009-12-26,Chicago Blackhawks,4,Nashville Predators,1,,17113,,
2009-12-26,New York Islanders,3,New York Rangers,2,OT,18200,,
2009-12-26,Los Angeles Kings,2,Phoenix Coyotes,3,,16131,,
2009-12-26,Anaheim Ducks,2,San Jose Sharks,5,,17562,,
2009-12-26,Atlanta Thrashers,3,Tampa Bay Lightning,4,,15437,,
2009-12-26,Montreal Canadiens,3,Toronto Maple Leafs,2,OT,19250,,
2009-12-26,Edmonton Oilers,1,Vancouver Canucks,4,,18810,,
2009-12-26,New Jersey Devils,1,Washington Capitals,4,,18277,,
2009-12-27,Vancouver Canucks,5,Calgary Flames,1,,19289,,
2009-12-27,Nashville Predators,4,Chicago Blackhawks,5,,21746,,
2009-12-27,Boston Bruins,2,Florida Panthers,1,,18799,,
2009-12-27,Philadelphia Flyers,2,New York Islanders,1,,12819,,
2009-12-27,Toronto Maple Leafs,4,Pittsburgh Penguins,3,,17132,,
2009-12-27,Buffalo Sabres,5,St. Louis Blues,3,,19150,,
2009-12-28,Detroit Red Wings,0,Columbus Blue Jackets,1,OT,18421,,
2009-12-28,Calgary Flames,4,Edmonton Oilers,1,,16839,,
2009-12-28,Minnesota Wild,4,Los Angeles Kings,3,,18118,,
2009-12-28,Atlanta Thrashers,2,New Jersey Devils,3,,17024,,
2009-12-28,Montreal Canadiens,2,Ottawa Senators,4,,20369,,
2009-12-28,Phoenix Coyotes,2,San Jose Sharks,3,SO,17562,,
2009-12-28,Boston Bruins,1,Tampa Bay Lightning,2,,16926,,
2009-12-28,Carolina Hurricanes,6,Washington Capitals,3,,18277,,
2009-12-29,Minnesota Wild,2,Anaheim Ducks,4,,16960,,
2009-12-29,Pittsburgh Penguins,3,Buffalo Sabres,4,,18690,,
2009-12-29,Chicago Blackhawks,4,Dallas Stars,5,,18532,,
2009-12-29,Columbus Blue Jackets,1,New York Islanders,2,SO,12192,,
2009-12-29,Vancouver Canucks,2,Phoenix Coyotes,3,SO,13976,,
2009-12-29,Nashville Predators,4,St. Louis Blues,3,,19150,,
2009-12-30,Atlanta Thrashers,0,Boston Bruins,4,,17565,,
2009-12-30,Los Angeles Kings,1,Calgary Flames,2,,19289,,
2009-12-30,Toronto Maple Leafs,1,Edmonton Oilers,3,,16839,,
2009-12-30,Pittsburgh Penguins,0,New Jersey Devils,2,,17625,,
2009-12-30,Philadelphia Flyers,6,New York Rangers,0,,18200,,
2009-12-30,Colorado Avalanche,4,Ottawa Senators,3,,17823,,
2009-12-30,Washington Capitals,2,San Jose Sharks,5,,17562,,
2009-12-30,Montreal Canadiens,2,Tampa Bay Lightning,1,OT,18441,,
2009-12-31,New York Rangers,2,Carolina Hurricanes,1,,16947,,
2009-12-31,Nashville Predators,2,Columbus Blue Jackets,1,OT,18221,,
2009-12-31,Edmonton Oilers,1,Calgary Flames,2,,19289,,
2009-12-31,New Jersey Devils,1,Chicago Blackhawks,5,,21614,,
2009-12-31,Anaheim Ducks,3,Dallas Stars,5,,18532,,
2009-12-31,Colorado Avalanche,2,Detroit Red Wings,4,,20066,,
2009-12-31,Montreal Canadiens,5,Florida Panthers,4,,19851,,
2009-12-31,Los Angeles Kings,5,Minnesota Wild,2,,18504,,
2009-12-31,New York Islanders,2,Ottawa Senators,3,SO,16743,,
2009-12-31,San Jose Sharks,3,Phoenix Coyotes,2,SO,12472,,
2009-12-31,Vancouver Canucks,4,St. Louis Blues,3,OT,19150,,
2010-01-01,Philadelphia Flyers,1,Boston Bruins,2,OT,38112,,NHL Winter Classic
2010-01-01,Atlanta Thrashers,3,Buffalo Sabres,4,OT,18690,,
2010-01-02,Colorado Avalanche,3,Columbus Blue Jackets,2,,17371,,
2010-01-02,Toronto Maple Leafs,1,Calgary Flames,3,,19289,,
2010-01-02,Vancouver Canucks,3,Dallas Stars,1,,17059,,
2010-01-02,Washington Capitals,1,Los Angeles Kings,2,,18118,,
2010-01-02,New Jersey Devils,5,Minnesota Wild,3,,19155,,
2010-01-02,Anaheim Ducks,1,Nashville Predators,3,,16654,,
2010-01-02,Atlanta Thrashers,5,New York Islanders,6,SO,12824,,
2010-01-02,Carolina Hurricanes,2,New York Rangers,1,OT,18200,,
2010-01-02,Detroit Red Wings,4,Phoenix Coyotes,1,,17125,,
2010-01-02,Edmonton Oilers,1,San Jose Sharks,4,,17562,,
2010-01-02,Chicago Blackhawks,6,St. Louis Blues,3,,19150,,
2010-01-02,Pittsburgh Penguins,1,Tampa Bay Lightning,3,,20109,,
2010-01-03,Anaheim Ducks,2,Chicago Blackhawks,5,,21662,,
2010-01-03,Pittsburgh Penguins,2,Florida Panthers,6,,18110,,
2010-01-03,Buffalo Sabres,1,Montreal Canadiens,0,,21273,,
2010-01-03,Philadelphia Flyers,4,Ottawa Senators,7,,17153,,
2010-01-04,Boston Bruins,2,New York Rangers,3,,18200,,
2010-01-04,Los Angeles Kings,6,San Jose Sharks,2,,17562,,
2010-01-05,Detroit Red Wings,1,Anaheim Ducks,4,,15531,,
2010-01-05,Minnesota Wild,1,Chicago Blackhawks,4,,21381,,
2010-01-05,Phoenix Coyotes,5,Edmonton Oilers,4,OT,16839,,
2010-01-05,Dallas Stars,0,New Jersey Devils,4,,14202,,
2010-01-05,Calgary Flames,3,Nashville Predators,1,,15030,,
2010-01-05,Boston Bruins,4,Ottawa Senators,1,,19156,,
2010-01-05,Atlanta Thrashers,2,Pittsburgh Penguins,5,,17049,,
2010-01-05,Florida Panthers,2,Toronto Maple Leafs,3,,18984,,
2010-01-05,Columbus Blue Jackets,3,Vancouver Canucks,7,,18810,,
2010-01-05,Montreal Canadiens,2,Washington Capitals,4,,18277,,
2010-01-06,Tampa Bay Lightning,3,Buffalo Sabres,5,,18690,,
2010-01-06,New York Islanders,3,Colorado Avalanche,2,,13898,,
2010-01-06,Calgary Flames,1,Minnesota Wild,4,,18137,,
2010-01-06,Dallas Stars,2,New York Rangers,5,,18200,,
2010-01-06,Toronto Maple Leafs,2,Philadelphia Flyers,6,,19617,,
2010-01-06,St. Louis Blues,1,San Jose Sharks,2,OT,17562,,
2010-01-07,St. Louis Blues,2,Anaheim Ducks,4,,14248,,
2010-01-07,New York Rangers,1,Atlanta Thrashers,2,SO,9179,,
2010-01-07,Chicago Blackhawks,5,Boston Bruins,2,,17565,,
2010-01-07,Columbus Blue Jackets,4,Edmonton Oilers,2,,16839,,
2010-01-07,Detroit Red Wings,2,Los Angeles Kings,1,,18118,,
2010-01-07,Florida Panthers,0,Montreal Canadiens,2,,21273,,
2010-01-07,Carolina Hurricanes,2,Nashville Predators,4,,14910,,
2010-01-07,Philadelphia Flyers,7,Pittsburgh Penguins,4,,17095,,
2010-01-07,Phoenix Coyotes,0,Vancouver Canucks,4,,18810,,
2010-01-07,Ottawa Senators,2,Washington Capitals,5,,18277,,
2010-01-08,Toronto Maple Leafs,2,Buffalo Sabres,3,,18690,,
2010-01-08,Colorado Avalanche,1,Carolina Hurricanes,2,,14071,,
2010-01-08,Columbus Blue Jackets,3,Calgary Flames,2,,19289,,
2010-01-08,New York Islanders,3,Dallas Stars,4,,17430,,
2010-01-08,Tampa Bay Lightning,4,New Jersey Devils,2,,15129,,Game suspended and completed on 2010-01-10 due to lighting problem
2010-01-09,Washington Capitals,8,Atlanta Thrashers,1,,16767,,
2010-01-09,New York Rangers,3,Boston Bruins,1,,17565,,
2010-01-09,Colorado Avalanche,4,Buffalo Sabres,3,SO,18690,,
2010-01-09,St. Louis Blues,4,Los Angeles Kings,3,,18118,,
2010-01-09,Chicago Blackhawks,5,Minnesota Wild,6,SO,19310,,
2010-01-09,New Jersey Devils,2,Montreal Canadiens,1,OT,21273,,
2010-01-09,Anaheim Ducks,3,Nashville Predators,2,,17113,,
2010-01-09,Florida Panthers,3,Ottawa Senators,0,,16506,,
2010-01-09,Tampa Bay Lightning,1,Philadelphia Flyers,4,,19678,,
2010-01-09,New York Islanders,5,Phoenix Coyotes,4,SO,11454,,
2010-01-09,Detroit Red Wings,4,San Jose Sharks,1,,17562,,
2010-01-09,Pittsburgh Penguins,4,Toronto Maple Leafs,1,,19567,,
2010-01-09,Calgary Flames,3,Vancouver Canucks,2,SO,18810,,
2010-01-10,Ottawa Senators,1,Carolina Hurricanes,4,,16892,,
2010-01-10,Dallas Stars,0,Columbus Blue Jackets,2,,14501,,
2010-01-10,Anaheim Ducks,3,Chicago Blackhawks,1,,21708,,
2010-01-11,Colorado Avalanche,3,Calgary Flames,2,SO,19289,,
2010-01-11,San Jose Sharks,2,Los Angeles Kings,1,,17821,,
2010-01-11,Pittsburgh Penguins,3,Minnesota Wild,4,,19044,,
2010-01-11,Nashville Predators,3,Vancouver Canucks,2,,18810,,
2010-01-12,Ottawa Senators,1,Atlanta Thrashers,6,,10017,,
2010-01-12,Nashville Predators,5,Edmonton Oilers,3,,16839,,
2010-01-12,Detroit Red Wings,0,New York Islanders,6,,12254,,
2010-01-12,New Jersey Devils,1,New York Rangers,0,SO,18200,,
2010-01-12,Dallas Stars,3,Philadelphia Flyers,6,,19133,,
2010-01-12,San Jose Sharks,3,Phoenix Coyotes,1,,9248,,
2010-01-12,Columbus Blue Jackets,1,St. Louis Blues,4,,17900,,
2010-01-12,Washington Capitals,4,Tampa Bay Lightning,7,,13891,,
2010-01-12,Carolina Hurricanes,4,Toronto Maple Leafs,2,,19120,,
2010-01-13,Boston Bruins,3,Anaheim Ducks,4,,14957,,
2010-01-13,Pittsburgh Penguins,3,Calgary Flames,1,,19289,,
2010-01-13,Washington Capitals,5,Florida Panthers,4,SO,14776,,
2010-01-13,Vancouver Canucks,2,Minnesota Wild,5,,18356,,
2010-01-14,Buffalo Sabres,2,Atlanta Thrashers,1,OT,11313,,
2010-01-14,Columbus Blue Jackets,0,Chicago Blackhawks,3,,21884,,
2010-01-14,Carolina Hurricanes,1,Detroit Red Wings,3,,20066,,
2010-01-14,Pittsburgh Penguins,3,Edmonton Oilers,2,,16839,,
2010-01-14,Anaheim Ducks,0,Los Angeles Kings,4,,18118,,
2010-01-14,Dallas Stars,3,Montreal Canadiens,5,,21273,,
2010-01-14,Ottawa Senators,2,New York Rangers,0,,18200,,
2010-01-14,New Jersey Devils,3,Phoenix Coyotes,4,,9430,,
2010-01-14,Boston Bruins,2,San Jose Sharks,1,SO,17562,,
2010-01-14,Minnesota Wild,0,St. Louis Blues,1,,19150,,
2010-01-14,Florida Panthers,3,Tampa Bay Lightning,2,,13516,,
2010-01-14,Philadelphia Flyers,0,Toronto Maple Leafs,4,,19370,,
2010-01-15,Nashville Predators,1,Calgary Flames,0,,19289,,
2010-01-15,Toronto Maple Leafs,1,Washington Capitals,6,,18277,,
2010-01-16,Atlanta Thrashers,5,Carolina Hurricanes,3,,14812,,
2010-01-16,Chicago Blackhawks,6,Columbus Blue Jackets,5,,18738,,
2010-01-16,New Jersey Devils,1,Colorado Avalanche,3,,17816,,
2010-01-16,Detroit Red Wings,2,Dallas Stars,3,SO,18532,,
2010-01-16,Tampa Bay Lightning,2,Florida Panthers,5,,15971,,
2010-01-16,Boston Bruins,3,Los Angeles Kings,4,SO,18118,,
2010-01-16,Ottawa Senators,4,Montreal Canadiens,2,,21273,,
2010-01-16,Buffalo Sabres,2,New York Islanders,3,SO,13635,,
2010-01-16,Minnesota Wild,4,Phoenix Coyotes,6,,12631,,
2010-01-16,Edmonton Oilers,2,San Jose Sharks,4,,17562,,
2010-01-16,New York Rangers,1,St. Louis Blues,4,,19150,,
2010-01-16,Pittsburgh Penguins,2,Vancouver Canucks,6,,18810,,
2010-01-17,Calgary Flames,4,Anaheim Ducks,5,,16153,,
2010-01-17,Chicago Blackhawks,4,Detroit Red Wings,3,SO,20066,,
2010-01-17,Montreal Canadiens,2,New York Rangers,6,,18200,,
2010-01-17,Philadelphia Flyers,3,Washington Capitals,5,,18277,,
2010-01-18,Ottawa Senators,5,Boston Bruins,1,,17565,,
2010-01-18,Tampa Bay Lightning,3,Carolina Hurricanes,2,,16031,,
2010-01-18,St. Louis Blues,2,Columbus Blue Jackets,4,,14505,,
2010-01-18,Edmonton Oilers,0,Colorado Avalanche,6,,11232,,
2010-01-18,Minnesota Wild,3,Dallas Stars,4,,16302,,
2010-01-18,Atlanta Thrashers,0,Florida Panthers,1,,11818,,
2010-01-18,Toronto Maple Leafs,4,Nashville Predators,3,,16501,,
2010-01-18,New Jersey Devils,0,New York Islanders,4,,16250,,
2010-01-18,Buffalo Sabres,7,Phoenix Coyotes,2,,11309,,
2010-01-18,Calgary Flames,1,San Jose Sharks,9,,17562,,
2010-01-19,Buffalo Sabres,4,Anaheim Ducks,5,,15570,,
2010-01-19,Toronto Maple Leafs,3,Atlanta Thrashers,4,,10208,,
2010-01-19,San Jose Sharks,5,Los Angeles Kings,1,,16212,,
2010-01-19,Tampa Bay Lightning,2,New York Rangers,8,,18200,,
2010-01-19,Chicago Blackhawks,1,Ottawa Senators,4,,17556,,
2010-01-19,Columbus Blue Jackets,3,Philadelphia Flyers,5,,19126,,
2010-01-19,New York Islanders,4,Pittsburgh Penguins,6,,16981,,
2010-01-19,Detroit Red Wings,2,Washington Capitals,3,,18277,,
2010-01-20,Vancouver Canucks,3,Edmonton Oilers,2,OT,16839,,
2010-01-20,St. Louis Blues,4,Montreal Canadiens,3,OT,21273,,
2010-01-20,Florida Panthers,0,New Jersey Devils,2,,13931,,
2010-01-21,Carolina Hurricanes,5,Atlanta Thrashers,2,,10472,,
2010-01-21,Columbus Blue Jackets,3,Boston Bruins,2,,17565,,
2010-01-21,Chicago Blackhawks,3,Calgary Flames,1,,19289,,
2010-01-21,Buffalo Sabres,3,Los Angeles Kings,4,SO,16884,,
2010-01-21,Detroit Red Wings,4,Minnesota Wild,3,SO,18330,,
2010-01-21,Florida Panthers,1,New York Islanders,2,SO,12138,,
2010-01-21,St. Louis Blues,2,Ottawa Senators,3,,16063,,
2010-01-21,New York Rangers,0,Philadelphia Flyers,2,,19631,,
2010-01-21,Nashville Predators,2,Phoenix Coyotes,4,,9142,,
2010-01-21,Washington Capitals,6,Pittsburgh Penguins,3,,17132,,
2010-01-21,Anaheim Ducks,1,San Jose Sharks,3,,17562,,
2010-01-21,Toronto Maple Leafs,2,Tampa Bay Lightning,3,OT,13691,,
